track,album,album_type,artist,release_date,recording_period,producers,writers,vocals
Columbus,Thousand Roads,studio,David Crosby,4/5/1993,July 1992–January 1993,"Phil Collins, Don Was, Dean Parks, David Crosby, Glyn Johns, Stephen Barncard, Phil Ramone",Noel Brazil,David Crosby
Coverage,Thousand Roads,studio,David Crosby,4/5/1993,July 1992–January 1993,"Phil Collins, Don Was, Dean Parks, David Crosby, Glyn Johns, Stephen Barncard, Phil Ramone",Bonnie Hayes,"David Crosby, Kipp Lennon"
Helpless Heart,Thousand Roads,studio,David Crosby,4/5/1993,July 1992–January 1993,"Phil Collins, Don Was, Dean Parks, David Crosby, Glyn Johns, Stephen Barncard, Phil Ramone",Paul Brady,"David Crosby, Kipp Lennon"
Hero,Thousand Roads,studio,David Crosby,4/5/1993,July 1992–January 1993,"Phil Collins, Don Was, Dean Parks, David Crosby, Glyn Johns, Stephen Barncard, Phil Ramone","Phil Collins, David Crosby","David Crosby, Phil Collins"
Natalie,Thousand Roads,studio,David Crosby,4/5/1993,July 1992–January 1993,"Phil Collins, Don Was, Dean Parks, David Crosby, Glyn Johns, Stephen Barncard, Phil Ramone",Stephen Bishop,"David Crosby, Kipp Lennon, Stephen Bishop"
Old Soldier,Thousand Roads,studio,David Crosby,4/5/1993,July 1992–January 1993,"Phil Collins, Don Was, Dean Parks, David Crosby, Glyn Johns, Stephen Barncard, Phil Ramone",Marc Cohn,"David Crosby, Graham Nash"
Thousand Roads,Thousand Roads,studio,David Crosby,4/5/1993,July 1992–January 1993,"Phil Collins, Don Was, Dean Parks, David Crosby, Glyn Johns, Stephen Barncard, Phil Ramone",David Crosby,David Crosby
Through Your Hands,Thousand Roads,studio,David Crosby,4/5/1993,July 1992–January 1993,"Phil Collins, Don Was, Dean Parks, David Crosby, Glyn Johns, Stephen Barncard, Phil Ramone",John Hiatt,"David Crosby, Kipp Lennon"
Too Young to Die,Thousand Roads,studio,David Crosby,4/5/1993,July 1992–January 1993,"Phil Collins, Don Was, Dean Parks, David Crosby, Glyn Johns, Stephen Barncard, Phil Ramone",Jimmy Webb,"David Crosby, Jackson Browne, Graham Nash"
Yvette in English,Thousand Roads,studio,David Crosby,4/5/1993,July 1992–January 1993,"Phil Collins, Don Was, Dean Parks, David Crosby, Glyn Johns, Stephen Barncard, Phil Ramone","Joni Mitchell, David Crosby",David Crosby
Colorado,Bread and Roses Festival (Live),live,Stephen Stills,9/4/1978,,Stephen Stills,Stephen Stills,Stephen Stills
Crossroads/You Can't Catch Me,Bread and Roses Festival (Live),live,Stephen Stills,9/4/1978,,Stephen Stills,Stephen Stills,Stephen Stills
Fallen Eagle,Bread and Roses Festival (Live),live,Stephen Stills,9/4/1978,,Stephen Stills,Stephen Stills,Stephen Stills
Jesus Gave Love Away for Free,Bread and Roses Festival (Live),live,Stephen Stills,9/4/1978,,Stephen Stills,Stephen Stills,Stephen Stills
Old Man Trouble,Bread and Roses Festival (Live),live,Stephen Stills,9/4/1978,,Stephen Stills,Stephen Stills,Stephen Stills
One Moment at a Time,Bread and Roses Festival (Live),live,Stephen Stills,9/4/1978,,Stephen Stills,Stephen Stills,Stephen Stills
Take Me Back to Ohio Valley,Bread and Roses Festival (Live),live,Stephen Stills,9/4/1978,,Stephen Stills,Stephen Stills,Stephen Stills
Everybody Knows,Everybody Knows,studio,Stephen Stills,2017-22-09,2017,"Alan Silverman, Collins, Etzioni, Stills","Leonard Cohen, Sharon Robinson","Stephen Stills, Judy Collins"
Girl from the North Country,Everybody Knows,studio,Stephen Stills,2017-22-09,2017,"Alan Silverman, Collins, Etzioni, Stills",Dylan,"Stephen Stills, Judy Collins"
Handle with Care,Everybody Knows,studio,Stephen Stills,2017-22-09,2017,"Alan Silverman, Collins, Etzioni, Stills","Bob Dylan, Jeff Lynne, Tom Petty, George Harrison, Roy Orbison","Stephen Stills, Judy Collins"
Houses,Everybody Knows,studio,Stephen Stills,2017-22-09,2017,"Alan Silverman, Collins, Etzioni, Stills",Collins,"Stephen Stills, Judy Collins"
Judy,Everybody Knows,studio,Stephen Stills,2017-22-09,2017,"Alan Silverman, Collins, Etzioni, Stills",Stills,"Stephen Stills, Judy Collins"
Questions,Everybody Knows,studio,Stephen Stills,2017-22-09,2017,"Alan Silverman, Collins, Etzioni, Stills",Stills,"Stephen Stills, Judy Collins"
Reason to Believe,Everybody Knows,studio,Stephen Stills,2017-22-09,2017,"Alan Silverman, Collins, Etzioni, Stills",Tim Hardin,"Stephen Stills, Judy Collins"
River of Gold,Everybody Knows,studio,Stephen Stills,2017-22-09,2017,"Alan Silverman, Collins, Etzioni, Stills",Judy Collins,"Stephen Stills, Judy Collins"
So Begins the Task,Everybody Knows,studio,Stephen Stills,2017-22-09,2017,"Alan Silverman, Collins, Etzioni, Stills",Stephen Stills,"Stephen Stills, Judy Collins"
Who Knows Where the Time Goes,Everybody Knows,studio,Stephen Stills,2017-22-09,2017,"Alan Silverman, Collins, Etzioni, Stills",Sandy Denny,"Stephen Stills, Judy Collins"
Buyin' Time,Illegal Stills,studio,Stephen Stills,7/5/1976,"1974, 1975, January - February 1976","Stephen Stills, Don Gehman",Stephen Stills,Stephen Stills
Circlin',Illegal Stills,studio,Stephen Stills,7/5/1976,"1974, 1975, January - February 1976","Stephen Stills, Don Gehman","Kenny Passarelli, Stills",Stephen Stills
Closer to You,Illegal Stills,studio,Stephen Stills,7/5/1976,"1974, 1975, January - February 1976","Stephen Stills, Don Gehman","Dacus, Warner Schwebke, Stills",Stephen Stills
Different Tongues,Illegal Stills,studio,Stephen Stills,7/5/1976,"1974, 1975, January - February 1976","Stephen Stills, Don Gehman","Stills, Donnie Dacus",Stephen Stills
Midnight in Paris,Illegal Stills,studio,Stephen Stills,7/5/1976,"1974, 1975, January - February 1976","Stephen Stills, Don Gehman","Donnie Dacus, Véronique Sanson",Stephen Stills
No Me Niegas,Illegal Stills,studio,Stephen Stills,7/5/1976,"1974, 1975, January - February 1976","Stephen Stills, Don Gehman",Stephen Stills,Stephen Stills
Ring of Love,Illegal Stills,studio,Stephen Stills,7/5/1976,"1974, 1975, January - February 1976","Stephen Stills, Don Gehman","Dacus, Stills",Stephen Stills
Soldier,Illegal Stills,studio,Stephen Stills,7/5/1976,"1974, 1975, January - February 1976","Stephen Stills, Don Gehman","Donnie Dacus, Stills",Stephen Stills
Stateline Blues,Illegal Stills,studio,Stephen Stills,7/5/1976,"1974, 1975, January - February 1976","Stephen Stills, Don Gehman",Stephen Stills,Stephen Stills
The Loner,Illegal Stills,studio,Stephen Stills,7/5/1976,"1974, 1975, January - February 1976","Stephen Stills, Don Gehman",Neil Young,Stephen Stills
All I Know Is What You Tell Me,"Just Roll Tape: April 26th, 1968",live,Stephen Stills,10/7/2007,1968,Stephen Stills,Stephen Stills,Stephen Stills
Black Queen,"Just Roll Tape: April 26th, 1968",live,Stephen Stills,10/7/2007,1968,Stephen Stills,Stephen Stills,Stephen Stills
Bumblebee (Do You Need a Place to Hide?),"Just Roll Tape: April 26th, 1968",live,Stephen Stills,10/7/2007,1968,Stephen Stills,Stephen Stills,Stephen Stills
Change Partners,"Just Roll Tape: April 26th, 1968",live,Stephen Stills,10/7/2007,1968,Stephen Stills,Stephen Stills,Stephen Stills
Dreaming of Snakes,"Just Roll Tape: April 26th, 1968",live,Stephen Stills,10/7/2007,1968,Stephen Stills,Stephen Stills,Stephen Stills
Helplessly Hoping,"Just Roll Tape: April 26th, 1968",live,Stephen Stills,10/7/2007,1968,Stephen Stills,Stephen Stills,Stephen Stills
Know You've Got to Run,"Just Roll Tape: April 26th, 1968",live,Stephen Stills,10/7/2007,1968,Stephen Stills,Stephen Stills,Stephen Stills
So Begins the Task,"Just Roll Tape: April 26th, 1968",live,Stephen Stills,10/7/2007,1968,Stephen Stills,Stephen Stills,Stephen Stills
Suite: Judy Blue Eyes,"Just Roll Tape: April 26th, 1968",live,Stephen Stills,10/7/2007,1968,Stephen Stills,Stephen Stills,Stephen Stills
The Doctor Will See You Now,"Just Roll Tape: April 26th, 1968",live,Stephen Stills,10/7/2007,1968,Stephen Stills,Stephen Stills,Stephen Stills
Treetop Flyer,"Just Roll Tape: April 26th, 1968",live,Stephen Stills,10/7/2007,1968,Stephen Stills,Stephen Stills,Stephen Stills
Wooden Ships,"Just Roll Tape: April 26th, 1968",live,Stephen Stills,10/7/2007,1968,Stephen Stills,"Stills, David Crosby, Paul Kantner",Stephen Stills
4 + 20,Live At Shepherd's Bush,live,Stephen Stills,2/11/2009,,Stephen Stills,Stephen Stills,"Stephen Stillls, Kenny Passarelli, Joe Vitale, Todd Caldwell"
Blind Fiddler  ,Live At Shepherd's Bush,live,Stephen Stills,2/11/2009,,Stephen Stills,Bob Dylan,"Stephen Stillls, Kenny Passarelli, Joe Vitale, Todd Caldwell"
Bluebird  ,Live At Shepherd's Bush,live,Stephen Stills,2/11/2009,,Stephen Stills,Stephen Stills,"Stephen Stillls, Kenny Passarelli, Joe Vitale, Todd Caldwell"
For What It's Worth,Live At Shepherd's Bush,live,Stephen Stills,2/11/2009,,Stephen Stills,Stephen Stills,"Stephen Stillls, Kenny Passarelli, Joe Vitale, Todd Caldwell"
Girl from the North Country,Live At Shepherd's Bush,live,Stephen Stills,2/11/2009,,Stephen Stills,Stephen Stills,"Stephen Stillls, Kenny Passarelli, Joe Vitale, Todd Caldwell"
Isn't It About Time,Live At Shepherd's Bush,live,Stephen Stills,2/11/2009,,Stephen Stills,Stephen Stills,"Stephen Stillls, Kenny Passarelli, Joe Vitale, Todd Caldwell"
Johnny's Garden,Live At Shepherd's Bush,live,Stephen Stills,2/11/2009,,Stephen Stills,Stephen Stills,"Stephen Stillls, Kenny Passarelli, Joe Vitale, Todd Caldwell"
Love the One You're With,Live At Shepherd's Bush,live,Stephen Stills,2/11/2009,,Stephen Stills,Stephen Stills,"Stephen Stillls, Kenny Passarelli, Joe Vitale, Todd Caldwell"
Rock & Roll Woman,Live At Shepherd's Bush,live,Stephen Stills,2/11/2009,,Stephen Stills,Stephen Stills,"Stephen Stillls, Kenny Passarelli, Joe Vitale, Todd Caldwell"
Suite: Judy Blue Eyes,Live At Shepherd's Bush,live,Stephen Stills,2/11/2009,,Stephen Stills,Stephen Stills,"Stephen Stillls, Kenny Passarelli, Joe Vitale, Todd Caldwell"
Treetop Flyer,Live At Shepherd's Bush,live,Stephen Stills,2/11/2009,,Stephen Stills,Stephen Stills,"Stephen Stillls, Kenny Passarelli, Joe Vitale, Todd Caldwell"
Wounded World,Live At Shepherd's Bush,live,Stephen Stills,2/11/2009,,Stephen Stills,"Graham Nash, Stills, Rocke Grace, Kenny Passarelli, Joe Vitale, Joe Walsh","Stephen Stillls, Kenny Passarelli, Joe Vitale, Todd Caldwell"
Wrong Thing to Do,Live At Shepherd's Bush,live,Stephen Stills,2/11/2009,,Stephen Stills,Tom Petty,"Stephen Stillls, Kenny Passarelli, Joe Vitale, Todd Caldwell"
Acadienne,Man Alive!,studio,Stephen Stills,9/8/2005,1970–2005,Joe Vitale,Stephen Stills,"Stephen Stills, Mike Finnigan, Graham Nash"
Ain't It Always,Man Alive!,studio,Stephen Stills,9/8/2005,1970–2005,Joe Vitale,Stephen Stills,"Stephen Stills, Mike Finnigan, George ""Chocolate"" Perry, Joe Vitale"
Around Us,Man Alive!,studio,Stephen Stills,9/8/2005,1970–2005,Joe Vitale,"Joe Vitale, Stills","Stephen Stills, Dorian Holley, Mortonette Jenkins, Marlena Jeter"
Different Man,Man Alive!,studio,Stephen Stills,9/8/2005,1970–2005,Joe Vitale,,"Stephen Stills, Neil Young"
Drivin' Thunder,Man Alive!,studio,Stephen Stills,9/8/2005,1970–2005,Joe Vitale,"Stills, Neil Young",Stephen Stills
Feed the People,Man Alive!,studio,Stephen Stills,9/8/2005,1970–2005,Joe Vitale,Stephen Stills,"Stephen Stills, Mike Finnigan, Dorian Holley, Brooks Hunnicutt, Mortonette Jenkins, Marlena Jeter, Graham Nash"
Hearts Gate,Man Alive!,studio,Stephen Stills,9/8/2005,1970–2005,Joe Vitale,Stephen Stills,Stephen Stills
I Don't Get It,Man Alive!,studio,Stephen Stills,9/8/2005,1970–2005,Joe Vitale,Stephen Stills,"Stephen Stills, Dorian Holley, Mortonette Jenkins, Marlena Jeter, Jennifer Stills"
Ole Man Trouble,Man Alive!,studio,Stephen Stills,9/8/2005,1970–2005,Joe Vitale,Booker T. Jones,"Stephen Stills, Dorian Holley, Mortonette Jenkins, Marlena Jeter"
Piece of Me,Man Alive!,studio,Stephen Stills,9/8/2005,1970–2005,Joe Vitale,Stephen Stills,Stephen Stills
Round the Bend,Man Alive!,studio,Stephen Stills,9/8/2005,1970–2005,Joe Vitale,Stephen Stills,Stephen Stills
Spanish Suite,Man Alive!,studio,Stephen Stills,9/8/2005,1970–2005,Joe Vitale,Stephen Stills,"Stephen Stills, Mike Finnigan, Brooks Hunnicutt"
Wounded World,Man Alive!,studio,Stephen Stills,9/8/2005,1970–2005,Joe Vitale,"Stills, Graham Nash","Stephen Stills, Dorian Holley, Mortonette Jenkins, Marlena Jeter, Graham Nash"
50/50,Right By You,studio,Stephen Stills,1984-30-07,,The Albert Brothers,"Joe Lala, Stills","Stephen Stills, Mike Finnigan, Graham Nash, John Sambarato"
Can't Let Go,Right By You,studio,Stephen Stills,1984-30-07,,The Albert Brothers,"Joe Esposito, Ali Willis","Stephen Stills, Mike Finnigan"
Flaming Heart,Right By You,studio,Stephen Stills,1984-30-07,,The Albert Brothers,Ray Arnott,Stephen Stills
Grey to Green,Right By You,studio,Stephen Stills,1984-30-07,,The Albert Brothers,"Stills, James Newton Howard","Stephen Stills, Mike Finnigan, Graham Nash"
Love Again,Right By You,studio,Stephen Stills,1984-30-07,,The Albert Brothers,Stephen Stills,"Stephen Stills, Mike Finnigan"
No Hiding Place,Right By You,studio,Stephen Stills,1984-30-07,,The Albert Brothers,"Louise Cirtain, Gladys Stacey, A. P. Carter, additional lyrics Stephen Stills","Stephen Stills, Mike Finnigan, Bernie Leadon, Herb Pedersen, Chris Hillman, Graham Nash"
No Problem,Right By You,studio,Stephen Stills,1984-30-07,,The Albert Brothers,Stephen Stills,"Stephen Stills, Mike Finnigan"
Only Love Can Break Your Heart,Right By You,studio,Stephen Stills,1984-30-07,,The Albert Brothers,"Neil Young, additional lyrics Stephen Stills","Stephen Stills, Mike Finnigan, Graham Nash"
Right by You,Right By You,studio,Stephen Stills,1984-30-07,,The Albert Brothers,Stephen Stills,Stephen Stills
Stranger,Right By You,studio,Stephen Stills,1984-30-07,,The Albert Brothers,"Stills, Christopher Stills","Stephen Stills, Mike Finnigan, Graham Nash, John Sambarato"
Black Queen,Stephen Stills,studio,Stephen Stills,1970-16-11,"January, June–July 1970","Stephen Stills, Bill Halverson",Stephen Stills,Stephen Stills
Cherokee,Stephen Stills,studio,Stephen Stills,1970-16-11,"January, June–July 1970","Stephen Stills, Bill Halverson",Stephen Stills,Stephen Stills
Church (Part of Someone),Stephen Stills,studio,Stephen Stills,1970-16-11,"January, June–July 1970","Stephen Stills, Bill Halverson",Stephen Stills,"Stephen Stills, Judith Powell, Larry Steele, Liza Strike, Tony Wilson"
