track,album,release_date,recording_period,producers,writers,vocals
Different Tongues,Illegal Stills,1976-07-05,"1974, 1975, January - February 1976","Stephen Stills, Don Gehman","Stills, Donnie Dacus",Stephen Stills
Soldier,Illegal Stills,1976-07-05,"1974, 1975, January - February 1976","Stephen Stills, Don Gehman","Donnie Dacus, Stills",Stephen Stills
Stateline Blues,Illegal Stills,1976-07-05,"1974, 1975, January - February 1976","Stephen Stills, Don Gehman",Stephen Stills,Stephen Stills
Closer to You,Illegal Stills,1976-07-05,"1974, 1975, January - February 1976","Stephen Stills, Don Gehman","Dacus, Warner Schwebke, Stills",Stephen Stills
No Me Niegas,Illegal Stills,1976-07-05,"1974, 1975, January - February 1976","Stephen Stills, Don Gehman",Stephen Stills,Stephen Stills
Ring of Love,Illegal Stills,1976-07-05,"1974, 1975, January - February 1976","Stephen Stills, Don Gehman","Dacus, Stills",Stephen Stills
Circlin',Illegal Stills,1976-07-05,"1974, 1975, January - February 1976","Stephen Stills, Don Gehman","Kenny Passarelli, Stills",Stephen Stills
You Can't Dance Alone,Thoroughfare Gap,1978-31-10,June 1978,The Albert Brothers,Stephen Stills,Stephen Stills
Thoroughfare Gap,Thoroughfare Gap,1978-31-10,June 1978,The Albert Brothers,Stephen Stills,Stephen Stills
We Will Go On,Thoroughfare Gap,1978-31-10,June 1978,The Albert Brothers,Stephen Stills,Stephen Stills
Beaucoup Yumbo,Thoroughfare Gap,1978-31-10,June 1978,The Albert Brothers,"Stills, Joe Vitale",Stephen Stills
Midnight Rider,Thoroughfare Gap,1978-31-10,June 1978,The Albert Brothers,Gregg Allman,Stephen Stills
Woman Lleva,Thoroughfare Gap,1978-31-10,June 1978,The Albert Brothers,Stephen Stills,Stephen Stills
Lowdown,Thoroughfare Gap,1978-31-10,June 1978,The Albert Brothers,Stephen Stills,Stephen Stills
Not Fade Away,Thoroughfare Gap,1978-31-10,June 1978,The Albert Brothers,"Buddy Holly, Norman Petty",Stephen Stills
Can't Get No Booty,Thoroughfare Gap,1978-31-10,June 1978,The Albert Brothers,"Danny Kortchmar, Stills",Stephen Stills
50/50,Right by You,1984-30-07,,The Albert Brothers,"Joe Lala, Stills",Stephen Stills
Stranger,Right by You,1984-30-07,,The Albert Brothers,"Stills, Christopher Stills",Stephen Stills
Flaming Heart,Right by You,1984-30-07,,The Albert Brothers,Ray Arnott,Stephen Stills
Love Again,Right by You,1984-30-07,,The Albert Brothers,Stephen Stills,Stephen Stills
Can't Let Go,Right by You,1984-30-07,,The Albert Brothers,"Joe Esposito, Ali Willis",Stephen Stills
Grey to Green,Right by You,1984-30-07,,The Albert Brothers,"Stills, James Newton Howard",Stephen Stills
Only Love Can Break Your Heart,Right by You,1984-30-07,,The Albert Brothers,"Neil Young, additional lyrics Stephen Stills",Stephen Stills
No Hiding Place,Right by You,1984-30-07,,The Albert Brothers,"Louise Cirtain, Gladys Stacey, A. P. Carter, additional lyrics Stephen Stills",Stephen Stills
Right by You,Right by You,1984-30-07,,The Albert Brothers,Stephen Stills,Stephen Stills
Isn't It So,Stills Alone,1991-11-09,,The Albert Brothers,Stephen Stills,Stephen Stills
Everybody's Talkin',Stills Alone,1991-11-09,,The Albert Brothers,Fred Neil,Stephen Stills
Just Isn't Like You,Stills Alone,1991-11-09,,The Albert Brothers,Stephen Stills,Stephen Stills
In My Life,Stills Alone,1991-11-09,,The Albert Brothers,"John Lennon, Paul McCartney",Stephen Stills
Ballad of Hollis Brown,Stills Alone,1991-11-09,,The Albert Brothers,Bob Dylan,Stephen Stills
Singin' Call,Stills Alone,1991-11-09,,The Albert Brothers,Stephen Stills,Stephen Stills
The Right Girl,Stills Alone,1991-11-09,,The Albert Brothers,Stephen Stills,Stephen Stills
Blind Fiddler Medley,Stills Alone,1991-11-09,,The Albert Brothers,Stephen Stills,Stephen Stills
Amazonia,Stills Alone,1991-11-09,,The Albert Brothers,Stephen Stills,Stephen Stills
Ain't It Always,Man Alive!,2005-09-08,1970–2005,Joe Vitale,Stephen Stills,Stephen Stills
Feed the People,Man Alive!,2005-09-08,1970–2005,Joe Vitale,Stephen Stills,Stephen Stills
Hearts Gate,Man Alive!,2005-09-08,1970–2005,Joe Vitale,Stephen Stills,Stephen Stills
Round the Bend,Man Alive!,2005-09-08,1970–2005,Joe Vitale,Stephen Stills,Stephen Stills
I Don't Get It,Man Alive!,2005-09-08,1970–2005,Joe Vitale,Stephen Stills,Stephen Stills
Around Us,Man Alive!,2005-09-08,1970–2005,Joe Vitale,"Joe Vitale, Stills",Stephen Stills
Ole Man Trouble,Man Alive!,2005-09-08,1970–2005,Joe Vitale,Booker T. Jones,Stephen Stills
Different Man,Man Alive!,2005-09-08,1970–2005,Joe Vitale,Traditional,Stephen Stills
Piece of Me,Man Alive!,2005-09-08,1970–2005,Joe Vitale,Stephen Stills,Stephen Stills
Wounded World,Man Alive!,2005-09-08,1970–2005,Joe Vitale,"Stills, Graham Nash",Stephen Stills
Drivin' Thunder,Man Alive!,2005-09-08,1970–2005,Joe Vitale,"Stills, Neil Young",Stephen Stills
Acadienne,Man Alive!,2005-09-08,1970–2005,Joe Vitale,Stephen Stills,Stephen Stills
Spanish Suite,Man Alive!,2005-09-08,1970–2005,Joe Vitale,Stephen Stills,Stephen Stills
All I Know Is What You Tell Me,"Just Roll Tape: April 26th, 1968",2007-10-07,1968,Stephen Stills,Stephen Stills,Stephen Stills
So Begins the Task ,"Just Roll Tape: April 26th, 1968",2007-10-07,1968,Stephen Stills,Stephen Stills,Stephen Stills
Change Partners ,"Just Roll Tape: April 26th, 1968",2007-10-07,1968,Stephen Stills,Stephen Stills,Stephen Stills
Know You've Got to Run  forStephen Stills 2as Know You Got to Run),"Just Roll Tape: April 26th, 1968",2007-10-07,1968,Stephen Stills,Stephen Stills,Stephen Stills
The Doctor Will See You Now,"Just Roll Tape: April 26th, 1968",2007-10-07,1968,Stephen Stills,Stephen Stills,Stephen Stills
Black Queen ,"Just Roll Tape: April 26th, 1968",2007-10-07,1968,Stephen Stills,Stephen Stills,Stephen Stills
Bumblebee (Do You Need a Place to Hide?) ,"Just Roll Tape: April 26th, 1968",2007-10-07,1968,Stephen Stills,Stephen Stills,Stephen Stills
Dreaming of Snakes,"Just Roll Tape: April 26th, 1968",2007-10-07,1968,Stephen Stills,Stephen Stills,Stephen Stills
Suite: Judy Blue Eyes ,"Just Roll Tape: April 26th, 1968",2007-10-07,1968,Stephen Stills,Stephen Stills,Stephen Stills
Helplessly Hoping ,"Just Roll Tape: April 26th, 1968",2007-10-07,1968,Stephen Stills,Stephen Stills,Stephen Stills
Wooden Ships ,"Just Roll Tape: April 26th, 1968",2007-10-07,1968,Stephen Stills,"Stills, David Crosby, Paul Kantner",Stephen Stills
Treetop Flyer ,"Just Roll Tape: April 26th, 1968",2007-10-07,1968,Stephen Stills,Stephen Stills,Stephen Stills
Handle with Care,Everybody Knows,2017-22-09,2017,,"Bob Dylan, Jeff Lynne, Tom Petty, George Harrison, Roy Orbison",Stephen Stills
River of Gold,Everybody Knows,2017-22-09,2017,,Judy Collins,Stephen Stills
Judy,Everybody Knows,2017-22-09,2017,,Stills,Stephen Stills
Everybody Knows,Everybody Knows,2017-22-09,2017,,"Leonard Cohen, Sharon Robinson",Stephen Stills
Houses,Everybody Knows,2017-22-09,2017,,Collins,Stephen Stills
Reason to Believe,Everybody Knows,2017-22-09,2017,,Tim Hardin,Stephen Stills
Girl from the North Country,Everybody Knows,2017-22-09,2017,,Dylan,Stephen Stills
Who Knows Where the Time Goes,Everybody Knows,2017-22-09,2017,,Sandy Denny,Stephen Stills
Questions,Everybody Knows,2017-22-09,2017,,Stills,Stephen Stills
A Better Life,Now,2023-19-05,2020–2022,"Graham Nash, Todd Caldwell",Graham Nash,Graham Nash
Another Broken Heart,This Path Tonight,2016-15-04,,Shane Fontayne ,Graham Nash,Graham Nash
Back Home,This Path Tonight,2016-15-04,,Shane Fontayne ,Graham Nash,Graham Nash
Barrel of Pain,Earth & Sky,1980-15-02,,Graham Nash,Graham Nash,Graham Nash
Beneath the Waves,This Path Tonight,2016-15-04,,Shane Fontayne ,Graham Nash,Graham Nash
Better Days,Songs for Beginners,1971-28-05,1970,Graham Nash,Graham Nash,Graham Nash
Blizzard of Lies,Songs for Survivors,2002-30-07,2 October 2000 – 13 October 2000,"Graham Nash, Russ Kunkel",Graham Nash,Graham Nash
Buddy's Back,Now,2023-19-05,2020–2022,"Graham Nash, Todd Caldwell",Graham Nash,Graham Nash
Chicago,Songs for Beginners,1971-28-05,1970,Graham Nash,Graham Nash,Graham Nash
Chippin' Away,Innocent Eyes,1986-27-03,,"Craig Doerge, Graham Nash",Tom Fedora,Graham Nash
Cracks in the City,This Path Tonight,2016-15-04,,Shane Fontayne ,Graham Nash,Graham Nash
Dirty Little Secret,Songs for Survivors,2002-30-07,2 October 2000 – 13 October 2000,"Graham Nash, Russ Kunkel","Russ Kunkel, Nash",Graham Nash
Don't Listen to the Rumours,Innocent Eyes,1986-27-03,,"Craig Doerge, Graham Nash",John Palermo,Graham Nash
Earth & Sky,Earth & Sky,1980-15-02,,Graham Nash,Graham Nash,Graham Nash
Encore,This Path Tonight,2016-15-04,,Shane Fontayne ,Graham Nash,Graham Nash
Fire Down Below,This Path Tonight,2016-15-04,,Shane Fontayne ,Graham Nash,Graham Nash
Follow Your Heart,Now,2023-19-05,2020–2022,"Graham Nash, Todd Caldwell",Graham Nash,Graham Nash
Glass and Steel,Innocent Eyes,1986-27-03,,"Craig Doerge, Graham Nash",Nash,Graham Nash
Golden Days,This Path Tonight,2016-15-04,,Shane Fontayne ,Graham Nash,Graham Nash
Golden Idols,Now,2023-19-05,2020–2022,"Graham Nash, Todd Caldwell",Graham Nash,Graham Nash
I Used to Be a King,Songs for Beginners,1971-28-05,1970,Graham Nash,Graham Nash,Graham Nash
I Watched It All Come Down,Now,2023-19-05,2020–2022,"Graham Nash, Todd Caldwell",Graham Nash,Graham Nash
I'll Be There for You,Songs for Survivors,2002-30-07,2 October 2000 – 13 October 2000,"Graham Nash, Russ Kunkel","Doug Ingoldsby, Nash, Joe Vitale",Graham Nash
In a Dream,Now,2023-19-05,2020–2022,"Graham Nash, Todd Caldwell",Graham Nash,Graham Nash
Innocent Eyes,Innocent Eyes,1986-27-03,,"Craig Doerge, Graham Nash",Paul Bliss,Graham Nash
It Feels Like Home,Now,2023-19-05,2020–2022,"Graham Nash, Todd Caldwell",Graham Nash,Graham Nash
It's All Right,Earth & Sky,1980-15-02,,Graham Nash,Graham Nash,Graham Nash
Keep Away from Me,Innocent Eyes,1986-27-03,,"Craig Doerge, Graham Nash",Graham Nash,Graham Nash
Liar's Nightmare,Songs for Survivors,2002-30-07,2 October 2000 – 13 October 2000,"Graham Nash, Russ Kunkel","Nash, Jean Ritchie",Graham Nash
Lost Another One,Songs for Survivors,2002-30-07,2 October 2000 – 13 October 2000,"Graham Nash, Russ Kunkel",Graham Nash,Graham Nash
Love Has Come,Earth & Sky,1980-15-02,,Graham Nash,Graham Nash,Graham Nash
Love of Mine,Now,2023-19-05,2020–2022,"Graham Nash, Todd Caldwell",Graham Nash,Graham Nash
Magical Child,Earth & Sky,1980-15-02,,Graham Nash,Graham Nash,Graham Nash
Man in the Mirror,Songs for Beginners,1971-28-05,1970,Graham Nash,Graham Nash,Graham Nash
Military Madness,Songs for Beginners,1971-28-05,1970,Graham Nash,Graham Nash,Graham Nash
Mississippi Burning,This Path Tonight,2016-15-04,,Shane Fontayne ,Graham Nash,Graham Nash
Myself at Last,This Path Tonight,2016-15-04,,Shane Fontayne ,Graham Nash,Graham Nash
Newday,Innocent Eyes,1986-27-03,,"Craig Doerge, Graham Nash","Craig Doerge, Nash",Graham Nash
Nothing in the World,Songs for Survivors,2002-30-07,2 October 2000 – 13 October 2000,"Graham Nash, Russ Kunkel",Graham Nash,Graham Nash
Out on the Island,Earth & Sky,1980-15-02,,Graham Nash,Graham Nash,Graham Nash
Pavanne,Songs for Survivors,2002-30-07,2 October 2000 – 13 October 2000,"Graham Nash, Russ Kunkel","Richard Thompson, Linda Thompson",Graham Nash
Right Now,Now,2023-19-05,2020–2022,"Graham Nash, Todd Caldwell",Graham Nash,Graham Nash
Sad Eyes,Innocent Eyes,1986-27-03,,"Craig Doerge, Graham Nash",Nash,Graham Nash
See You in Prague,Innocent Eyes,1986-27-03,,"Craig Doerge, Graham Nash","Davitt Sigerson, Richie Zito",Graham Nash
Simple Man,Songs for Beginners,1971-28-05,1970,Graham Nash,Graham Nash,Graham Nash
Skychild,Earth & Sky,1980-15-02,,Graham Nash,Graham Nash,Graham Nash
Sleep Song,Songs for Beginners,1971-28-05,1970,Graham Nash,Graham Nash,Graham Nash
Stand Up,Now,2023-19-05,2020–2022,"Graham Nash, Todd Caldwell",Graham Nash,Graham Nash
Stars & Stripes,Now,2023-19-05,2020–2022,"Graham Nash, Todd Caldwell",Graham Nash,Graham Nash
TV Guide,Earth & Sky,1980-15-02,,Graham Nash,"Nash, Joe Vitale",Graham Nash
Target,This Path Tonight,2016-15-04,,Shane Fontayne ,Graham Nash,Graham Nash
The Chelsea Hotel,Songs for Survivors,2002-30-07,2 October 2000 – 13 October 2000,"Graham Nash, Russ Kunkel",Graham Nash,Graham Nash
Theme from Pastoral,Now,2023-19-05,2020–2022,"Graham Nash, Todd Caldwell",Graham Nash,Graham Nash
There's Only One,Songs for Beginners,1971-28-05,1970,Graham Nash,Graham Nash,Graham Nash
This Path Tonight,This Path Tonight,2016-15-04,,Shane Fontayne ,Graham Nash,Graham Nash
Watch Out for the Wind,This Path Tonight,2016-15-04,,Shane Fontayne ,Graham Nash,Graham Nash
When It Comes to You,Now,2023-19-05,2020–2022,"Graham Nash, Todd Caldwell",Graham Nash,Graham Nash
Where Love Lies Tonight,Songs for Survivors,2002-30-07,2 October 2000 – 13 October 2000,"Graham Nash, Russ Kunkel","Nash, Vitale",Graham Nash
Wounded Bird,Songs for Beginners,1971-28-05,1970,Graham Nash,Graham Nash,Graham Nash
The Old Country Waltz,American Stars 'n Bars,1977-27-05,"December 13, 1974 – April 4, 1977","Neil Young, David Briggs, Elliot Mazer",Neil Young,Neil Young
Saddle Up the Palomino,American Stars 'n Bars,1977-27-05,"December 13, 1974 – April 4, 1977","Neil Young, David Briggs, Elliot Mazer",Neil Young,Neil Young
Hey Babe,American Stars 'n Bars,1977-27-05,"December 13, 1974 – April 4, 1977","Neil Young, David Briggs, Elliot Mazer",Neil Young,Neil Young
Hold Back the Tears,American Stars 'n Bars,1977-27-05,"December 13, 1974 – April 4, 1977","Neil Young, David Briggs, Elliot Mazer",Neil Young,Neil Young
Star of Bethlehem,American Stars 'n Bars,1977-27-05,"December 13, 1974 – April 4, 1977","Neil Young, David Briggs, Elliot Mazer",Neil Young,Neil Young
Will to Love,American Stars 'n Bars,1977-27-05,"December 13, 1974 – April 4, 1977","Neil Young, David Briggs, Elliot Mazer",Neil Young,Neil Young
Like a Hurricane,American Stars 'n Bars,1977-27-05,"December 13, 1974 – April 4, 1977","Neil Young, David Briggs, Elliot Mazer",Neil Young,Neil Young
Betty Lou's Got a New Pair of Shoes,Everybody's Rockin',1983-01-08,April – May 1983,"Elliot Mazer, Neil Young",Bobby Freeman,Neil Young
Rainin' in My Heart,Everybody's Rockin',1983-01-08,April – May 1983,"Elliot Mazer, Neil Young","Slim Harpo, Jerry West",Neil Young
