track,album,release_date,recording_period,producers,writers,vocals
Jesus of Rio,Crosby & Nash,2004-10-08,January–February 2004,"David Crosby, Russell Kunkel, Graham Nash","Graham Nash, Jeff Pevar",Crosby & Nash
I Surrender,Crosby & Nash,2004-10-08,January–February 2004,"David Crosby, Russell Kunkel, Graham Nash",Marc Cohn,Crosby & Nash
Luck Dragon,Crosby & Nash,2004-10-08,January–February 2004,"David Crosby, Russell Kunkel, Graham Nash","Raymond, Crosby",Crosby & Nash
On the Other Side of Town,Crosby & Nash,2004-10-08,January–February 2004,"David Crosby, Russell Kunkel, Graham Nash",Nash,Crosby & Nash
Half Your Angels,Crosby & Nash,2004-10-08,January–February 2004,"David Crosby, Russell Kunkel, Graham Nash",Nash,Crosby & Nash
They Want It All,Crosby & Nash,2004-10-08,January–February 2004,"David Crosby, Russell Kunkel, Graham Nash",Crosby,Crosby & Nash
Don't Dig Here,Crosby & Nash,2004-10-08,January–February 2004,"David Crosby, Russell Kunkel, Graham Nash","Raymond, Nash, Russ Kunkel",Crosby & Nash
Milky Way Tonight,Crosby & Nash,2004-10-08,January–February 2004,"David Crosby, Russell Kunkel, Graham Nash",Nash,Crosby & Nash
Charlie,Crosby & Nash,2004-10-08,January–February 2004,"David Crosby, Russell Kunkel, Graham Nash","Crosby, Parks",Crosby & Nash
Penguin in a Palm Tree,Crosby & Nash,2004-10-08,January–February 2004,"David Crosby, Russell Kunkel, Graham Nash",Nash,Crosby & Nash
Michael (Hedges Here),Crosby & Nash,2004-10-08,January–February 2004,"David Crosby, Russell Kunkel, Graham Nash",Nash,Crosby & Nash
Samurai,Crosby & Nash,2004-10-08,January–February 2004,"David Crosby, Russell Kunkel, Graham Nash",Crosby,Crosby & Nash
Shining on Your Dreams,Crosby & Nash,2004-10-08,January–February 2004,"David Crosby, Russell Kunkel, Graham Nash","Nash, Kunkel",Crosby & Nash
Live on (the Wall),Crosby & Nash,2004-10-08,January–February 2004,"David Crosby, Russell Kunkel, Graham Nash","Patrick Flannery, Nash, Steve Plunkett, Spencer Proffer",Crosby & Nash
anticipatory crowd,Another Stoney Evening,1998-13-01,"October 10, 1971",Stephen Barncard,Crosby & Nash,Crosby & Nash
Déjà Vu,Another Stoney Evening,1998-13-01,"October 10, 1971",Stephen Barncard,David Crosby,Crosby & Nash
Wooden Ships,Another Stoney Evening,1998-13-01,"October 10, 1971",Stephen Barncard,"Crosby, Paul Kantner, Stephen Stills",Crosby & Nash
Man in the Mirror,Another Stoney Evening,1998-13-01,"October 10, 1971",Stephen Barncard,Graham Nash,Crosby & Nash
I Used to Be A King,Another Stoney Evening,1998-13-01,"October 10, 1971",Stephen Barncard,Nash,Crosby & Nash
Traction in the Rain,Another Stoney Evening,1998-13-01,"October 10, 1971",Stephen Barncard,Crosby,Crosby & Nash
The Lee Shore,Another Stoney Evening,1998-13-01,"October 10, 1971",Stephen Barncard,Crosby,Crosby & Nash
Southbound Train,Another Stoney Evening,1998-13-01,"October 10, 1971",Stephen Barncard,Nash,Crosby & Nash
Laughing,Another Stoney Evening,1998-13-01,"October 10, 1971",Stephen Barncard,Crosby,Crosby & Nash
Triad,Another Stoney Evening,1998-13-01,"October 10, 1971",Stephen Barncard,Crosby,Crosby & Nash
Where Will I Be?,Another Stoney Evening,1998-13-01,"October 10, 1971",Stephen Barncard,Crosby,Crosby & Nash
Strangers Room,Another Stoney Evening,1998-13-01,"October 10, 1971",Stephen Barncard,Nash,Crosby & Nash
Immigration Man,Another Stoney Evening,1998-13-01,"October 10, 1971",Stephen Barncard,Nash,Crosby & Nash
Guinnevere,Another Stoney Evening,1998-13-01,"October 10, 1971",Stephen Barncard,Crosby,Crosby & Nash
Teach Your Children,Another Stoney Evening,1998-13-01,"October 10, 1971",Stephen Barncard,Nash,Crosby & Nash
