album_name,album_type,artist,album_release_date,album_duration,album_genre,album_styles,album_recording_location,album_recording_period,album_moods,album_themes,track_name,composers,genres,styles,moods,themes
Crosby & Nash,studio,Crosby & Nash,10-Aug-04,1:14:17,Pop/Rock,"Contemporary Pop/Rock, Contemporary Singer/Songwriter","Center Staging, Burbank, CA",10-Aug-04,"Earnest, Intimate, Wistful, Laid-Back/Mellow, Organic, Plaintive, Reflective, Sentimental, Amiable/Good-Natured, Bittersweet, Gentle",,Shining On Your Dreams,"Russ Kunkel, Graham Nash",,,,
Crosby & Nash,studio,Crosby & Nash,10-Aug-04,1:14:17,Pop/Rock,"Contemporary Pop/Rock, Contemporary Singer/Songwriter","Center Staging, Burbank, CA",10-Aug-04,"Earnest, Intimate, Wistful, Laid-Back/Mellow, Organic, Plaintive, Reflective, Sentimental, Amiable/Good-Natured, Bittersweet, Gentle",,How Does It Shine,David Crosby,,,,
Crosby & Nash,studio,Crosby & Nash,10-Aug-04,1:14:17,Pop/Rock,"Contemporary Pop/Rock, Contemporary Singer/Songwriter","Center Staging, Burbank, CA",10-Aug-04,"Earnest, Intimate, Wistful, Laid-Back/Mellow, Organic, Plaintive, Reflective, Sentimental, Amiable/Good-Natured, Bittersweet, Gentle",,Penguin In A Palm Tree,Graham Nash,Pop/Rock,"Adult Contemporary, Singer/Songwriter","Dreamy, Nostalgic, Sentimental",
Crosby & Nash,studio,Crosby & Nash,10-Aug-04,1:14:17,Pop/Rock,"Contemporary Pop/Rock, Contemporary Singer/Songwriter","Center Staging, Burbank, CA",10-Aug-04,"Earnest, Intimate, Wistful, Laid-Back/Mellow, Organic, Plaintive, Reflective, Sentimental, Amiable/Good-Natured, Bittersweet, Gentle",,Grace,James Raymond,Pop/Rock,Singer/Songwriter,"Calm/Peaceful, Dreamy, Sentimental",
Crosby & Nash,studio,Crosby & Nash,10-Aug-04,1:14:17,Pop/Rock,"Contemporary Pop/Rock, Contemporary Singer/Songwriter","Center Staging, Burbank, CA",10-Aug-04,"Earnest, Intimate, Wistful, Laid-Back/Mellow, Organic, Plaintive, Reflective, Sentimental, Amiable/Good-Natured, Bittersweet, Gentle",,They Want It All,David Crosby,Pop/Rock,"Adult Contemporary, Contemporary Pop/Rock, Singer/Songwriter",Lively,
Crosby & Nash,studio,Crosby & Nash,10-Aug-04,1:14:17,Pop/Rock,"Contemporary Pop/Rock, Contemporary Singer/Songwriter","Center Staging, Burbank, CA",10-Aug-04,"Earnest, Intimate, Wistful, Laid-Back/Mellow, Organic, Plaintive, Reflective, Sentimental, Amiable/Good-Natured, Bittersweet, Gentle",,Milky Way Tonight,Graham Nash,"Country, Folk, Pop/Rock","Adult Contemporary, Folk-Pop, Singer/Songwriter","Dreamy, Nostalgic, Sentimental",
Crosby & Nash,studio,Crosby & Nash,10-Aug-04,1:14:17,Pop/Rock,"Contemporary Pop/Rock, Contemporary Singer/Songwriter","Center Staging, Burbank, CA",10-Aug-04,"Earnest, Intimate, Wistful, Laid-Back/Mellow, Organic, Plaintive, Reflective, Sentimental, Amiable/Good-Natured, Bittersweet, Gentle",,Live On (The Wall),"Patrick Flannery, Graham Nash, Steve Plunkett, Spencer Proffer",,,,
Crosby & Nash,studio,Crosby & Nash,10-Aug-04,1:14:17,Pop/Rock,"Contemporary Pop/Rock, Contemporary Singer/Songwriter","Center Staging, Burbank, CA",10-Aug-04,"Earnest, Intimate, Wistful, Laid-Back/Mellow, Organic, Plaintive, Reflective, Sentimental, Amiable/Good-Natured, Bittersweet, Gentle",,Puppeteer,James Raymond,,,,
Crosby & Nash,studio,Crosby & Nash,10-Aug-04,1:14:17,Pop/Rock,"Contemporary Pop/Rock, Contemporary Singer/Songwriter","Center Staging, Burbank, CA",10-Aug-04,"Earnest, Intimate, Wistful, Laid-Back/Mellow, Organic, Plaintive, Reflective, Sentimental, Amiable/Good-Natured, Bittersweet, Gentle",,Samurai,David Crosby,"Folk, International, Pop/Rock","Folk-Pop, Singer/Songwriter","Dreamy, Nostalgic, Sentimental",
Crosby & Nash,studio,Crosby & Nash,10-Aug-04,1:14:17,Pop/Rock,"Contemporary Pop/Rock, Contemporary Singer/Songwriter","Center Staging, Burbank, CA",10-Aug-04,"Earnest, Intimate, Wistful, Laid-Back/Mellow, Organic, Plaintive, Reflective, Sentimental, Amiable/Good-Natured, Bittersweet, Gentle",,Luck Dragon,"David Crosby, James Raymond",Pop/Rock,"Adult Contemporary, Singer/Songwriter",Dreamy,
Graham Nash & David Crosby,studio,Crosby & Nash,5-Apr-72,35:40:00,Pop/Rock,"Singer/Songwriter, Soft Rock","Wally Heider III, Los Angeles, CA",1972,"Pastoral, Soothing, Poignant, Smooth, Autumnal, Gentle, Intimate, Relaxed, Summery, Sweet, Warm, Amiable/Good-Natured, Earnest, Laid-Back/Mellow, Organic, Reflective, Sentimental, Wistful, Literate","Politics/Society, Introspection, Affection/Fondness, Heartbreak, Reflection, Relationships",The Wall Song,David Crosby,"International, Pop/Rock","Contemporary Pop/Rock, Singer/Songwriter","Lively, Sentimental",
Graham Nash & David Crosby,studio,Crosby & Nash,5-Apr-72,35:40:00,Pop/Rock,"Singer/Songwriter, Soft Rock","Wally Heider III, Los Angeles, CA",1972,"Pastoral, Soothing, Poignant, Smooth, Autumnal, Gentle, Intimate, Relaxed, Summery, Sweet, Warm, Amiable/Good-Natured, Earnest, Laid-Back/Mellow, Organic, Reflective, Sentimental, Wistful, Literate","Politics/Society, Introspection, Affection/Fondness, Heartbreak, Reflection, Relationships",Southbound Train,Graham Nash,"International, Pop/Rock","Contemporary Pop/Rock, Folk-Rock, Psychedelic/Garage, Singer/Songwriter","Nostalgic, Sentimental",
Graham Nash & David Crosby,studio,Crosby & Nash,5-Apr-72,35:40:00,Pop/Rock,"Singer/Songwriter, Soft Rock","Wally Heider III, Los Angeles, CA",1972,"Pastoral, Soothing, Poignant, Smooth, Autumnal, Gentle, Intimate, Relaxed, Summery, Sweet, Warm, Amiable/Good-Natured, Earnest, Laid-Back/Mellow, Organic, Reflective, Sentimental, Wistful, Literate","Politics/Society, Introspection, Affection/Fondness, Heartbreak, Reflection, Relationships",Whole Cloth,David Crosby,"International, Pop/Rock","Contemporary Pop/Rock, Singer/Songwriter","Calm/Peaceful, Dreamy, Nostalgic, Sentimental",
Graham Nash & David Crosby,studio,Crosby & Nash,5-Apr-72,35:40:00,Pop/Rock,"Singer/Songwriter, Soft Rock","Wally Heider III, Los Angeles, CA",1972,"Pastoral, Soothing, Poignant, Smooth, Autumnal, Gentle, Intimate, Relaxed, Summery, Sweet, Warm, Amiable/Good-Natured, Earnest, Laid-Back/Mellow, Organic, Reflective, Sentimental, Wistful, Literate","Politics/Society, Introspection, Affection/Fondness, Heartbreak, Reflection, Relationships",Games,Graham Nash,"International, Pop/Rock","Contemporary Pop/Rock, Singer/Songwriter","Calm/Peaceful, Nostalgic, Sentimental",
Graham Nash & David Crosby,studio,Crosby & Nash,5-Apr-72,35:40:00,Pop/Rock,"Singer/Songwriter, Soft Rock","Wally Heider III, Los Angeles, CA",1972,"Pastoral, Soothing, Poignant, Smooth, Autumnal, Gentle, Intimate, Relaxed, Summery, Sweet, Warm, Amiable/Good-Natured, Earnest, Laid-Back/Mellow, Organic, Reflective, Sentimental, Wistful, Literate","Politics/Society, Introspection, Affection/Fondness, Heartbreak, Reflection, Relationships",Girl to Be on My Mind,Graham Nash,"International, Pop/Rock","Contemporary Pop/Rock, Singer/Songwriter","Calm/Peaceful, Dreamy, Sentimental",
Graham Nash & David Crosby,studio,Crosby & Nash,5-Apr-72,35:40:00,Pop/Rock,"Singer/Songwriter, Soft Rock","Wally Heider III, Los Angeles, CA",1972,"Pastoral, Soothing, Poignant, Smooth, Autumnal, Gentle, Intimate, Relaxed, Summery, Sweet, Warm, Amiable/Good-Natured, Earnest, Laid-Back/Mellow, Organic, Reflective, Sentimental, Wistful, Literate","Politics/Society, Introspection, Affection/Fondness, Heartbreak, Reflection, Relationships",Page 43,David Crosby,"International, Pop/Rock","Contemporary Pop/Rock, Singer/Songwriter","Calm/Peaceful, Dreamy, Sentimental",
Graham Nash & David Crosby,studio,Crosby & Nash,5-Apr-72,35:40:00,Pop/Rock,"Singer/Songwriter, Soft Rock","Wally Heider III, Los Angeles, CA",1972,"Pastoral, Soothing, Poignant, Smooth, Autumnal, Gentle, Intimate, Relaxed, Summery, Sweet, Warm, Amiable/Good-Natured, Earnest, Laid-Back/Mellow, Organic, Reflective, Sentimental, Wistful, Literate","Politics/Society, Introspection, Affection/Fondness, Heartbreak, Reflection, Relationships",Immigration Man,Graham Nash,Pop/Rock,"Folk-Rock, Psychedelic/Garage",Lively,
Graham Nash & David Crosby,studio,Crosby & Nash,5-Apr-72,35:40:00,Pop/Rock,"Singer/Songwriter, Soft Rock","Wally Heider III, Los Angeles, CA",1972,"Pastoral, Soothing, Poignant, Smooth, Autumnal, Gentle, Intimate, Relaxed, Summery, Sweet, Warm, Amiable/Good-Natured, Earnest, Laid-Back/Mellow, Organic, Reflective, Sentimental, Wistful, Literate","Politics/Society, Introspection, Affection/Fondness, Heartbreak, Reflection, Relationships",Blacknotes,Graham Nash,"International, Pop/Rock",Singer/Songwriter,"Calm/Peaceful, Dreamy, Sentimental",
Graham Nash & David Crosby,studio,Crosby & Nash,5-Apr-72,35:40:00,Pop/Rock,"Singer/Songwriter, Soft Rock","Wally Heider III, Los Angeles, CA",1972,"Pastoral, Soothing, Poignant, Smooth, Autumnal, Gentle, Intimate, Relaxed, Summery, Sweet, Warm, Amiable/Good-Natured, Earnest, Laid-Back/Mellow, Organic, Reflective, Sentimental, Wistful, Literate","Politics/Society, Introspection, Affection/Fondness, Heartbreak, Reflection, Relationships",Strangers Room,Graham Nash,"International, Pop/Rock","Contemporary Pop/Rock, Singer/Songwriter","Calm/Peaceful, Sentimental",
Graham Nash & David Crosby,studio,Crosby & Nash,5-Apr-72,35:40:00,Pop/Rock,"Singer/Songwriter, Soft Rock","Wally Heider III, Los Angeles, CA",1972,"Pastoral, Soothing, Poignant, Smooth, Autumnal, Gentle, Intimate, Relaxed, Summery, Sweet, Warm, Amiable/Good-Natured, Earnest, Laid-Back/Mellow, Organic, Reflective, Sentimental, Wistful, Literate","Politics/Society, Introspection, Affection/Fondness, Heartbreak, Reflection, Relationships",Where Will I Be?,David Crosby,"International, Pop/Rock","Contemporary Pop/Rock, Folk-Rock, Psychedelic/Garage, Singer/Songwriter","Calm/Peaceful, Nostalgic, Sentimental",
Graham Nash & David Crosby,studio,Crosby & Nash,5-Apr-72,35:40:00,Pop/Rock,"Singer/Songwriter, Soft Rock","Wally Heider III, Los Angeles, CA",1972,"Pastoral, Soothing, Poignant, Smooth, Autumnal, Gentle, Intimate, Relaxed, Summery, Sweet, Warm, Amiable/Good-Natured, Earnest, Laid-Back/Mellow, Organic, Reflective, Sentimental, Wistful, Literate","Politics/Society, Introspection, Affection/Fondness, Heartbreak, Reflection, Relationships",Frozen Smiles,Graham Nash,"International, Pop/Rock","Contemporary Pop/Rock, Folk-Rock, Psychedelic/Garage, Singer/Songwriter",Lively,
Live,live,Crosby & Nash,"November, 1977",51:36:00,Pop/Rock,"Singer/Songwriter, Album Rock, Soft Rock"," Anaheim, CA Blossom Music Festival, Akron O Garden State Art Center, Homdel ","September 7, 1975 - September 11, 1976","Amiable/Good-Natured, Earnest, Gentle, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Sentimental, Wistful","Daydreaming, Dinner Ambiance, Homecoming",Page 43,David Crosby,Pop/Rock,"Folk-Rock, Psychedelic/Garage","Sentimental, Yearning",
Live,live,Crosby & Nash,"November, 1977",51:36:00,Pop/Rock,"Singer/Songwriter, Album Rock, Soft Rock"," Anaheim, CA Blossom Music Festival, Akron O Garden State Art Center, Homdel ","September 7, 1975 - September 11, 1976","Amiable/Good-Natured, Earnest, Gentle, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Sentimental, Wistful","Daydreaming, Dinner Ambiance, Homecoming",Simple Man,"M. Black, P. Carpenter, Joe Hicks, J. More, Graham Nash, Bobby Womack",Pop/Rock,"Folk-Rock, Psychedelic/Garage","Laid-Back/Mellow, Yearning",In Love
Live,live,Crosby & Nash,"November, 1977",51:36:00,Pop/Rock,"Singer/Songwriter, Album Rock, Soft Rock"," Anaheim, CA Blossom Music Festival, Akron O Garden State Art Center, Homdel ","September 7, 1975 - September 11, 1976","Amiable/Good-Natured, Earnest, Gentle, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Sentimental, Wistful","Daydreaming, Dinner Ambiance, Homecoming",Foolish Man,David Crosby,Pop/Rock,"Folk-Rock, Psychedelic/Garage",,
Live,live,Crosby & Nash,"November, 1977",51:36:00,Pop/Rock,"Singer/Songwriter, Album Rock, Soft Rock"," Anaheim, CA Blossom Music Festival, Akron O Garden State Art Center, Homdel ","September 7, 1975 - September 11, 1976","Amiable/Good-Natured, Earnest, Gentle, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Sentimental, Wistful","Daydreaming, Dinner Ambiance, Homecoming",Lee Shore,David Crosby,Pop/Rock,"Folk-Rock, Psychedelic/Garage",Yearning,
Live,live,Crosby & Nash,"November, 1977",51:36:00,Pop/Rock,"Singer/Songwriter, Album Rock, Soft Rock"," Anaheim, CA Blossom Music Festival, Akron O Garden State Art Center, Homdel ","September 7, 1975 - September 11, 1976","Amiable/Good-Natured, Earnest, Gentle, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Sentimental, Wistful","Daydreaming, Dinner Ambiance, Homecoming",Déjà Vu,David Crosby,Pop/Rock,"Singer/Songwriter, Soft Rock, Contemporary Pop/Rock, Folk-Rock, Psychedelic/Garage, Album Rock","Laid-Back/Mellow, Organic, Reflective, Searching, Soothing, Sweet, Warm, Wistful, Light, Bright, Yearning","Comfort, Day Driving, Hanging Out, Introspection, Reflection, Relaxation, Reminiscing, Celebration"
Live,live,Crosby & Nash,"November, 1977",51:36:00,Pop/Rock,"Singer/Songwriter, Album Rock, Soft Rock"," Anaheim, CA Blossom Music Festival, Akron O Garden State Art Center, Homdel ","September 7, 1975 - September 11, 1976","Amiable/Good-Natured, Earnest, Gentle, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Sentimental, Wistful","Daydreaming, Dinner Ambiance, Homecoming",Mama Lion,David Crosby,Pop/Rock,"Album Rock, Folk-Rock, Psychedelic/Garage, Singer/Songwriter, Soft Rock",Organic,
Live,live,Crosby & Nash,"November, 1977",51:36:00,Pop/Rock,"Singer/Songwriter, Album Rock, Soft Rock"," Anaheim, CA Blossom Music Festival, Akron O Garden State Art Center, Homdel ","September 7, 1975 - September 11, 1976","Amiable/Good-Natured, Earnest, Gentle, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Sentimental, Wistful","Daydreaming, Dinner Ambiance, Homecoming",King of the Mountain,David Crosby,,,,
Live,live,Crosby & Nash,"November, 1977",51:36:00,Pop/Rock,"Singer/Songwriter, Album Rock, Soft Rock"," Anaheim, CA Blossom Music Festival, Akron O Garden State Art Center, Homdel ","September 7, 1975 - September 11, 1976","Amiable/Good-Natured, Earnest, Gentle, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Sentimental, Wistful","Daydreaming, Dinner Ambiance, Homecoming",Bittersweet,David Crosby,Pop/Rock,"Album Rock, Singer/Songwriter, Soft Rock, Folk-Rock, Psychedelic/Garage",Organic,
Live,live,Crosby & Nash,"November, 1977",51:36:00,Pop/Rock,"Singer/Songwriter, Album Rock, Soft Rock"," Anaheim, CA Blossom Music Festival, Akron O Garden State Art Center, Homdel ","September 7, 1975 - September 11, 1976","Amiable/Good-Natured, Earnest, Gentle, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Sentimental, Wistful","Daydreaming, Dinner Ambiance, Homecoming",Fieldworker,Graham Nash,Pop/Rock,"Album Rock, Singer/Songwriter, Soft Rock, Folk-Rock, Psychedelic/Garage","Organic, Rebellious",
Live,live,Crosby & Nash,"November, 1977",51:36:00,Pop/Rock,"Singer/Songwriter, Album Rock, Soft Rock"," Anaheim, CA Blossom Music Festival, Akron O Garden State Art Center, Homdel ","September 7, 1975 - September 11, 1976","Amiable/Good-Natured, Earnest, Gentle, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Sentimental, Wistful","Daydreaming, Dinner Ambiance, Homecoming",I Used to Be a King,Graham Nash,Pop/Rock,"Folk-Rock, Psychedelic/Garage",Sentimental,
Live,live,Crosby & Nash,"November, 1977",51:36:00,Pop/Rock,"Singer/Songwriter, Album Rock, Soft Rock"," Anaheim, CA Blossom Music Festival, Akron O Garden State Art Center, Homdel ","September 7, 1975 - September 11, 1976","Amiable/Good-Natured, Earnest, Gentle, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Sentimental, Wistful","Daydreaming, Dinner Ambiance, Homecoming",Immigration Man,Graham Nash,Pop/Rock,"Folk-Rock, Psychedelic/Garage",,
Whistling Down the Wire,studio,Crosby & Nash,"June, 1976",36:36:00,Pop/Rock,"Singer/Songwriter, Album Rock, Soft Rock","Sound Labs, LA, CA & Rudy Recor",,"Amiable/Good-Natured, Earnest, Gentle, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Sentimental, Wistful","Daydreaming, Dinner Ambiance, Homecoming",Dancer,David Crosby,,,,
Whistling Down the Wire,studio,Crosby & Nash,"June, 1976",36:36:00,Pop/Rock,"Singer/Songwriter, Album Rock, Soft Rock","Sound Labs, LA, CA & Rudy Recor",,"Amiable/Good-Natured, Earnest, Gentle, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Sentimental, Wistful","Daydreaming, Dinner Ambiance, Homecoming",Broken Bird,"David Crosby, Graham Nash",,,,
Whistling Down the Wire,studio,Crosby & Nash,"June, 1976",36:36:00,Pop/Rock,"Singer/Songwriter, Album Rock, Soft Rock","Sound Labs, LA, CA & Rudy Recor",,"Amiable/Good-Natured, Earnest, Gentle, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Sentimental, Wistful","Daydreaming, Dinner Ambiance, Homecoming",Spotlight,"Danny Kortchmar, Graham Nash",,,,
Whistling Down the Wire,studio,Crosby & Nash,"June, 1976",36:36:00,Pop/Rock,"Singer/Songwriter, Album Rock, Soft Rock","Sound Labs, LA, CA & Rudy Recor",,"Amiable/Good-Natured, Earnest, Gentle, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Sentimental, Wistful","Daydreaming, Dinner Ambiance, Homecoming",Foolish Man,David Crosby,,,,
Whistling Down the Wire,studio,Crosby & Nash,"June, 1976",36:36:00,Pop/Rock,"Singer/Songwriter, Album Rock, Soft Rock","Sound Labs, LA, CA & Rudy Recor",,"Amiable/Good-Natured, Earnest, Gentle, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Sentimental, Wistful","Daydreaming, Dinner Ambiance, Homecoming",J.B.'s Blues,Graham Nash,,,,
Whistling Down the Wire,studio,Crosby & Nash,"June, 1976",36:36:00,Pop/Rock,"Singer/Songwriter, Album Rock, Soft Rock","Sound Labs, LA, CA & Rudy Recor",,"Amiable/Good-Natured, Earnest, Gentle, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Sentimental, Wistful","Daydreaming, Dinner Ambiance, Homecoming",Out of the Darkness,"David Crosby, Craig Doerge, Graham Nash",,,,
Whistling Down the Wire,studio,Crosby & Nash,"June, 1976",36:36:00,Pop/Rock,"Singer/Songwriter, Album Rock, Soft Rock","Sound Labs, LA, CA & Rudy Recor",,"Amiable/Good-Natured, Earnest, Gentle, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Sentimental, Wistful","Daydreaming, Dinner Ambiance, Homecoming",Marguerita,Graham Nash,,,,
Whistling Down the Wire,studio,Crosby & Nash,"June, 1976",36:36:00,Pop/Rock,"Singer/Songwriter, Album Rock, Soft Rock","Sound Labs, LA, CA & Rudy Recor",,"Amiable/Good-Natured, Earnest, Gentle, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Sentimental, Wistful","Daydreaming, Dinner Ambiance, Homecoming",Taken at All,"David Crosby, Graham Nash",,,,
Whistling Down the Wire,studio,Crosby & Nash,"June, 1976",36:36:00,Pop/Rock,"Singer/Songwriter, Album Rock, Soft Rock","Sound Labs, LA, CA & Rudy Recor",,"Amiable/Good-Natured, Earnest, Gentle, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Sentimental, Wistful","Daydreaming, Dinner Ambiance, Homecoming",Mutiny,Graham Nash,R&B,Funk,,
Whistling Down the Wire,studio,Crosby & Nash,"June, 1976",36:36:00,Pop/Rock,"Singer/Songwriter, Album Rock, Soft Rock","Sound Labs, LA, CA & Rudy Recor",,"Amiable/Good-Natured, Earnest, Gentle, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Sentimental, Wistful","Daydreaming, Dinner Ambiance, Homecoming",Time After Time,David Crosby,,,,
Wind on the Water,studio,Crosby & Nash,15-Sep-75,40:57:00,Pop/Rock,"Singer/Songwriter, Soft Rock, Contemporary Pop/Rock",,,"Amiable/Good-Natured, Earnest, Gentle, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Sentimental, Wistful","Daydreaming, Dinner Ambiance, Homecoming",Mama Lion,David Crosby,Pop/Rock,"Album Rock, Folk-Rock, Psychedelic/Garage, Singer/Songwriter, Soft Rock",Organic,
Wind on the Water,studio,Crosby & Nash,15-Sep-75,40:57:00,Pop/Rock,"Singer/Songwriter, Soft Rock, Contemporary Pop/Rock",,,"Amiable/Good-Natured, Earnest, Gentle, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Sentimental, Wistful","Daydreaming, Dinner Ambiance, Homecoming",To The Last Whale: Critical Mass/Wind On The Water,"David Crosby, Graham Nash",Pop/Rock,"Album Rock, Folk-Rock, Psychedelic/Garage, Singer/Songwriter, Soft Rock",Organic,
Wind on the Water,studio,Crosby & Nash,15-Sep-75,40:57:00,Pop/Rock,"Singer/Songwriter, Soft Rock, Contemporary Pop/Rock",,,"Amiable/Good-Natured, Earnest, Gentle, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Sentimental, Wistful","Daydreaming, Dinner Ambiance, Homecoming",Low Down Payment,David Crosby,Pop/Rock,"Album Rock, Folk-Rock, Psychedelic/Garage, Singer/Songwriter, Soft Rock",Organic,
Wind on the Water,studio,Crosby & Nash,15-Sep-75,40:57:00,Pop/Rock,"Singer/Songwriter, Soft Rock, Contemporary Pop/Rock",,,"Amiable/Good-Natured, Earnest, Gentle, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Sentimental, Wistful","Daydreaming, Dinner Ambiance, Homecoming",Take the Money and Run,Graham Nash,,"Album Rock, Contemporary Pop/Rock","Brooding, Elegant",
Wind on the Water,studio,Crosby & Nash,15-Sep-75,40:57:00,Pop/Rock,"Singer/Songwriter, Soft Rock, Contemporary Pop/Rock",,,"Amiable/Good-Natured, Earnest, Gentle, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Sentimental, Wistful","Daydreaming, Dinner Ambiance, Homecoming",Cowboy of Dreams,Graham Nash,Pop/Rock,"Album Rock, Folk-Rock, Psychedelic/Garage, Singer/Songwriter, Soft Rock",Organic,
