album_name,album_type,artist,album_release_date,album_duration,album_genre,album_styles,album_recording_location,album_recording_period,album_moods,album_themes,track_name,composers,genres,styles,moods,themes
After the Gold Rush,studio,Neil Young,31-Aug-70,33:41:00,Pop/Rock,"Album Rock, Country-Rock, Singer/Songwriter, Contemporary Pop/Rock",,"August, 1969 - January, 1970","Intimate, Wistful, Calm/Peaceful, Laid-Back/Mellow, Organic, Plaintive, Poignant, Reflective, Relaxed, Soothing, Yearning, Autumnal, Bittersweet, Gentle","Autumn, Introspection, Reflection",I Believe in You,Neil Young,Pop/Rock,"Album Rock, Contemporary Pop/Rock, Psychedelic/Garage, Singer/Songwriter, Folk-Rock, Soft Rock, Adult Contemporary","Bittersweet, Gentle, Intimate, Laid-Back/Mellow, Poignant, Relaxed, Searching, Sweet, Warm, Wistful, Dreamy, Yearning","Affection/Fondness, Comfort, In Love, Rainy Day, Slow Dance"
After the Gold Rush,studio,Neil Young,31-Aug-70,33:41:00,Pop/Rock,"Album Rock, Country-Rock, Singer/Songwriter, Contemporary Pop/Rock",,"August, 1969 - January, 1970","Intimate, Wistful, Calm/Peaceful, Laid-Back/Mellow, Organic, Plaintive, Poignant, Reflective, Relaxed, Soothing, Yearning, Autumnal, Bittersweet, Gentle","Autumn, Introspection, Reflection",Don't Let It Bring You Down,Neil Young,Pop/Rock,"Country-Rock, Singer/Songwriter, Album Rock, Folk-Rock, Psychedelic/Garage","Bittersweet, Earnest, Laid-Back/Mellow, Poignant, Relaxed, Searching, Soothing, Wistful, Yearning, Warm, Intimate, Literate, Reflective, Rustic, Sentimental, Weary, Earthy, Melancholy, Plaintive, Autumnal","Comfort, Day Driving, Feeling Blue, Heartache, Introspection, Late Night, Reflection, Reminiscing, Solitude, Sunday Afternoon, The Great Outdoors"
After the Gold Rush,studio,Neil Young,31-Aug-70,33:41:00,Pop/Rock,"Album Rock, Country-Rock, Singer/Songwriter, Contemporary Pop/Rock",,"August, 1969 - January, 1970","Intimate, Wistful, Calm/Peaceful, Laid-Back/Mellow, Organic, Plaintive, Poignant, Reflective, Relaxed, Soothing, Yearning, Autumnal, Bittersweet, Gentle","Autumn, Introspection, Reflection",Only Love Can Break Your Heart,Neil Young,Pop/Rock,"Album Rock, Singer/Songwriter, Country-Rock, Soft Rock, Folk-Rock, Heartland Rock, Psychedelic/Garage","Intimate, Bittersweet, Delicate, Melancholy, Poignant, Wistful, Calm/Peaceful, Gentle, Reflective, Carefree, Dreamy, Laid-Back/Mellow, Optimistic, Soothing","Heartache, Introspection, Comfort, Feeling Blue, Rainy Day, Reflection, Solitude, Breakup, In Love, Motivation, Sunday Afternoon"
After the Gold Rush,studio,Neil Young,31-Aug-70,33:41:00,Pop/Rock,"Album Rock, Country-Rock, Singer/Songwriter, Contemporary Pop/Rock",,"August, 1969 - January, 1970","Intimate, Wistful, Calm/Peaceful, Laid-Back/Mellow, Organic, Plaintive, Poignant, Reflective, Relaxed, Soothing, Yearning, Autumnal, Bittersweet, Gentle","Autumn, Introspection, Reflection",Tell Me Why,Neil Young,Pop/Rock,"Folk-Rock, Singer/Songwriter, Album Rock, Psychedelic/Garage, Adult Contemporary","Bittersweet, Calm/Peaceful, Earnest, Gentle, Intimate, Laid-Back/Mellow, Poignant, Reflective, Relaxed, Searching, Soothing, Warm, Wistful, Yearning, Literate, Melancholy, Sentimental, Weary, Plaintive, Dreamy","Comfort, Feeling Blue, Heartache, Introspection, Late Night, Reflection, Reminiscing, Solitude, In Love, Motivation"
After the Gold Rush,studio,Neil Young,31-Aug-70,33:41:00,Pop/Rock,"Album Rock, Country-Rock, Singer/Songwriter, Contemporary Pop/Rock",,"August, 1969 - January, 1970","Intimate, Wistful, Calm/Peaceful, Laid-Back/Mellow, Organic, Plaintive, Poignant, Reflective, Relaxed, Soothing, Yearning, Autumnal, Bittersweet, Gentle","Autumn, Introspection, Reflection",Till the Morning Comes,Neil Young,Pop/Rock,"Folk-Rock, Singer/Songwriter, Album Rock, Contemporary Pop/Rock, Psychedelic/Garage, Soft Rock, Adult Contemporary","Calm/Peaceful, Laid-Back/Mellow, Light, Reflective, Relaxed, Smooth, Soft/Quiet, Soothing, Carefree, Cheerful, Yearning","Comfort, Feeling Blue, Heartache, Introspection, Late Night, Reflection, Solitude, Motivation"
After the Gold Rush,studio,Neil Young,31-Aug-70,33:41:00,Pop/Rock,"Album Rock, Country-Rock, Singer/Songwriter, Contemporary Pop/Rock",,"August, 1969 - January, 1970","Intimate, Wistful, Calm/Peaceful, Laid-Back/Mellow, Organic, Plaintive, Poignant, Reflective, Relaxed, Soothing, Yearning, Autumnal, Bittersweet, Gentle","Autumn, Introspection, Reflection",After the Gold Rush,Neil Young,Pop/Rock,"Folk-Rock, Singer/Songwriter, Album Rock, Psychedelic/Garage, Adult Contemporary","Autumnal, Bittersweet, Eerie, Intimate, Melancholy, Plaintive, Poignant, Reflective, Relaxed, Sad, Searching, Wistful, Yearning, Dreamy","Feeling Blue, Heartache, Introspection, Late Night, Long Walk, Loss/Grief, Rainy Day, Reflection, Regret, Reminiscing, Solitude, Stay in Bed"
After the Gold Rush,studio,Neil Young,31-Aug-70,33:41:00,Pop/Rock,"Album Rock, Country-Rock, Singer/Songwriter, Contemporary Pop/Rock",,"August, 1969 - January, 1970","Intimate, Wistful, Calm/Peaceful, Laid-Back/Mellow, Organic, Plaintive, Poignant, Reflective, Relaxed, Soothing, Yearning, Autumnal, Bittersweet, Gentle","Autumn, Introspection, Reflection",Cripple Creek Ferry,Neil Young,"Pop/Rock, Folk","Country-Rock, Singer/Songwriter, Album Rock, Adult Contemporary, Sea Shanties, Folk-Rock","Calm/Peaceful, Gentle, Laid-Back/Mellow, Light, Reflective, Relaxed, Smooth, Soft/Quiet, Soothing, Sweet, Warm, Carefree, Cheerful, Dreamy","Comfort, Introspection, Late Night, Rainy Day, Reflection, Sunday Afternoon, The Great Outdoors"
After the Gold Rush,studio,Neil Young,31-Aug-70,33:41:00,Pop/Rock,"Album Rock, Country-Rock, Singer/Songwriter, Contemporary Pop/Rock",,"August, 1969 - January, 1970","Intimate, Wistful, Calm/Peaceful, Laid-Back/Mellow, Organic, Plaintive, Poignant, Reflective, Relaxed, Soothing, Yearning, Autumnal, Bittersweet, Gentle","Autumn, Introspection, Reflection",Oh Lonesome Me,Don Gibson,"Pop/Rock, Country, International","Country-Rock, Album Rock, Singer/Songwriter, Adult Contemporary, Folk-Rock","Bittersweet, Calm/Peaceful, Earnest, Laid-Back/Mellow, Melancholy, Poignant, Reflective, Relaxed, Searching, Wistful, Yearning, Dreamy, Intimate","Comfort, Feeling Blue, Heartache, Introspection, Late Night, Rainy Day, Reflection, Regret, Solitude, In Love, Jealousy"
After the Gold Rush,studio,Neil Young,31-Aug-70,33:41:00,Pop/Rock,"Album Rock, Country-Rock, Singer/Songwriter, Contemporary Pop/Rock",,"August, 1969 - January, 1970","Intimate, Wistful, Calm/Peaceful, Laid-Back/Mellow, Organic, Plaintive, Poignant, Reflective, Relaxed, Soothing, Yearning, Autumnal, Bittersweet, Gentle","Autumn, Introspection, Reflection",Birds,Neil Young,Pop/Rock,"Singer/Songwriter, Album Rock, Country-Rock, Folk-Rock","Bittersweet, Calm/Peaceful, Delicate, Earnest, Intimate, Laid-Back/Mellow, Melancholy, Plaintive, Poignant, Precious, Reflective, Relaxed, Soothing, Wistful, Yearning, Dreamy, Sad","Comfort, Feeling Blue, Heartache, Introspection, Late Night, Reflection, Solitude, Loss/Grief"
After the Gold Rush,studio,Neil Young,31-Aug-70,33:41:00,Pop/Rock,"Album Rock, Country-Rock, Singer/Songwriter, Contemporary Pop/Rock",,"August, 1969 - January, 1970","Intimate, Wistful, Calm/Peaceful, Laid-Back/Mellow, Organic, Plaintive, Poignant, Reflective, Relaxed, Soothing, Yearning, Autumnal, Bittersweet, Gentle","Autumn, Introspection, Reflection",Southern Man,Neil Young,Pop/Rock,"Singer/Songwriter, Album Rock, Hard Rock, Contemporary Pop/Rock, Folk-Rock","Angry, Confrontational, Cynical/Sarcastic, Fiery, Freewheeling, Hostile, Outraged, Provocative, Rebellious, Rousing, Searching, Urgent, Visceral, Lively, Yearning","Late Night, Night Driving, Road Trip, Politics/Society"
After the Gold Rush,studio,Neil Young,31-Aug-70,33:41:00,Pop/Rock,"Album Rock, Country-Rock, Singer/Songwriter, Contemporary Pop/Rock",,"August, 1969 - January, 1970","Intimate, Wistful, Calm/Peaceful, Laid-Back/Mellow, Organic, Plaintive, Poignant, Reflective, Relaxed, Soothing, Yearning, Autumnal, Bittersweet, Gentle","Autumn, Introspection, Reflection","When You Dance, I Can Really Love",Neil Young,,American Trad Rock,,
Before and After,live,Neil Young,8-Dec-23,47:49:00,Pop/Rock,Contemporary Singer/Songwriter,,,"Earnest, Gentle, Intimate, Melancholy, Poignant, Reflective, Soft/Quiet, Warm, Delicate, Laid-Back/Mellow, Literate, Organic, Wistful","Comfort, Heartache, Reflection, Feeling Blue, Introspection, Rainy Day, Healing/Comfort, Stay in Bed, Relaxation, Yearning",My Heart,Neil Young,,,,
Before and After,live,Neil Young,8-Dec-23,47:49:00,Pop/Rock,Contemporary Singer/Songwriter,,,"Earnest, Gentle, Intimate, Melancholy, Poignant, Reflective, Soft/Quiet, Warm, Delicate, Laid-Back/Mellow, Literate, Organic, Wistful","Comfort, Heartache, Reflection, Feeling Blue, Introspection, Rainy Day, Healing/Comfort, Stay in Bed, Relaxation, Yearning",I'm the Ocean,Neil Young,Pop/Rock,"Album Rock, American Trad Rock, Country-Rock, Hard Rock, Singer/Songwriter, Southern Rock","Gritty, Sentimental, Bittersweet, Earthy, Gutsy, Insular, Melancholy, Messy, Organic, Poignant, Ramshackle, Reflective, Rollicking, Searching, Weary, Wistful, Yearning","Drinking, Feeling Blue, Heartache, Introspection, Reflection, Regret, In Love"
Before and After,live,Neil Young,8-Dec-23,47:49:00,Pop/Rock,Contemporary Singer/Songwriter,,,"Earnest, Gentle, Intimate, Melancholy, Poignant, Reflective, Soft/Quiet, Warm, Delicate, Laid-Back/Mellow, Literate, Organic, Wistful","Comfort, Heartache, Reflection, Feeling Blue, Introspection, Rainy Day, Healing/Comfort, Stay in Bed, Relaxation, Yearning",Burned,Neil Young,Pop/Rock,"Contemporary Pop/Rock, Folk-Rock, Rock & Roll, Singer/Songwriter, Psychedelic/Garage","Bitter, Bittersweet, Freewheeling, Lively, Melancholy, Reflective, Rollicking, Rousing, Searching, Summery, Trippy, Wistful, Yearning","Breakup, Feeling Blue, Reflection, Regret, Summer"
Before and After,live,Neil Young,8-Dec-23,47:49:00,Pop/Rock,Contemporary Singer/Songwriter,,,"Earnest, Gentle, Intimate, Melancholy, Poignant, Reflective, Soft/Quiet, Warm, Delicate, Laid-Back/Mellow, Literate, Organic, Wistful","Comfort, Heartache, Reflection, Feeling Blue, Introspection, Rainy Day, Healing/Comfort, Stay in Bed, Relaxation, Yearning",Homefires,Neil Young,,,,
Before and After,live,Neil Young,8-Dec-23,47:49:00,Pop/Rock,Contemporary Singer/Songwriter,,,"Earnest, Gentle, Intimate, Melancholy, Poignant, Reflective, Soft/Quiet, Warm, Delicate, Laid-Back/Mellow, Literate, Organic, Wistful","Comfort, Heartache, Reflection, Feeling Blue, Introspection, Rainy Day, Healing/Comfort, Stay in Bed, Relaxation, Yearning",On the Way Home,Neil Young,Pop/Rock,"Album Rock, Singer/Songwriter, Folk-Rock, Psychedelic/Garage","Bittersweet, Reflective, Searching, Warm, Earnest, Wistful, Intimate, Literate, Melancholy, Sentimental, Weary, Plaintive, Sweet, Yearning, Poignant, Autumnal","Introspection, Reflection, Regret, Reminiscing"
Before and After,live,Neil Young,8-Dec-23,47:49:00,Pop/Rock,Contemporary Singer/Songwriter,,,"Earnest, Gentle, Intimate, Melancholy, Poignant, Reflective, Soft/Quiet, Warm, Delicate, Laid-Back/Mellow, Literate, Organic, Wistful","Comfort, Heartache, Reflection, Feeling Blue, Introspection, Rainy Day, Healing/Comfort, Stay in Bed, Relaxation, Yearning",A Dream That Can Last,Neil Young,,,,
Before and After,live,Neil Young,8-Dec-23,47:49:00,Pop/Rock,Contemporary Singer/Songwriter,,,"Earnest, Gentle, Intimate, Melancholy, Poignant, Reflective, Soft/Quiet, Warm, Delicate, Laid-Back/Mellow, Literate, Organic, Wistful","Comfort, Heartache, Reflection, Feeling Blue, Introspection, Rainy Day, Healing/Comfort, Stay in Bed, Relaxation, Yearning",Mother Earth,Neil Young,,,,
Before and After,live,Neil Young,8-Dec-23,47:49:00,Pop/Rock,Contemporary Singer/Songwriter,,,"Earnest, Gentle, Intimate, Melancholy, Poignant, Reflective, Soft/Quiet, Warm, Delicate, Laid-Back/Mellow, Literate, Organic, Wistful","Comfort, Heartache, Reflection, Feeling Blue, Introspection, Rainy Day, Healing/Comfort, Stay in Bed, Relaxation, Yearning",Mr. Soul,Neil Young,"Pop/Rock, International","Folk-Rock, Psychedelic/Garage, Singer/Songwriter, Contemporary Pop/Rock, Adult Contemporary","Dramatic, Druggy, Eccentric, Eerie, Ethereal, Freewheeling, Hypnotic, Intense, Melancholy, Menacing, Nocturnal, Ominous, Quirky, Rollicking, Rousing, Searching, Trippy, Gloomy, Lively, Sad, Yearning","Feeling Blue, Introspection, Late Night, Night Driving, Scary Music"
Before and After,live,Neil Young,8-Dec-23,47:49:00,Pop/Rock,Contemporary Singer/Songwriter,,,"Earnest, Gentle, Intimate, Melancholy, Poignant, Reflective, Soft/Quiet, Warm, Delicate, Laid-Back/Mellow, Literate, Organic, Wistful","Comfort, Heartache, Reflection, Feeling Blue, Introspection, Rainy Day, Healing/Comfort, Stay in Bed, Relaxation, Yearning",If You Got Love,Neil Young,,,,
Before and After,live,Neil Young,8-Dec-23,47:49:00,Pop/Rock,Contemporary Singer/Songwriter,,,"Earnest, Gentle, Intimate, Melancholy, Poignant, Reflective, Soft/Quiet, Warm, Delicate, Laid-Back/Mellow, Literate, Organic, Wistful","Comfort, Heartache, Reflection, Feeling Blue, Introspection, Rainy Day, Healing/Comfort, Stay in Bed, Relaxation, Yearning",Comes a Time,Neil Young,Pop/Rock,"Album Rock, Country-Rock, Singer/Songwriter, Soft Rock","Calm/Peaceful, Gentle, Laid-Back/Mellow, Light, Lively, Poignant, Reflective, Relaxed, Soft/Quiet, Soothing, Springlike, Summery, Sweet, Warm","At the Office, Comfort, Day Driving, Hanging Out, Relaxation, Sunday Afternoon, The Great Outdoors"
Before and After,live,Neil Young,8-Dec-23,47:49:00,Pop/Rock,Contemporary Singer/Songwriter,,,"Earnest, Gentle, Intimate, Melancholy, Poignant, Reflective, Soft/Quiet, Warm, Delicate, Laid-Back/Mellow, Literate, Organic, Wistful","Comfort, Heartache, Reflection, Feeling Blue, Introspection, Rainy Day, Healing/Comfort, Stay in Bed, Relaxation, Yearning",When I Hold You in My Arms,"Frank Sampedro, Neil Young",,,,
Before and After,live,Neil Young,8-Dec-23,47:49:00,Pop/Rock,Contemporary Singer/Songwriter,,,"Earnest, Gentle, Intimate, Melancholy, Poignant, Reflective, Soft/Quiet, Warm, Delicate, Laid-Back/Mellow, Literate, Organic, Wistful","Comfort, Heartache, Reflection, Feeling Blue, Introspection, Rainy Day, Healing/Comfort, Stay in Bed, Relaxation, Yearning",Birds,Neil Young,Pop/Rock,"Singer/Songwriter, Album Rock, Country-Rock, Folk-Rock","Bittersweet, Calm/Peaceful, Delicate, Earnest, Intimate, Laid-Back/Mellow, Melancholy, Plaintive, Poignant, Precious, Reflective, Relaxed, Soothing, Wistful, Yearning, Dreamy, Sad","Comfort, Feeling Blue, Heartache, Introspection, Late Night, Reflection, Solitude, Loss/Grief"
Before and After,live,Neil Young,8-Dec-23,47:49:00,Pop/Rock,Contemporary Singer/Songwriter,,,"Earnest, Gentle, Intimate, Melancholy, Poignant, Reflective, Soft/Quiet, Warm, Delicate, Laid-Back/Mellow, Literate, Organic, Wistful","Comfort, Heartache, Reflection, Feeling Blue, Introspection, Rainy Day, Healing/Comfort, Stay in Bed, Relaxation, Yearning",Don't Forget Love,Neil Young,,,,
Chrome Dreams II,studio,Neil Young,23-Oct-07,1:06:13,Pop/Rock,"Album Rock, Country-Rock, Hard Rock",Feelgood's Garage,,"Autumnal, Bittersweet, Freewheeling, Messy, Poignant, Reflective, Rousing, Urgent, Warm, Wistful, Yearning","Autumn, Rainy Day, Reflection",No Hidden Path,Neil Young,Pop/Rock,"Singer/Songwriter, Country-Rock, Album Rock, Heartland Rock, Jam Bands","Fierce, Passionate, Gritty, Raucous, Crunchy, Dramatic, Gutsy, Searching, Self-Conscious, Street-Smart, Uncompromising, Knotty, Swaggering, Literate, Urgent, Messy","Empowerment, Freedom, Maverick, The Great Outdoors"
Chrome Dreams II,studio,Neil Young,23-Oct-07,1:06:13,Pop/Rock,"Album Rock, Country-Rock, Hard Rock",Feelgood's Garage,,"Autumnal, Bittersweet, Freewheeling, Messy, Poignant, Reflective, Rousing, Urgent, Warm, Wistful, Yearning","Autumn, Rainy Day, Reflection",Shining Light,Neil Young,Pop/Rock,"Singer/Songwriter, Country-Rock, Album Rock","Bittersweet, Reflective, Whimsical, Wistful, Calm/Peaceful, Intimate, Relaxed, Delicate, Literate, Nostalgic, Refined, Warm, Gentle, Organic, Searching, Laid-Back/Mellow, Soft/Quiet, Melancholy, Soothing","Introspection, Reflection, Sweet Dreams, The Great Outdoors"
Chrome Dreams II,studio,Neil Young,23-Oct-07,1:06:13,Pop/Rock,"Album Rock, Country-Rock, Hard Rock",Feelgood's Garage,,"Autumnal, Bittersweet, Freewheeling, Messy, Poignant, Reflective, Rousing, Urgent, Warm, Wistful, Yearning","Autumn, Rainy Day, Reflection",Ever After,Neil Young,"Pop/Rock, Country","Singer/Songwriter, Country-Rock, Album Rock","Reflective, Whimsical, Wistful, Intimate, Earnest, Earthy, Greasy, Insular, Literate, Nostalgic, Passionate, Self-Conscious, Somber, Weary, Organic, Searching, Laid-Back/Mellow, Melancholy","Introspection, Reflection, Solitude"
Chrome Dreams II,studio,Neil Young,23-Oct-07,1:06:13,Pop/Rock,"Album Rock, Country-Rock, Hard Rock",Feelgood's Garage,,"Autumnal, Bittersweet, Freewheeling, Messy, Poignant, Reflective, Rousing, Urgent, Warm, Wistful, Yearning","Autumn, Rainy Day, Reflection",Spirit Road,Neil Young,Pop/Rock,"Singer/Songwriter, Country-Rock, Album Rock","Brash, Fierce, Passionate, Gritty, Raucous, Gutsy, Street-Smart, Uncompromising, Knotty, Swaggering, Confrontational, Literate, Urgent, Messy","Freedom, Maverick, Politics/Society"
Chrome Dreams II,studio,Neil Young,23-Oct-07,1:06:13,Pop/Rock,"Album Rock, Country-Rock, Hard Rock",Feelgood's Garage,,"Autumnal, Bittersweet, Freewheeling, Messy, Poignant, Reflective, Rousing, Urgent, Warm, Wistful, Yearning","Autumn, Rainy Day, Reflection",Dirty Old Man,Neil Young,Pop/Rock,"Singer/Songwriter, Album Rock, Country-Rock, Grunge, Hard Rock","Brash, Fierce, Passionate, Gritty, Raucous, Gutsy, Street-Smart, Uncompromising, Knotty, Swaggering, Confrontational, Urgent, Messy","Freedom, Maverick, Politics/Society"
