album_name,album_type,artist,album_release_date,album_duration,album_genre,album_styles,album_recording_location,album_recording_period,album_moods,album_themes,track_name,composers,genres,styles,moods,themes
Everybody Knows,studio,Stephen Stills,22-Sep-17,40:45:00,Pop/Rock,"Contemporary Pop/Rock, Soft Rock","Straygator Sound, CA",,"Warm, Earnest, Freewheeling, Laid-Back/Mellow, Meandering, Yearning, Agreeable, Amiable/Good-Natured","Affection/Fondness, Lifecycle, Relaxation, Feeling Blue, Comfort, Healing/Comfort, Sunday Afternoon",Who Knows Where the Time Goes,Sandy Denny,,,,
Everybody Knows,studio,Stephen Stills,22-Sep-17,40:45:00,Pop/Rock,"Contemporary Pop/Rock, Soft Rock","Straygator Sound, CA",,"Warm, Earnest, Freewheeling, Laid-Back/Mellow, Meandering, Yearning, Agreeable, Amiable/Good-Natured","Affection/Fondness, Lifecycle, Relaxation, Feeling Blue, Comfort, Healing/Comfort, Sunday Afternoon",Questions,Stephen Stills,,,,
Everybody Knows,studio,Stephen Stills,22-Sep-17,40:45:00,Pop/Rock,"Contemporary Pop/Rock, Soft Rock","Straygator Sound, CA",,"Warm, Earnest, Freewheeling, Laid-Back/Mellow, Meandering, Yearning, Agreeable, Amiable/Good-Natured","Affection/Fondness, Lifecycle, Relaxation, Feeling Blue, Comfort, Healing/Comfort, Sunday Afternoon",Everybody Knows,"Leonard Cohen, Sharon Robinson",,,,
Everybody Knows,studio,Stephen Stills,22-Sep-17,40:45:00,Pop/Rock,"Contemporary Pop/Rock, Soft Rock","Straygator Sound, CA",,"Warm, Earnest, Freewheeling, Laid-Back/Mellow, Meandering, Yearning, Agreeable, Amiable/Good-Natured","Affection/Fondness, Lifecycle, Relaxation, Feeling Blue, Comfort, Healing/Comfort, Sunday Afternoon",Handle With Care,"Bob Dylan, George Harrison, Jeff Lynne, Roy Orbison, Tom Petty",,,,
Stills,studio,Stephen Stills,"June, 1975",38:19:00,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Soft Rock"," Criteria Studios, Miami, FL Island Studios, London, England Record Plant, Hollywood, CA ",,,,Shuffle Just as Bad,Stephen Stills,,,,
Stills,studio,Stephen Stills,"June, 1975",38:19:00,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Soft Rock"," Criteria Studios, Miami, FL Island Studios, London, England Record Plant, Hollywood, CA ",,,,My Favorite Changes,Stephen Stills,,,,
Stills,studio,Stephen Stills,"June, 1975",38:19:00,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Soft Rock"," Criteria Studios, Miami, FL Island Studios, London, England Record Plant, Hollywood, CA ",,,,Cold Cold World,"Donnie Dacus, Stephen Stills",,,,
Stills,studio,Stephen Stills,"June, 1975",38:19:00,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Soft Rock"," Criteria Studios, Miami, FL Island Studios, London, England Record Plant, Hollywood, CA ",,,,First Things First,"Joe Schermie, Jo Smith, Stephen Stills",,,,
Stills,studio,Stephen Stills,"June, 1975",38:19:00,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Soft Rock"," Criteria Studios, Miami, FL Island Studios, London, England Record Plant, Hollywood, CA ",,,,My Angel,Stephen Stills,,,,
Stills,studio,Stephen Stills,"June, 1975",38:19:00,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Soft Rock"," Criteria Studios, Miami, FL Island Studios, London, England Record Plant, Hollywood, CA ",,,,As I Come of Age,Stephen Stills,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Folk-Rock, Psychedelic/Garage, Soft Rock","Earnest, Laid-Back/Mellow, Reflective, Searching, Sentimental, Warm, Wistful, Yearning, Amiable/Good-Natured","Hanging Out, Introspection, Reflection"
Stills,studio,Stephen Stills,"June, 1975",38:19:00,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Soft Rock"," Criteria Studios, Miami, FL Island Studios, London, England Record Plant, Hollywood, CA ",,,,Myth of Sisyphus,"Kenny Passarelli, Stephen Stills",,,,
Stills,studio,Stephen Stills,"June, 1975",38:19:00,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Soft Rock"," Criteria Studios, Miami, FL Island Studios, London, England Record Plant, Hollywood, CA ",,,,In the Way,Stephen Stills,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Soft Rock","Confident, Earnest, Meandering, Reflective, Sentimental, Warm, Weary, Wistful, Melancholy","Feeling Blue, Freedom, Hanging Out, Introspection, Reflection"
Stills,studio,Stephen Stills,"June, 1975",38:19:00,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Soft Rock"," Criteria Studios, Miami, FL Island Studios, London, England Record Plant, Hollywood, CA ",,,,Theme from Love Story,Stephen Stills,,,,
Stills,studio,Stephen Stills,"June, 1975",38:19:00,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Soft Rock"," Criteria Studios, Miami, FL Island Studios, London, England Record Plant, Hollywood, CA ",,,,Turn Back the Pages,"Donnie Dacus, Stephen Stills",,,,
Stills,studio,Stephen Stills,"June, 1975",38:19:00,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Soft Rock"," Criteria Studios, Miami, FL Island Studios, London, England Record Plant, Hollywood, CA ",,,,New Mama,Neil Young,,,,
Stills,studio,Stephen Stills,"June, 1975",38:19:00,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Soft Rock"," Criteria Studios, Miami, FL Island Studios, London, England Record Plant, Hollywood, CA ",,,,To Mama from Christopher and the Old Man,Stephen Stills,,,,
Super Session,studio,Stephen Stills,1968,50:22:00,Blues,"Blues-Rock, Electric Chicago Blues, Regional Blues, Modern Electric Chicago Blues",,1968,"Bittersweet, Freewheeling, Passionate, Playful, Reverent, Rousing, Street-Smart","Hanging Out, Imagination, Late Night, Relaxation, Road Trip",Albert's Shuffle,"Michael Bloomfield, Al Kooper",Blues,"Blues-Rock, Jam Bands, Modern Electric Chicago Blues",,
Super Session,studio,Stephen Stills,1968,50:22:00,Blues,"Blues-Rock, Electric Chicago Blues, Regional Blues, Modern Electric Chicago Blues",,1968,"Bittersweet, Freewheeling, Passionate, Playful, Reverent, Rousing, Street-Smart","Hanging Out, Imagination, Late Night, Relaxation, Road Trip",Harvey's Tune,,Blues,"Blues-Rock, Jam Bands, Jazz-Rock",,
Super Session,studio,Stephen Stills,1968,50:22:00,Blues,"Blues-Rock, Electric Chicago Blues, Regional Blues, Modern Electric Chicago Blues",,1968,"Bittersweet, Freewheeling, Passionate, Playful, Reverent, Rousing, Street-Smart","Hanging Out, Imagination, Late Night, Relaxation, Road Trip",Man's Temptation,Curtis Mayfield,Blues,"Blues-Rock, Jam Bands, Psychedelic Soul",,
Super Session,studio,Stephen Stills,1968,50:22:00,Blues,"Blues-Rock, Electric Chicago Blues, Regional Blues, Modern Electric Chicago Blues",,1968,"Bittersweet, Freewheeling, Passionate, Playful, Reverent, Rousing, Street-Smart","Hanging Out, Imagination, Late Night, Relaxation, Road Trip",Stop,"Jerry Ragovoy, Mort Shuman",Pop/Rock,"Blues-Rock, Jam Bands, Psychedelic/Garage",,
Super Session,studio,Stephen Stills,1968,50:22:00,Blues,"Blues-Rock, Electric Chicago Blues, Regional Blues, Modern Electric Chicago Blues",,1968,"Bittersweet, Freewheeling, Passionate, Playful, Reverent, Rousing, Street-Smart","Hanging Out, Imagination, Late Night, Relaxation, Road Trip",Season of the Witch,Donovan,"R&B, Pop/Rock","Psychedelic/Garage, Soul, Blues-Rock, Jam Bands, Psychedelic Soul",,
Super Session,studio,Stephen Stills,1968,50:22:00,Blues,"Blues-Rock, Electric Chicago Blues, Regional Blues, Modern Electric Chicago Blues",,1968,"Bittersweet, Freewheeling, Passionate, Playful, Reverent, Rousing, Street-Smart","Hanging Out, Imagination, Late Night, Relaxation, Road Trip","It Takes a Lot to Laugh, It Takes a Train to Cry",Bob Dylan,Pop/Rock,"Blues-Rock, Jam Bands","Rousing, Sensual, Yearning",Celebration
Super Session,studio,Stephen Stills,1968,50:22:00,Blues,"Blues-Rock, Electric Chicago Blues, Regional Blues, Modern Electric Chicago Blues",,1968,"Bittersweet, Freewheeling, Passionate, Playful, Reverent, Rousing, Street-Smart","Hanging Out, Imagination, Late Night, Relaxation, Road Trip",His Holy Modal Majesty,"Michael Bloomfield, Al Kooper",Blues,"Blues-Rock, Jam Bands, Psychedelic/Garage",Yearning,
Super Session,studio,Stephen Stills,1968,50:22:00,Blues,"Blues-Rock, Electric Chicago Blues, Regional Blues, Modern Electric Chicago Blues",,1968,"Bittersweet, Freewheeling, Passionate, Playful, Reverent, Rousing, Street-Smart","Hanging Out, Imagination, Late Night, Relaxation, Road Trip",You Don't Love Me,Willie Cobbs,Blues,"Blues-Rock, Jam Bands","Brooding, Yearning",
Super Session,studio,Stephen Stills,1968,50:22:00,Blues,"Blues-Rock, Electric Chicago Blues, Regional Blues, Modern Electric Chicago Blues",,1968,"Bittersweet, Freewheeling, Passionate, Playful, Reverent, Rousing, Street-Smart","Hanging Out, Imagination, Late Night, Relaxation, Road Trip",Really,"Michael Bloomfield, Al Kooper",Blues,"Blues-Rock, Jam Bands, Modern Electric Chicago Blues",Aggressive,"Feeling Blue, Loss/Grief"
Illegal Stills,studio,Stephen Stills,1976,35:25:00,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Soft Rock",,,,,Buyin' Time,Stephen Stills,Pop/Rock,Contemporary Pop/Rock,"Confident, Freewheeling, Gutsy, Meandering, Rollicking, Rousing, Searching, Visceral, Warm, Wistful, Yearning, Amiable/Good-Natured, Carefree","Empowerment, Freedom, Hanging Out, Introspection, Reflection, Road Trip"
Illegal Stills,studio,Stephen Stills,1976,35:25:00,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Soft Rock",,,,,Ring of Love,"Donnie Dacus, Stephen Stills",Pop/Rock,"Contemporary Pop/Rock, Soft Rock","Confident, Earnest, Freewheeling, Romantic, Rousing, Sentimental, Warm, Wistful, Amiable/Good-Natured, Carefree","Empowerment, Introspection, Reflection"
Illegal Stills,studio,Stephen Stills,1976,35:25:00,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Soft Rock",,,,,Circlin',"Kenny Passarelli, Stephen Stills",Pop/Rock,Contemporary Pop/Rock,"Confident, Earnest, Freewheeling, Gritty, Gutsy, Meandering, Rollicking, Rousing, Warm, Wistful, Amiable/Good-Natured","Empowerment, Freedom, Hanging Out, Introspection, Reflection, Road Trip"
Illegal Stills,studio,Stephen Stills,1976,35:25:00,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Soft Rock",,,,,The Loner,Neil Young,Pop/Rock,Contemporary Pop/Rock,"Confident, Freewheeling, Gutsy, Rollicking, Rousing, Searching, Sentimental, Warm, Wistful, Yearning, Insular","Introspection, Reflection, Solitude"
Illegal Stills,studio,Stephen Stills,1976,35:25:00,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Soft Rock",,,,,No Me Niegas,,,,Sad,
Illegal Stills,studio,Stephen Stills,1976,35:25:00,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Soft Rock",,,,,Stateline Blues,Stephen Stills,Pop/Rock,"Contemporary Pop/Rock, Folk-Rock, Psychedelic/Garage, Singer/Songwriter, Soft Rock","Earnest, Earthy, Freewheeling, Meandering, Reflective, Searching, Sentimental, Warm, Wistful, Amiable/Good-Natured","Hanging Out, Road Trip"
Illegal Stills,studio,Stephen Stills,1976,35:25:00,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Soft Rock",,,,,Closer to You,"Donnie Dacus, Warner Schwebke, Stephen Stills",Pop/Rock,"Contemporary Pop/Rock, Soft Rock","Earnest, Reflective, Romantic, Searching, Visceral, Warm, Wistful, Yearning, Amiable/Good-Natured, Melancholy","Feeling Blue, Hanging Out, Introspection, Reflection"
Illegal Stills,studio,Stephen Stills,1976,35:25:00,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Soft Rock",,,,,Different Tongues,,,,,
Illegal Stills,studio,Stephen Stills,1976,35:25:00,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Soft Rock",,,,,Soldier,"Donnie Dacus, Stephen Stills",Pop/Rock,"Contemporary Pop/Rock, Soft Rock","Confident, Meandering, Rousing, Warm, Wistful, Amiable/Good-Natured, Carefree","Empowerment, Freedom, Hanging Out, Introspection, Reflection, Road Trip"
Illegal Stills,studio,Stephen Stills,1976,35:25:00,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Soft Rock",,,,,Midnight in Paris,,,,,
Live At Shepherd's Bush,live,Stephen Stills,27-Oct-09,1:19:53,Pop/Rock,"Singer/Songwriter, Album Rock",,,"Reflective, Rousing, Warm, Wistful","Comfort, Relaxation, Reminiscing",Isn't It About Time,Stephen Stills,,,,
Live At Shepherd's Bush,live,Stephen Stills,27-Oct-09,1:19:53,Pop/Rock,"Singer/Songwriter, Album Rock",,,"Reflective, Rousing, Warm, Wistful","Comfort, Relaxation, Reminiscing",Wounded World/Rocky Mountain Way,"Rocke Grace, Graham Nash, Kenny Passarelli, Stephen Stills, Joe Vitale, Joe Walsh",,,,
Live At Shepherd's Bush,live,Stephen Stills,27-Oct-09,1:19:53,Pop/Rock,"Singer/Songwriter, Album Rock",,,"Reflective, Rousing, Warm, Wistful","Comfort, Relaxation, Reminiscing",Blind Fiddler,Stephen Stills,,,,
Live At Shepherd's Bush,live,Stephen Stills,27-Oct-09,1:19:53,Pop/Rock,"Singer/Songwriter, Album Rock",,,"Reflective, Rousing, Warm, Wistful","Comfort, Relaxation, Reminiscing",For What It's Worth,Stephen Stills,,,,
Live At Shepherd's Bush,live,Stephen Stills,27-Oct-09,1:19:53,Pop/Rock,"Singer/Songwriter, Album Rock",,,"Reflective, Rousing, Warm, Wistful","Comfort, Relaxation, Reminiscing",4 + 20,Stephen Stills,Pop/Rock,"Folk-Rock, Psychedelic/Garage",Yearning,"Feeling Blue, Loss/Grief, Reflection"
Live At Shepherd's Bush,live,Stephen Stills,27-Oct-09,1:19:53,Pop/Rock,"Singer/Songwriter, Album Rock",,,"Reflective, Rousing, Warm, Wistful","Comfort, Relaxation, Reminiscing",Girl from the North Country,Bob Dylan,,,,
Live At Shepherd's Bush,live,Stephen Stills,27-Oct-09,1:19:53,Pop/Rock,"Singer/Songwriter, Album Rock",,,"Reflective, Rousing, Warm, Wistful","Comfort, Relaxation, Reminiscing",Bluebird,Stephen Stills,,,,
Live At Shepherd's Bush,live,Stephen Stills,27-Oct-09,1:19:53,Pop/Rock,"Singer/Songwriter, Album Rock",,,"Reflective, Rousing, Warm, Wistful","Comfort, Relaxation, Reminiscing",Bluebird,Stephen Stills,,,,
Live At Shepherd's Bush,live,Stephen Stills,27-Oct-09,1:19:53,Pop/Rock,"Singer/Songwriter, Album Rock",,,"Reflective, Rousing, Warm, Wistful","Comfort, Relaxation, Reminiscing",Girl from the North Country,Bob Dylan,,,,
Live At Shepherd's Bush,live,Stephen Stills,27-Oct-09,1:19:53,Pop/Rock,"Singer/Songwriter, Album Rock",,,"Reflective, Rousing, Warm, Wistful","Comfort, Relaxation, Reminiscing",Change Partners,Stephen Stills,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Soft Rock","Stylish, Warm, Bright, Cheerful, Innocent, Lively, Lush, Pastoral, Sophisticated, Sparkling","Sunday Afternoon, Day Driving, Summer"
Live At Shepherd's Bush,live,Stephen Stills,27-Oct-09,1:19:53,Pop/Rock,"Singer/Songwriter, Album Rock",,,"Reflective, Rousing, Warm, Wistful","Comfort, Relaxation, Reminiscing",Treetop Flyer,Stephen Stills,Pop/Rock,"Folk-Rock, Psychedelic/Garage",,
Live At Shepherd's Bush,live,Stephen Stills,27-Oct-09,1:19:53,Pop/Rock,"Singer/Songwriter, Album Rock",,,"Reflective, Rousing, Warm, Wistful","Comfort, Relaxation, Reminiscing",Wrong Thing To Do,Tom Petty,,,,
Live At Shepherd's Bush,live,Stephen Stills,27-Oct-09,1:19:53,Pop/Rock,"Singer/Songwriter, Album Rock",,,"Reflective, Rousing, Warm, Wistful","Comfort, Relaxation, Reminiscing",Johnny's Garden,Stephen Stills,Pop/Rock,"Folk-Rock, Contemporary Pop/Rock, Psychedelic/Garage, Soft Rock, Country-Rock","Confident, Earnest, Freewheeling, Meandering, Reflective, Searching, Sentimental, Warm, Wistful, Yearning","Hanging Out, Introspection, Reflection"
Live At Shepherd's Bush,live,Stephen Stills,27-Oct-09,1:19:53,Pop/Rock,"Singer/Songwriter, Album Rock",,,"Reflective, Rousing, Warm, Wistful","Comfort, Relaxation, Reminiscing",Treetop Flyer,Stephen Stills,Pop/Rock,"Folk-Rock, Psychedelic/Garage",,
Live At Shepherd's Bush,live,Stephen Stills,27-Oct-09,1:19:53,Pop/Rock,"Singer/Songwriter, Album Rock",,,"Reflective, Rousing, Warm, Wistful","Comfort, Relaxation, Reminiscing",Wrong Thing To Do,Tom Petty,,,,
Live At Shepherd's Bush,live,Stephen Stills,27-Oct-09,1:19:53,Pop/Rock,"Singer/Songwriter, Album Rock",,,"Reflective, Rousing, Warm, Wistful","Comfort, Relaxation, Reminiscing",Love the One You're With,Stephen Stills,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Soft Rock, Rock & Roll","Stylish, Warm, Bright, Cheerful, Innocent, Lively, Lush, Pastoral, Sophisticated, Sparkling","Sunday Afternoon, Day Driving, Summer"
Live At Shepherd's Bush,live,Stephen Stills,27-Oct-09,1:19:53,Pop/Rock,"Singer/Songwriter, Album Rock",,,"Reflective, Rousing, Warm, Wistful","Comfort, Relaxation, Reminiscing",Rock & Roll Woman,Stephen Stills,,,,
Live At Shepherd's Bush,live,Stephen Stills,27-Oct-09,1:19:53,Pop/Rock,"Singer/Songwriter, Album Rock",,,"Reflective, Rousing, Warm, Wistful","Comfort, Relaxation, Reminiscing",Suite: Judy Blue Eyes,Stephen Stills,,,,
Live At Shepherd's Bush,live,Stephen Stills,27-Oct-09,1:19:53,Pop/Rock,"Singer/Songwriter, Album Rock",,,"Reflective, Rousing, Warm, Wistful","Comfort, Relaxation, Reminiscing",4 + 20,Stephen Stills,Pop/Rock,"Folk-Rock, Psychedelic/Garage",Yearning,"Feeling Blue, Loss/Grief, Reflection"
