album_name,album_type,artist,album_release_date,album_duration,album_genre,album_styles,album_recording_location,album_recording_period,album_moods,album_themes,track_name,composers,genres,styles,moods,themes
CSN 2012,live,"Crosby, Stills & Nash",17-Jul-12,2:31:33,Pop/Rock,"Contemporary Pop/Rock, Soft Rock, Album Rock","The Performing Arts Center, San Luis Obispo, CA",22-Apr-12,"Amiable/Good-Natured, Laid-Back/Mellow, Pastoral, Soothing, Organic, Poignant, Sentimental, Smooth, Autumnal, Earnest, Gentle, Intimate, Reflective, Relaxed, Summery, Sweet, Warm, Wistful, Literate",Politics/Society,Teach Your Children,Graham Nash,"Pop/Rock, Country, International","Contemporary Pop/Rock, Folk-Rock, Psychedelic/Garage, Singer/Songwriter, Country-Rock","Amiable/Good-Natured, Gentle, Laid-Back/Mellow, Organic, Relaxed, Sentimental, Smooth, Soft/Quiet, Soothing, Sweet, Warm, Calm/Peaceful","Affection/Fondness, At the Office, Comfort, Family Gatherings, Relaxation"
CSN 2012,live,"Crosby, Stills & Nash",17-Jul-12,2:31:33,Pop/Rock,"Contemporary Pop/Rock, Soft Rock, Album Rock","The Performing Arts Center, San Luis Obispo, CA",22-Apr-12,"Amiable/Good-Natured, Laid-Back/Mellow, Pastoral, Soothing, Organic, Poignant, Sentimental, Smooth, Autumnal, Earnest, Gentle, Intimate, Reflective, Relaxed, Summery, Sweet, Warm, Wistful, Literate",Politics/Society,Our House,Graham Nash,"Pop/Rock, International","Contemporary Pop/Rock, Folk-Rock, Psychedelic/Garage, Singer/Songwriter, Soft Rock","Amiable/Good-Natured, Gentle, Laid-Back/Mellow, Organic, Relaxed, Sentimental, Smooth, Soft/Quiet, Soothing, Sweet, Warm, Calm/Peaceful, Cheerful, Happy, Light, Nostalgic, Poignant","Affection/Fondness, At the Office, Comfort, Family Gatherings, Relaxation, Day Driving"
CSN 2012,live,"Crosby, Stills & Nash",17-Jul-12,2:31:33,Pop/Rock,"Contemporary Pop/Rock, Soft Rock, Album Rock","The Performing Arts Center, San Luis Obispo, CA",22-Apr-12,"Amiable/Good-Natured, Laid-Back/Mellow, Pastoral, Soothing, Organic, Poignant, Sentimental, Smooth, Autumnal, Earnest, Gentle, Intimate, Reflective, Relaxed, Summery, Sweet, Warm, Wistful, Literate",Politics/Society,Long Time Gone,David Crosby,Pop/Rock,"Contemporary Pop/Rock, Folk-Rock, Psychedelic/Garage, Singer/Songwriter, Soft Rock","Amiable/Good-Natured, Earnest, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Relaxed, Searching, Sentimental, Smooth, Soothing, Sweet, Warm, Wistful, Yearning","Affection/Fondness, Comfort, In Love, Relaxation, Reminiscing, The Great Outdoors"
CSN 2012,live,"Crosby, Stills & Nash",17-Jul-12,2:31:33,Pop/Rock,"Contemporary Pop/Rock, Soft Rock, Album Rock","The Performing Arts Center, San Luis Obispo, CA",22-Apr-12,"Amiable/Good-Natured, Laid-Back/Mellow, Pastoral, Soothing, Organic, Poignant, Sentimental, Smooth, Autumnal, Earnest, Gentle, Intimate, Reflective, Relaxed, Summery, Sweet, Warm, Wistful, Literate",Politics/Society,Military Madness,Graham Nash,,,,
CSN 2012,live,"Crosby, Stills & Nash",17-Jul-12,2:31:33,Pop/Rock,"Contemporary Pop/Rock, Soft Rock, Album Rock","The Performing Arts Center, San Luis Obispo, CA",22-Apr-12,"Amiable/Good-Natured, Laid-Back/Mellow, Pastoral, Soothing, Organic, Poignant, Sentimental, Smooth, Autumnal, Earnest, Gentle, Intimate, Reflective, Relaxed, Summery, Sweet, Warm, Wistful, Literate",Politics/Society,Guinevere,David Crosby,,,,
CSN 2012,live,"Crosby, Stills & Nash",17-Jul-12,2:31:33,Pop/Rock,"Contemporary Pop/Rock, Soft Rock, Album Rock","The Performing Arts Center, San Luis Obispo, CA",22-Apr-12,"Amiable/Good-Natured, Laid-Back/Mellow, Pastoral, Soothing, Organic, Poignant, Sentimental, Smooth, Autumnal, Earnest, Gentle, Intimate, Reflective, Relaxed, Summery, Sweet, Warm, Wistful, Literate",Politics/Society,Cathedral,Graham Nash,Pop/Rock,"Folk-Rock, Psychedelic/Garage","Sentimental, Spiritual",
CSN 2012,live,"Crosby, Stills & Nash",17-Jul-12,2:31:33,Pop/Rock,"Contemporary Pop/Rock, Soft Rock, Album Rock","The Performing Arts Center, San Luis Obispo, CA",22-Apr-12,"Amiable/Good-Natured, Laid-Back/Mellow, Pastoral, Soothing, Organic, Poignant, Sentimental, Smooth, Autumnal, Earnest, Gentle, Intimate, Reflective, Relaxed, Summery, Sweet, Warm, Wistful, Literate",Politics/Society,For What It's Worth,Stephen Stills,,,,
CSN 2012,live,"Crosby, Stills & Nash",17-Jul-12,2:31:33,Pop/Rock,"Contemporary Pop/Rock, Soft Rock, Album Rock","The Performing Arts Center, San Luis Obispo, CA",22-Apr-12,"Amiable/Good-Natured, Laid-Back/Mellow, Pastoral, Soothing, Organic, Poignant, Sentimental, Smooth, Autumnal, Earnest, Gentle, Intimate, Reflective, Relaxed, Summery, Sweet, Warm, Wistful, Literate",Politics/Society,In Your Name,Graham Nash,,,,
CSN 2012,live,"Crosby, Stills & Nash",17-Jul-12,2:31:33,Pop/Rock,"Contemporary Pop/Rock, Soft Rock, Album Rock","The Performing Arts Center, San Luis Obispo, CA",22-Apr-12,"Amiable/Good-Natured, Laid-Back/Mellow, Pastoral, Soothing, Organic, Poignant, Sentimental, Smooth, Autumnal, Earnest, Gentle, Intimate, Reflective, Relaxed, Summery, Sweet, Warm, Wistful, Literate",Politics/Society,Bluebird,Stephen Stills,,,,
CSN 2012,live,"Crosby, Stills & Nash",17-Jul-12,2:31:33,Pop/Rock,"Contemporary Pop/Rock, Soft Rock, Album Rock","The Performing Arts Center, San Luis Obispo, CA",22-Apr-12,"Amiable/Good-Natured, Laid-Back/Mellow, Pastoral, Soothing, Organic, Poignant, Sentimental, Smooth, Autumnal, Earnest, Gentle, Intimate, Reflective, Relaxed, Summery, Sweet, Warm, Wistful, Literate",Politics/Society,Johnny's Garden,Stephen Stills,,,,
CSN 2012,live,"Crosby, Stills & Nash",17-Jul-12,2:31:33,Pop/Rock,"Contemporary Pop/Rock, Soft Rock, Album Rock","The Performing Arts Center, San Luis Obispo, CA",22-Apr-12,"Amiable/Good-Natured, Laid-Back/Mellow, Pastoral, Soothing, Organic, Poignant, Sentimental, Smooth, Autumnal, Earnest, Gentle, Intimate, Reflective, Relaxed, Summery, Sweet, Warm, Wistful, Literate",Politics/Society,Carry On/Questions,Stephen Stills,Pop/Rock,"Folk-Rock, Psychedelic/Garage",Rousing,
CSN 2012,live,"Crosby, Stills & Nash",17-Jul-12,2:31:33,Pop/Rock,"Contemporary Pop/Rock, Soft Rock, Album Rock","The Performing Arts Center, San Luis Obispo, CA",22-Apr-12,"Amiable/Good-Natured, Laid-Back/Mellow, Pastoral, Soothing, Organic, Poignant, Sentimental, Smooth, Autumnal, Earnest, Gentle, Intimate, Reflective, Relaxed, Summery, Sweet, Warm, Wistful, Literate",Politics/Society,As I Come of Age,Stephen Stills,Pop/Rock,"Folk-Rock, Psychedelic/Garage","Laid-Back/Mellow, Sentimental",
CSN 2012,live,"Crosby, Stills & Nash",17-Jul-12,2:31:33,Pop/Rock,"Contemporary Pop/Rock, Soft Rock, Album Rock","The Performing Arts Center, San Luis Obispo, CA",22-Apr-12,"Amiable/Good-Natured, Laid-Back/Mellow, Pastoral, Soothing, Organic, Poignant, Sentimental, Smooth, Autumnal, Earnest, Gentle, Intimate, Reflective, Relaxed, Summery, Sweet, Warm, Wistful, Literate",Politics/Society,Wasted on the Way,Graham Nash,Pop/Rock,"Folk-Rock, Psychedelic/Garage","Rousing, Sentimental, Yearning","Affection/Fondness, Friendship, Hope"
CSN 2012,live,"Crosby, Stills & Nash",17-Jul-12,2:31:33,Pop/Rock,"Contemporary Pop/Rock, Soft Rock, Album Rock","The Performing Arts Center, San Luis Obispo, CA",22-Apr-12,"Amiable/Good-Natured, Laid-Back/Mellow, Pastoral, Soothing, Organic, Poignant, Sentimental, Smooth, Autumnal, Earnest, Gentle, Intimate, Reflective, Relaxed, Summery, Sweet, Warm, Wistful, Literate",Politics/Society,Wooden Ships,"David Crosby, Paul Kantner, Stephen Stills",Pop/Rock,"Album Rock, Contemporary Pop/Rock, Singer/Songwriter, Folk-Rock, Psychedelic/Garage","Dreamy, Ominous, Dramatic, Detached, Atmospheric, Laid-Back/Mellow, Nostalgic, Passionate, Restrained, Sentimental, Tense/Anxious","Introspection, Late Night"
CSN 2012,live,"Crosby, Stills & Nash",17-Jul-12,2:31:33,Pop/Rock,"Contemporary Pop/Rock, Soft Rock, Album Rock","The Performing Arts Center, San Luis Obispo, CA",22-Apr-12,"Amiable/Good-Natured, Laid-Back/Mellow, Pastoral, Soothing, Organic, Poignant, Sentimental, Smooth, Autumnal, Earnest, Gentle, Intimate, Reflective, Relaxed, Summery, Sweet, Warm, Wistful, Literate",Politics/Society,Suite: Judy Blue Eyes,Stephen Stills,Pop/Rock,"Contemporary Pop/Rock, Folk-Rock, Psychedelic/Garage, Singer/Songwriter, Soft Rock","Amiable/Good-Natured, Earnest, Freewheeling, Gentle, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Relaxed, Sentimental, Smooth, Soothing, Summery, Sweet, Warm, Happy, Passionate, Rousing, Yearning, Romantic","Affection/Fondness, Comfort, In Love, Relaxation, Reminiscing, The Great Outdoors, Celebration"
CSN 2012,live,"Crosby, Stills & Nash",17-Jul-12,2:31:33,Pop/Rock,"Contemporary Pop/Rock, Soft Rock, Album Rock","The Performing Arts Center, San Luis Obispo, CA",22-Apr-12,"Amiable/Good-Natured, Laid-Back/Mellow, Pastoral, Soothing, Organic, Poignant, Sentimental, Smooth, Autumnal, Earnest, Gentle, Intimate, Reflective, Relaxed, Summery, Sweet, Warm, Wistful, Literate",Politics/Society,Girl from the North Country,Bob Dylan,,,,
CSN 2012,live,"Crosby, Stills & Nash",17-Jul-12,2:31:33,Pop/Rock,"Contemporary Pop/Rock, Soft Rock, Album Rock","The Performing Arts Center, San Luis Obispo, CA",22-Apr-12,"Amiable/Good-Natured, Laid-Back/Mellow, Pastoral, Soothing, Organic, Poignant, Sentimental, Smooth, Autumnal, Earnest, Gentle, Intimate, Reflective, Relaxed, Summery, Sweet, Warm, Wistful, Literate",Politics/Society,Southern Cross,"Michael Curtis, Richard Curtis, Stephen Stills",Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Soft Rock","Angry, Laid-Back/Mellow, Light, Relaxed, Smooth, Soft/Quiet, Soothing, Warm","At the Office, Comfort, Day Driving, Relaxation"
CSN,studio,"Crosby, Stills & Nash",17-Jun-77,43:50:00,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Soft Rock, Album Rock",,,"Pastoral, Laid-Back/Mellow, Amiable/Good-Natured, Gentle, Organic, Poignant, Relaxed, Sentimental, Smooth, Soothing, Summery, Sweet, Warm, Autumnal, Earnest, Intimate, Reflective, Wistful","Politics/Society, Introspection, Affection/Fondness, Heartbreak, Reflection, Relationships",Cold Rain,Graham Nash,Pop/Rock,Singer/Songwriter,"Calm/Peaceful, Dreamy, Intimate, Nostalgic, Sentimental, Yearning",
CSN,studio,"Crosby, Stills & Nash",17-Jun-77,43:50:00,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Soft Rock, Album Rock",,,"Pastoral, Laid-Back/Mellow, Amiable/Good-Natured, Gentle, Organic, Poignant, Relaxed, Sentimental, Smooth, Soothing, Summery, Sweet, Warm, Autumnal, Earnest, Intimate, Reflective, Wistful","Politics/Society, Introspection, Affection/Fondness, Heartbreak, Reflection, Relationships",Fair Game,Stephen Stills,Pop/Rock,Singer/Songwriter,Sentimental,
CSN,studio,"Crosby, Stills & Nash",17-Jun-77,43:50:00,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Soft Rock, Album Rock",,,"Pastoral, Laid-Back/Mellow, Amiable/Good-Natured, Gentle, Organic, Poignant, Relaxed, Sentimental, Smooth, Soothing, Summery, Sweet, Warm, Autumnal, Earnest, Intimate, Reflective, Wistful","Politics/Society, Introspection, Affection/Fondness, Heartbreak, Reflection, Relationships",Run From Tears,Stephen Stills,Pop/Rock,Singer/Songwriter,"Nostalgic, Sentimental",
CSN,studio,"Crosby, Stills & Nash",17-Jun-77,43:50:00,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Soft Rock, Album Rock",,,"Pastoral, Laid-Back/Mellow, Amiable/Good-Natured, Gentle, Organic, Poignant, Relaxed, Sentimental, Smooth, Soothing, Summery, Sweet, Warm, Autumnal, Earnest, Intimate, Reflective, Wistful","Politics/Society, Introspection, Affection/Fondness, Heartbreak, Reflection, Relationships",Dark Star,Stephen Stills,Pop/Rock,Singer/Songwriter,"Lively, Sentimental",In Love
CSN,studio,"Crosby, Stills & Nash",17-Jun-77,43:50:00,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Soft Rock, Album Rock",,,"Pastoral, Laid-Back/Mellow, Amiable/Good-Natured, Gentle, Organic, Poignant, Relaxed, Sentimental, Smooth, Soothing, Summery, Sweet, Warm, Autumnal, Earnest, Intimate, Reflective, Wistful","Politics/Society, Introspection, Affection/Fondness, Heartbreak, Reflection, Relationships",Anything at All,David Crosby,Pop/Rock,"Folk-Rock, Psychedelic/Garage",Laid-Back/Mellow,
CSN,studio,"Crosby, Stills & Nash",17-Jun-77,43:50:00,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Soft Rock, Album Rock",,,"Pastoral, Laid-Back/Mellow, Amiable/Good-Natured, Gentle, Organic, Poignant, Relaxed, Sentimental, Smooth, Soothing, Summery, Sweet, Warm, Autumnal, Earnest, Intimate, Reflective, Wistful","Politics/Society, Introspection, Affection/Fondness, Heartbreak, Reflection, Relationships",See the Changes,Stephen Stills,"Folk, Pop/Rock","Folk-Pop, Singer/Songwriter","Rousing, Yearning",
CSN,studio,"Crosby, Stills & Nash",17-Jun-77,43:50:00,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Soft Rock, Album Rock",,,"Pastoral, Laid-Back/Mellow, Amiable/Good-Natured, Gentle, Organic, Poignant, Relaxed, Sentimental, Smooth, Soothing, Summery, Sweet, Warm, Autumnal, Earnest, Intimate, Reflective, Wistful","Politics/Society, Introspection, Affection/Fondness, Heartbreak, Reflection, Relationships",Carried Away,Graham Nash,Pop/Rock,Singer/Songwriter,"Calm/Peaceful, Dreamy, Intimate, Nostalgic, Sentimental, Yearning",
CSN,studio,"Crosby, Stills & Nash",17-Jun-77,43:50:00,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Soft Rock, Album Rock",,,"Pastoral, Laid-Back/Mellow, Amiable/Good-Natured, Gentle, Organic, Poignant, Relaxed, Sentimental, Smooth, Soothing, Summery, Sweet, Warm, Autumnal, Earnest, Intimate, Reflective, Wistful","Politics/Society, Introspection, Affection/Fondness, Heartbreak, Reflection, Relationships",In My Dreams,David Crosby,Pop/Rock,Singer/Songwriter,"Dreamy, Relaxed, Romantic, Sentimental",
CSN,studio,"Crosby, Stills & Nash",17-Jun-77,43:50:00,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Soft Rock, Album Rock",,,"Pastoral, Laid-Back/Mellow, Amiable/Good-Natured, Gentle, Organic, Poignant, Relaxed, Sentimental, Smooth, Soothing, Summery, Sweet, Warm, Autumnal, Earnest, Intimate, Reflective, Wistful","Politics/Society, Introspection, Affection/Fondness, Heartbreak, Reflection, Relationships",Cathedral,Graham Nash,Pop/Rock,"Folk-Rock, Psychedelic/Garage","Sentimental, Spiritual",
CSN,studio,"Crosby, Stills & Nash",17-Jun-77,43:50:00,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Soft Rock, Album Rock",,,"Pastoral, Laid-Back/Mellow, Amiable/Good-Natured, Gentle, Organic, Poignant, Relaxed, Sentimental, Smooth, Soothing, Summery, Sweet, Warm, Autumnal, Earnest, Intimate, Reflective, Wistful","Politics/Society, Introspection, Affection/Fondness, Heartbreak, Reflection, Relationships",Shadow Captain,"David Crosby, Craig Doerge",Pop/Rock,Singer/Songwriter,"Nostalgic, Sentimental",
CSN,studio,"Crosby, Stills & Nash",17-Jun-77,43:50:00,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Soft Rock, Album Rock",,,"Pastoral, Laid-Back/Mellow, Amiable/Good-Natured, Gentle, Organic, Poignant, Relaxed, Sentimental, Smooth, Soothing, Summery, Sweet, Warm, Autumnal, Earnest, Intimate, Reflective, Wistful","Politics/Society, Introspection, Affection/Fondness, Heartbreak, Reflection, Relationships",I Give You Give Blind,Stephen Stills,Pop/Rock,"Folk-Rock, Psychedelic/Garage","Lively, Sentimental",
CSN,studio,"Crosby, Stills & Nash",17-Jun-77,43:50:00,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Soft Rock, Album Rock",,,"Pastoral, Laid-Back/Mellow, Amiable/Good-Natured, Gentle, Organic, Poignant, Relaxed, Sentimental, Smooth, Soothing, Summery, Sweet, Warm, Autumnal, Earnest, Intimate, Reflective, Wistful","Politics/Society, Introspection, Affection/Fondness, Heartbreak, Reflection, Relationships",Just a Song Before I Go,Graham Nash,Pop/Rock,"Folk-Rock, Psychedelic/Garage",Laid-Back/Mellow,
Live It Up,live,"Crosby, Stills & Nash",11-Jun-90,39:17:00,Pop/Rock,"Contemporary Pop/Rock, Album Rock"," Capitol Recording Studios, Studio A, Hollywood, CA Devonshire Studios, 3 Buritys Home-Brew Studio, OH ","February 1, 1986 - February 5, 1990","Pastoral, Laid-Back/Mellow, Amiable/Good-Natured, Organic, Poignant, Autumnal, Earnest, Intimate, Reflective, Wistful",,Tomboy,Stephen Stills,,,,
Live It Up,live,"Crosby, Stills & Nash",11-Jun-90,39:17:00,Pop/Rock,"Contemporary Pop/Rock, Album Rock"," Capitol Recording Studios, Studio A, Hollywood, CA Devonshire Studios, 3 Buritys Home-Brew Studio, OH ","February 1, 1986 - February 5, 1990","Pastoral, Laid-Back/Mellow, Amiable/Good-Natured, Organic, Poignant, Autumnal, Earnest, Intimate, Reflective, Wistful",,House of Broken Dreams,Rob Mullins,,,,
Live It Up,live,"Crosby, Stills & Nash",11-Jun-90,39:17:00,Pop/Rock,"Contemporary Pop/Rock, Album Rock"," Capitol Recording Studios, Studio A, Hollywood, CA Devonshire Studios, 3 Buritys Home-Brew Studio, OH ","February 1, 1986 - February 5, 1990","Pastoral, Laid-Back/Mellow, Amiable/Good-Natured, Organic, Poignant, Autumnal, Earnest, Intimate, Reflective, Wistful",,After the Dolphin,"Craig Doerge, Graham Nash",Pop/Rock,"Folk-Rock, Psychedelic/Garage",,
Live It Up,live,"Crosby, Stills & Nash",11-Jun-90,39:17:00,Pop/Rock,"Contemporary Pop/Rock, Album Rock"," Capitol Recording Studios, Studio A, Hollywood, CA Devonshire Studios, 3 Buritys Home-Brew Studio, OH ","February 1, 1986 - February 5, 1990","Pastoral, Laid-Back/Mellow, Amiable/Good-Natured, Organic, Poignant, Autumnal, Earnest, Intimate, Reflective, Wistful",,If Anybody Had a Heart,"Danny Kortchmar, J.D. Souther",Pop/Rock,"Folk-Rock, Psychedelic/Garage",,
Live It Up,live,"Crosby, Stills & Nash",11-Jun-90,39:17:00,Pop/Rock,"Contemporary Pop/Rock, Album Rock"," Capitol Recording Studios, Studio A, Hollywood, CA Devonshire Studios, 3 Buritys Home-Brew Studio, OH ","February 1, 1986 - February 5, 1990","Pastoral, Laid-Back/Mellow, Amiable/Good-Natured, Organic, Poignant, Autumnal, Earnest, Intimate, Reflective, Wistful",,Live It Up,Joe Vitale,,,,
Live It Up,live,"Crosby, Stills & Nash",11-Jun-90,39:17:00,Pop/Rock,"Contemporary Pop/Rock, Album Rock"," Capitol Recording Studios, Studio A, Hollywood, CA Devonshire Studios, 3 Buritys Home-Brew Studio, OH ","February 1, 1986 - February 5, 1990","Pastoral, Laid-Back/Mellow, Amiable/Good-Natured, Organic, Poignant, Autumnal, Earnest, Intimate, Reflective, Wistful",,Haven't We Lost Enough?,"Kevin Cronin, Stephen Stills",,,,
Live It Up,live,"Crosby, Stills & Nash",11-Jun-90,39:17:00,Pop/Rock,"Contemporary Pop/Rock, Album Rock"," Capitol Recording Studios, Studio A, Hollywood, CA Devonshire Studios, 3 Buritys Home-Brew Studio, OH ","February 1, 1986 - February 5, 1990","Pastoral, Laid-Back/Mellow, Amiable/Good-Natured, Organic, Poignant, Autumnal, Earnest, Intimate, Reflective, Wistful",,Yours and Mine,"David Crosby, Craig Doerge, Graham Nash",,,,
Live It Up,live,"Crosby, Stills & Nash",11-Jun-90,39:17:00,Pop/Rock,"Contemporary Pop/Rock, Album Rock"," Capitol Recording Studios, Studio A, Hollywood, CA Devonshire Studios, 3 Buritys Home-Brew Studio, OH ","February 1, 1986 - February 5, 1990","Pastoral, Laid-Back/Mellow, Amiable/Good-Natured, Organic, Poignant, Autumnal, Earnest, Intimate, Reflective, Wistful",,(Got to Keep) Open,"Graham Nash, Stephen Stills",,,,
Live It Up,live,"Crosby, Stills & Nash",11-Jun-90,39:17:00,Pop/Rock,"Contemporary Pop/Rock, Album Rock"," Capitol Recording Studios, Studio A, Hollywood, CA Devonshire Studios, 3 Buritys Home-Brew Studio, OH ","February 1, 1986 - February 5, 1990","Pastoral, Laid-Back/Mellow, Amiable/Good-Natured, Organic, Poignant, Autumnal, Earnest, Intimate, Reflective, Wistful",,Arrows,"David Crosby, Michael Hedges",,,,
