album_name,album_type,artist,album_release_date,album_duration,album_genre,album_styles,album_recording_location,album_recording_period,album_moods,album_themes,track_name,composers,genres,styles,moods,themes
4 Way Street,live,"Crosby, Stills, Nash & Young",7-Apr-71,1:49:44,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Album Rock",,"June 2, 1970 - July, 1970","Literate, Pastoral, Gentle, Laid-Back/Mellow, Soft/Quiet, Yearning, Amiable/Good-Natured, Organic, Poignant, Sparse, Autumnal, Earnest, Intimate, Reflective, Whimsical, Wistful","Reflection, Reminiscing",Ohio,Neil Young,Pop/Rock,"Folk-Rock, Album Rock, Psychedelic/Garage, Singer/Songwriter, Contemporary Pop/Rock, Soft Rock, Country-Rock","Anguished/Distraught, Uncompromising, Gritty, Intense, Literate, Poignant, Dramatic, Earnest, Indulgent, Ominous, Street-Smart, Angst-Ridden, Urgent, Cathartic, Eerie, Paranoid, Tense/Anxious, Confrontational, Gutsy, Reflective, Theatrical","Politics/Society, Reminiscing, Revolution, Loss/Grief, Protest"
4 Way Street,live,"Crosby, Stills, Nash & Young",7-Apr-71,1:49:44,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Album Rock",,"June 2, 1970 - July, 1970","Literate, Pastoral, Gentle, Laid-Back/Mellow, Soft/Quiet, Yearning, Amiable/Good-Natured, Organic, Poignant, Sparse, Autumnal, Earnest, Intimate, Reflective, Whimsical, Wistful","Reflection, Reminiscing",Pre-Road Downs,Graham Nash,Pop/Rock,"Contemporary Pop/Rock, Folk-Rock, Psychedelic/Garage, Singer/Songwriter, Soft Rock","Amiable/Good-Natured, Laid-Back/Mellow, Sentimental, Carefree, Organic, Cheerful, Smooth, Warm, Earnest, Playful, Rollicking, Happy, Summery, Sweet","Comfort, Relaxation, Reminiscing, The Great Outdoors"
4 Way Street,live,"Crosby, Stills, Nash & Young",7-Apr-71,1:49:44,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Album Rock",,"June 2, 1970 - July, 1970","Literate, Pastoral, Gentle, Laid-Back/Mellow, Soft/Quiet, Yearning, Amiable/Good-Natured, Organic, Poignant, Sparse, Autumnal, Earnest, Intimate, Reflective, Whimsical, Wistful","Reflection, Reminiscing",Medley,Neil Young,,,,
4 Way Street,live,"Crosby, Stills, Nash & Young",7-Apr-71,1:49:44,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Album Rock",,"June 2, 1970 - July, 1970","Literate, Pastoral, Gentle, Laid-Back/Mellow, Soft/Quiet, Yearning, Amiable/Good-Natured, Organic, Poignant, Sparse, Autumnal, Earnest, Intimate, Reflective, Whimsical, Wistful","Reflection, Reminiscing",Chicago,Graham Nash,,,,
4 Way Street,live,"Crosby, Stills, Nash & Young",7-Apr-71,1:49:44,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Album Rock",,"June 2, 1970 - July, 1970","Literate, Pastoral, Gentle, Laid-Back/Mellow, Soft/Quiet, Yearning, Amiable/Good-Natured, Organic, Poignant, Sparse, Autumnal, Earnest, Intimate, Reflective, Whimsical, Wistful","Reflection, Reminiscing",On the Way Home,Neil Young,Pop/Rock,"Album Rock, Contemporary Pop/Rock, Singer/Songwriter, Soft Rock","Dreamy, Gentle, Literate, Street-Smart, Nocturnal, Reflective, Yearning, Bittersweet, Intimate, Self-Conscious, Soft/Quiet, Earnest, Reserved, Soothing, Wistful, Melancholy, Sophisticated, Sparse, Weary, Whimsical","Introspection, Reflection, Relaxation"
4 Way Street,live,"Crosby, Stills, Nash & Young",7-Apr-71,1:49:44,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Album Rock",,"June 2, 1970 - July, 1970","Literate, Pastoral, Gentle, Laid-Back/Mellow, Soft/Quiet, Yearning, Amiable/Good-Natured, Organic, Poignant, Sparse, Autumnal, Earnest, Intimate, Reflective, Whimsical, Wistful","Reflection, Reminiscing",Black Queen,Stephen Stills,Pop/Rock,"Album Rock, Contemporary Pop/Rock, Singer/Songwriter, Soft Rock","Gritty, Knotty, Literate, Relaxed, Swaggering, Laid-Back/Mellow, Organic, Sensual, Passionate, Wistful, Yearning, Earthy, Freewheeling, Plaintive, Sparse, Street-Smart, Earnest, Intimate, Whimsical","Freedom, Hanging Out, Late Night"
4 Way Street,live,"Crosby, Stills, Nash & Young",7-Apr-71,1:49:44,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Album Rock",,"June 2, 1970 - July, 1970","Literate, Pastoral, Gentle, Laid-Back/Mellow, Soft/Quiet, Yearning, Amiable/Good-Natured, Organic, Poignant, Sparse, Autumnal, Earnest, Intimate, Reflective, Whimsical, Wistful","Reflection, Reminiscing",Love the One You're With,Stephen Stills,Pop/Rock,"Album Rock, Contemporary Pop/Rock, Singer/Songwriter, Soft Rock","Confident, Light, Literate, Sentimental, Warm, Freewheeling, Reflective, Smooth, Wistful, Sensual, Amiable/Good-Natured, Gentle, Innocent, Reserved, Reverent, Soothing, Yearning, Bright, Earnest, Intimate, Knotty, Sweet, Whimsical","Affection/Fondness, Hanging Out, Relaxation, Summer"
4 Way Street,live,"Crosby, Stills, Nash & Young",7-Apr-71,1:49:44,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Album Rock",,"June 2, 1970 - July, 1970","Literate, Pastoral, Gentle, Laid-Back/Mellow, Soft/Quiet, Yearning, Amiable/Good-Natured, Organic, Poignant, Sparse, Autumnal, Earnest, Intimate, Reflective, Whimsical, Wistful","Reflection, Reminiscing",Teach Your Children,Graham Nash,Pop/Rock,"Contemporary Pop/Rock, Folk-Rock, Psychedelic/Garage, Singer/Songwriter, Album Rock","Amiable/Good-Natured, Gentle, Innocent, Laid-Back/Mellow, Organic, Refined, Relaxed, Sentimental, Smooth, Soft/Quiet, Soothing, Sweet, Warm, Bright, Intimate, Happy, Literate, Passionate, Reflective, Earnest, Freewheeling, Precious, Wistful","Affection/Fondness, At the Office, Comfort, Family Gatherings, Parenthood, Relaxation, Reminiscing, Celebration, In Love"
4 Way Street,live,"Crosby, Stills, Nash & Young",7-Apr-71,1:49:44,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Album Rock",,"June 2, 1970 - July, 1970","Literate, Pastoral, Gentle, Laid-Back/Mellow, Soft/Quiet, Yearning, Amiable/Good-Natured, Organic, Poignant, Sparse, Autumnal, Earnest, Intimate, Reflective, Whimsical, Wistful","Reflection, Reminiscing",The Lee Shore,David Crosby,Pop/Rock,"Album Rock, Contemporary Pop/Rock, Singer/Songwriter, Soft Rock","Bittersweet, Literate, Nocturnal, Reserved, Theatrical, Weary, Delicate, Earnest, Reflective, Wistful, Dreamy, Intimate, Poignant, Whimsical, Gentle, Melancholy, Searching, Soft/Quiet, Somber, Elegant, Sentimental, Sparse","Late Night, Reflection, Relaxation, The Great Outdoors"
4 Way Street,live,"Crosby, Stills, Nash & Young",7-Apr-71,1:49:44,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Album Rock",,"June 2, 1970 - July, 1970","Literate, Pastoral, Gentle, Laid-Back/Mellow, Soft/Quiet, Yearning, Amiable/Good-Natured, Organic, Poignant, Sparse, Autumnal, Earnest, Intimate, Reflective, Whimsical, Wistful","Reflection, Reminiscing",Cowgirl in the Sand,Neil Young,Pop/Rock,"Album Rock, Contemporary Pop/Rock, Singer/Songwriter, Soft Rock","Gritty, Knotty, Literate, Relaxed, Swaggering, Laid-Back/Mellow, Organic, Sensual, Passionate, Wistful, Yearning, Earthy, Freewheeling, Plaintive, Sparse, Street-Smart, Earnest, Intimate, Whimsical","Freedom, Hanging Out, Late Night"
American Dream,studio,"Crosby, Stills, Nash & Young",3-Nov-88,57:31:00,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Album Rock","Redwood Digital Studios, Woodside, CA","March 3, 1988 - September 16, 1988","Soothing, Pastoral, Sentimental, Smooth, Gentle, Laid-Back/Mellow, Relaxed, Summery, Sweet, Warm, Amiable/Good-Natured, Organic, Poignant, Autumnal, Earnest, Intimate, Reflective, Wistful, Literate","Affection/Fondness, Healing/Comfort, Lifecycle, Politics/Society, Zeitgeist, Reflection, World View, Parenthood, The Great Outdoors",American Dream,Neil Young,"Pop/Rock, International","Folk-Rock, Psychedelic/Garage, Contemporary Pop/Rock, Singer/Songwriter","Rousing, Sentimental",Celebration
American Dream,studio,"Crosby, Stills, Nash & Young",3-Nov-88,57:31:00,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Album Rock","Redwood Digital Studios, Woodside, CA","March 3, 1988 - September 16, 1988","Soothing, Pastoral, Sentimental, Smooth, Gentle, Laid-Back/Mellow, Relaxed, Summery, Sweet, Warm, Amiable/Good-Natured, Organic, Poignant, Autumnal, Earnest, Intimate, Reflective, Wistful, Literate","Affection/Fondness, Healing/Comfort, Lifecycle, Politics/Society, Zeitgeist, Reflection, World View, Parenthood, The Great Outdoors",Don't Say Good-bye,"Graham Nash, Joe Vitale","International, Pop/Rock",Singer/Songwriter,"Calm/Peaceful, Dreamy, Romantic, Sentimental",
American Dream,studio,"Crosby, Stills, Nash & Young",3-Nov-88,57:31:00,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Album Rock","Redwood Digital Studios, Woodside, CA","March 3, 1988 - September 16, 1988","Soothing, Pastoral, Sentimental, Smooth, Gentle, Laid-Back/Mellow, Relaxed, Summery, Sweet, Warm, Amiable/Good-Natured, Organic, Poignant, Autumnal, Earnest, Intimate, Reflective, Wistful, Literate","Affection/Fondness, Healing/Comfort, Lifecycle, Politics/Society, Zeitgeist, Reflection, World View, Parenthood, The Great Outdoors",Compass,David Crosby,"International, Pop/Rock","Contemporary Pop/Rock, Folk-Rock, Psychedelic/Garage, Singer/Songwriter","Calm/Peaceful, Dreamy, Nostalgic, Sentimental",
American Dream,studio,"Crosby, Stills, Nash & Young",3-Nov-88,57:31:00,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Album Rock","Redwood Digital Studios, Woodside, CA","March 3, 1988 - September 16, 1988","Soothing, Pastoral, Sentimental, Smooth, Gentle, Laid-Back/Mellow, Relaxed, Summery, Sweet, Warm, Amiable/Good-Natured, Organic, Poignant, Autumnal, Earnest, Intimate, Reflective, Wistful, Literate","Affection/Fondness, Healing/Comfort, Lifecycle, Politics/Society, Zeitgeist, Reflection, World View, Parenthood, The Great Outdoors",Drivin' Thunder,"Stephen Stills, Neil Young","Electronic, International, Pop/Rock","Blues-Rock, Club/Dance, Contemporary Pop/Rock, Singer/Songwriter",,
American Dream,studio,"Crosby, Stills, Nash & Young",3-Nov-88,57:31:00,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Album Rock","Redwood Digital Studios, Woodside, CA","March 3, 1988 - September 16, 1988","Soothing, Pastoral, Sentimental, Smooth, Gentle, Laid-Back/Mellow, Relaxed, Summery, Sweet, Warm, Amiable/Good-Natured, Organic, Poignant, Autumnal, Earnest, Intimate, Reflective, Wistful, Literate","Affection/Fondness, Healing/Comfort, Lifecycle, Politics/Society, Zeitgeist, Reflection, World View, Parenthood, The Great Outdoors",This Old House,Neil Young,"International, Pop/Rock","Contemporary Pop/Rock, Folk-Rock, Psychedelic/Garage, Singer/Songwriter","Sad, Calm/Peaceful, Nostalgic, Sentimental","Feeling Blue, Loss/Grief, Reflection"
American Dream,studio,"Crosby, Stills, Nash & Young",3-Nov-88,57:31:00,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Album Rock","Redwood Digital Studios, Woodside, CA","March 3, 1988 - September 16, 1988","Soothing, Pastoral, Sentimental, Smooth, Gentle, Laid-Back/Mellow, Relaxed, Summery, Sweet, Warm, Amiable/Good-Natured, Organic, Poignant, Autumnal, Earnest, Intimate, Reflective, Wistful, Literate","Affection/Fondness, Healing/Comfort, Lifecycle, Politics/Society, Zeitgeist, Reflection, World View, Parenthood, The Great Outdoors",That Girl,"Bob Blaub, Stephen Stills, Joe Vitale","Pop/Rock, International","Folk-Rock, Psychedelic/Garage, Contemporary Pop/Rock, Singer/Songwriter",Lively,
American Dream,studio,"Crosby, Stills, Nash & Young",3-Nov-88,57:31:00,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Album Rock","Redwood Digital Studios, Woodside, CA","March 3, 1988 - September 16, 1988","Soothing, Pastoral, Sentimental, Smooth, Gentle, Laid-Back/Mellow, Relaxed, Summery, Sweet, Warm, Amiable/Good-Natured, Organic, Poignant, Autumnal, Earnest, Intimate, Reflective, Wistful, Literate","Affection/Fondness, Healing/Comfort, Lifecycle, Politics/Society, Zeitgeist, Reflection, World View, Parenthood, The Great Outdoors",Night Song,"Stephen Stills, Neil Young","International, Pop/Rock","Contemporary Pop/Rock, Singer/Songwriter",Sentimental,
American Dream,studio,"Crosby, Stills, Nash & Young",3-Nov-88,57:31:00,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Album Rock","Redwood Digital Studios, Woodside, CA","March 3, 1988 - September 16, 1988","Soothing, Pastoral, Sentimental, Smooth, Gentle, Laid-Back/Mellow, Relaxed, Summery, Sweet, Warm, Amiable/Good-Natured, Organic, Poignant, Autumnal, Earnest, Intimate, Reflective, Wistful, Literate","Affection/Fondness, Healing/Comfort, Lifecycle, Politics/Society, Zeitgeist, Reflection, World View, Parenthood, The Great Outdoors",Name of Love,Neil Young,"Pop/Rock, International","Folk-Rock, Psychedelic/Garage, Contemporary Pop/Rock, Singer/Songwriter","Calm/Peaceful, Sentimental",
American Dream,studio,"Crosby, Stills, Nash & Young",3-Nov-88,57:31:00,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Album Rock","Redwood Digital Studios, Woodside, CA","March 3, 1988 - September 16, 1988","Soothing, Pastoral, Sentimental, Smooth, Gentle, Laid-Back/Mellow, Relaxed, Summery, Sweet, Warm, Amiable/Good-Natured, Organic, Poignant, Autumnal, Earnest, Intimate, Reflective, Wistful, Literate","Affection/Fondness, Healing/Comfort, Lifecycle, Politics/Society, Zeitgeist, Reflection, World View, Parenthood, The Great Outdoors",Got It Made,"Stephen Stills, Neil Young","International, Pop/Rock, R&B","Contemporary Pop/Rock, Singer/Songwriter, Soul","Yearning, Sentimental",
American Dream,studio,"Crosby, Stills, Nash & Young",3-Nov-88,57:31:00,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Album Rock","Redwood Digital Studios, Woodside, CA","March 3, 1988 - September 16, 1988","Soothing, Pastoral, Sentimental, Smooth, Gentle, Laid-Back/Mellow, Relaxed, Summery, Sweet, Warm, Amiable/Good-Natured, Organic, Poignant, Autumnal, Earnest, Intimate, Reflective, Wistful, Literate","Affection/Fondness, Healing/Comfort, Lifecycle, Politics/Society, Zeitgeist, Reflection, World View, Parenthood, The Great Outdoors",Clear Blue Skies,Graham Nash,"International, Pop/Rock","Contemporary Pop/Rock, Folk-Rock, Psychedelic/Garage, Singer/Songwriter","Calm/Peaceful, Sentimental",
American Dream,studio,"Crosby, Stills, Nash & Young",3-Nov-88,57:31:00,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Album Rock","Redwood Digital Studios, Woodside, CA","March 3, 1988 - September 16, 1988","Soothing, Pastoral, Sentimental, Smooth, Gentle, Laid-Back/Mellow, Relaxed, Summery, Sweet, Warm, Amiable/Good-Natured, Organic, Poignant, Autumnal, Earnest, Intimate, Reflective, Wistful, Literate","Affection/Fondness, Healing/Comfort, Lifecycle, Politics/Society, Zeitgeist, Reflection, World View, Parenthood, The Great Outdoors",Feel Your Love,Neil Young,,,,
American Dream,studio,"Crosby, Stills, Nash & Young",3-Nov-88,57:31:00,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Album Rock","Redwood Digital Studios, Woodside, CA","March 3, 1988 - September 16, 1988","Soothing, Pastoral, Sentimental, Smooth, Gentle, Laid-Back/Mellow, Relaxed, Summery, Sweet, Warm, Amiable/Good-Natured, Organic, Poignant, Autumnal, Earnest, Intimate, Reflective, Wistful, Literate","Affection/Fondness, Healing/Comfort, Lifecycle, Politics/Society, Zeitgeist, Reflection, World View, Parenthood, The Great Outdoors",Nighttime for Generals,"David Crosby, Craig Doerge","Electronic, International, Pop/Rock","Club/Dance, Contemporary Pop/Rock, Singer/Songwriter",,
American Dream,studio,"Crosby, Stills, Nash & Young",3-Nov-88,57:31:00,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Album Rock","Redwood Digital Studios, Woodside, CA","March 3, 1988 - September 16, 1988","Soothing, Pastoral, Sentimental, Smooth, Gentle, Laid-Back/Mellow, Relaxed, Summery, Sweet, Warm, Amiable/Good-Natured, Organic, Poignant, Autumnal, Earnest, Intimate, Reflective, Wistful, Literate","Affection/Fondness, Healing/Comfort, Lifecycle, Politics/Society, Zeitgeist, Reflection, World View, Parenthood, The Great Outdoors",Soldiers of Peace,"Craig Doerge, Graham Nash, Joe Vitale",Pop/Rock,"Folk-Rock, Psychedelic/Garage",Laid-Back/Mellow,
American Dream,studio,"Crosby, Stills, Nash & Young",3-Nov-88,57:31:00,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Album Rock","Redwood Digital Studios, Woodside, CA","March 3, 1988 - September 16, 1988","Soothing, Pastoral, Sentimental, Smooth, Gentle, Laid-Back/Mellow, Relaxed, Summery, Sweet, Warm, Amiable/Good-Natured, Organic, Poignant, Autumnal, Earnest, Intimate, Reflective, Wistful, Literate","Affection/Fondness, Healing/Comfort, Lifecycle, Politics/Society, Zeitgeist, Reflection, World View, Parenthood, The Great Outdoors",Shadowland,"Graham Nash, Rick Ryan, Joe Vitale",,,,
Deja Vu ,studio,"Crosby, Stills, Nash & Young",11-Mar-70,35:34:00,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter","Wally Heiders Studio III, Los Angeles, CA",,"Laid-Back/Mellow, Literate, Amiable/Good-Natured, Autumnal, Earnest, Gentle, Intimate, Organic, Plaintive, Poignant, Wistful","Affection/Fondness, Healing/Comfort, Lifecycle, Politics/Society, Zeitgeist, Reflection, World View, Parenthood, The Great Outdoors",Carry On,Stephen Stills,Pop/Rock,"Album Rock, Contemporary Pop/Rock, Singer/Songwriter, Soft Rock","Bright, Gritty, Organic, Ramshackle, Stately, Confident, Indulgent, Rousing, Yearning, Amiable/Good-Natured, Energetic, Searching, Urgent, Earnest, Freewheeling, Literate, Lively, Reflective, Sprawling, Whimsical","Hanging Out, Relaxation, Reminiscing"
