track,artist,album,duration,release_date,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
Mr. Soul,Neil Young,Songs for Judy,186826,2018-11-30,17,0.561,0.53,2,-10.355,1,0.0763,0.713,0.00304,0.981,0.345,122.125,4
Mellow My Mind,Neil Young,Songs for Judy,150000,2018-11-30,14,0.416,0.616,2,-6.304,0,0.0408,0.803,0.0145,0.951,0.635,156.318,4
Give Me Strength,Neil Young,Songs for Judy,206706,2018-11-30,19,0.408,0.524,0,-8.629,1,0.0295,0.55,3.5e-05,0.698,0.381,132.725,4
A Man Needs a Maid,Neil Young,Songs for Judy,294320,2018-11-30,13,0.227,0.443,2,-9.672,0,0.0326,0.905,0.0314,0.872,0.128,89.577,4
Roll Another Number (For the Road),Neil Young,Songs for Judy,142480,2018-11-30,14,0.365,0.521,2,-10.196,1,0.036,0.49,3.18e-06,0.78,0.483,119.946,3
Journey Through the Past,Neil Young,Songs for Judy,197466,2018-11-30,13,0.4,0.413,0,-8.34,1,0.0285,0.963,0.000244,0.73,0.388,97.353,4
Harvest,Neil Young,Songs for Judy,162960,2018-11-30,15,0.397,0.414,2,-9.296,1,0.033,0.678,3.42e-06,0.984,0.504,105.095,4
Campaigner,Neil Young,Songs for Judy,210520,2018-11-30,14,0.596,0.489,5,-10.361,1,0.0347,0.853,2.99e-06,0.783,0.295,120.34,4
Old Laughing Lady,Neil Young,Songs for Judy,318146,2018-11-30,14,0.243,0.486,7,-9.909,1,0.0301,0.348,5.74e-06,0.988,0.293,171.548,4
The Losing End (When You're On),Neil Young,Songs for Judy,232800,2018-11-30,14,0.368,0.396,7,-10.607,1,0.0321,0.522,0.0,0.951,0.258,120.016,4
Here We Are in the Years,Neil Young,Songs for Judy,233933,2018-11-30,12,0.307,0.275,4,-12.767,0,0.0339,0.613,0.0,0.81,0.181,75.961,4
The Needle and the Damage Done,Neil Young,Songs for Judy,147693,2018-11-30,14,0.378,0.497,4,-10.067,0,0.0332,0.403,9.25e-06,0.994,0.289,115.885,4
Pocahontas,Neil Young,Songs for Judy,228693,2018-11-30,14,0.418,0.337,2,-10.899,0,0.0394,0.687,0.0,0.707,0.353,141.284,4
Sugar Mountain,Neil Young,Songs for Judy,368266,2018-11-30,19,0.307,0.369,0,-11.984,1,0.0303,0.518,0.00137,0.987,0.337,163.323,4
Many Moons Ago in the Future,Neil Young,Paradox (Original Music from the Film),29826,2018-03-23,1,0.369,0.274,4,-21.746,1,0.192,0.967,0.0055,0.305,0.646,90.308,4
Show Me,Neil Young,Paradox (Original Music from the Film),106240,2018-03-23,13,0.674,0.2,10,-19.318,1,0.0358,0.605,0.102,0.558,0.569,101.274,4
Paradox Passage 1,Neil Young,Paradox (Original Music from the Film),136373,2018-03-23,9,0.303,0.143,2,-19.092,1,0.0405,0.981,0.895,0.143,0.198,66.73,3
Hey,Neil Young,Paradox (Original Music from the Film),198213,2018-03-23,10,0.416,0.615,11,-15.439,0,0.0371,0.00084,0.837,0.29,0.556,110.988,1
Paradox Passage 2,Neil Young,Paradox (Original Music from the Film),83320,2018-03-23,9,0.448,0.0308,9,-20.994,1,0.0631,0.81,0.324,0.165,0.0369,141.311,5
Diggin' in the Dirt - Chorus,Neil Young,Paradox (Original Music from the Film),70653,2018-03-23,9,0.73,0.288,4,-17.415,1,0.0959,0.664,0.00164,0.195,0.871,84.732,4
Paradox Passage 3,Neil Young,Paradox (Original Music from the Film),172120,2018-03-23,8,0.397,0.0954,3,-24.562,1,0.0459,0.961,0.704,0.103,0.358,178.152,5
Peace Trail,Neil Young,Paradox (Original Music from the Film),306013,2018-03-23,21,0.485,0.52,4,-13.345,0,0.0299,0.634,0.000676,0.271,0.422,131.761,4
Pocahontas,Neil Young,Paradox (Original Music from the Film),194213,2018-03-23,11,0.371,0.124,7,-16.62,1,0.0356,0.734,0.00486,0.655,0.0497,108.743,4
Cowgirl Jam,Neil Young,Paradox (Original Music from the Film),636440,2018-03-23,13,0.208,0.657,5,-11.528,1,0.0442,0.00021,0.92,0.976,0.378,75.503,4
Angel Flying Too Close to the Ground,Neil Young,Paradox (Original Music from the Film),280653,2018-03-23,13,0.603,0.0685,9,-28.492,1,0.0563,0.796,0.0265,0.343,0.236,132.603,4
Diggin' in the Dirt,Neil Young,Paradox (Original Music from the Film),194813,2018-03-23,9,0.835,0.287,4,-17.468,1,0.219,0.673,8.15e-05,0.145,0.873,83.952,4
Paradox Passage 5,Neil Young,Paradox (Original Music from the Film),23746,2018-03-23,0,0.562,0.0783,7,-22.052,1,0.0534,0.891,0.744,0.206,0.652,95.952,1
Running to the Silver Eagle,Neil Young,Paradox (Original Music from the Film),174240,2018-03-23,8,0.548,0.429,0,-16.01,1,0.0447,0.0325,0.715,0.122,0.318,116.982,4
Baby What You Want Me to Do,Neil Young,Paradox (Original Music from the Film),82973,2018-03-23,8,0.768,0.0445,1,-23.525,0,0.117,0.778,0.00445,0.193,0.531,76.514,4
Offerings,Neil Young,Paradox (Original Music from the Film),50760,2018-03-23,8,0.512,0.0692,0,-16.685,1,0.047,0.723,0.00108,0.145,0.782,76.252,3
How Long?,Neil Young,Paradox (Original Music from the Film),146200,2018-03-23,7,0.867,0.0844,3,-19.195,1,0.0755,0.976,0.0204,0.132,0.441,103.115,4
Happy Together,Neil Young,Paradox (Original Music from the Film),45786,2018-03-23,7,0.61,0.213,3,-24.557,1,0.923,0.917,0.0,0.379,0.324,115.663,4
Tumbleweed,Neil Young,Paradox (Original Music from the Film),241133,2018-03-23,10,0.546,0.128,0,-18.918,1,0.0651,0.932,0.0134,0.0986,0.307,143.454,4
Already Great,Neil Young,The Visitor,347613,2017-12-01,18,0.43,0.559,9,-11.256,0,0.0322,0.39,0.0001,0.107,0.424,137.523,4
Fly by Night Deal,Neil Young,The Visitor,157146,2017-12-01,13,0.618,0.71,4,-9.737,0,0.0597,0.464,0.0,0.222,0.65,120.972,4
Almost Always,Neil Young,The Visitor,290853,2017-12-01,15,0.505,0.333,7,-14.697,1,0.0306,0.24,0.00389,0.216,0.333,111.543,4
Stand Tall,Neil Young,The Visitor,313040,2017-12-01,11,0.488,0.601,4,-10.365,1,0.0372,0.0273,7.08e-06,0.205,0.429,109.348,4
Change of Heart,Neil Young,The Visitor,354266,2017-12-01,15,0.514,0.312,0,-19.51,1,0.0839,0.722,0.139,0.103,0.536,175.589,4
Carnival,Neil Young,The Visitor,500986,2017-12-01,14,0.586,0.553,9,-12.361,0,0.0465,0.593,0.0148,0.173,0.706,117.405,4
Diggin' a Hole,Neil Young,The Visitor,153506,2017-12-01,10,0.335,0.459,2,-11.505,1,0.0551,0.333,7.66e-05,0.181,0.4,186.258,3
Children of Destiny,Neil Young,The Visitor,204880,2017-12-01,20,0.316,0.422,2,-11.075,1,0.0333,0.0752,0.000184,0.248,0.4,121.748,4
When Bad Got Good,Neil Young,The Visitor,120000,2017-12-01,10,0.792,0.521,9,-11.426,1,0.134,0.303,3.93e-05,0.122,0.842,113.697,4
Forever,Neil Young,The Visitor,632346,2017-12-01,12,0.639,0.292,0,-15.867,1,0.0325,0.728,0.0337,0.109,0.615,113.483,4
Pocahontas,Neil Young,Hitchhiker,206973,2017-09-08,31,0.584,0.347,0,-12.223,1,0.0357,0.548,1.23e-05,0.152,0.451,127.468,4
Powderfinger,Neil Young,Hitchhiker,202853,2017-09-08,33,0.609,0.256,4,-13.812,1,0.0358,0.491,6.96e-05,0.103,0.393,122.89,4
Captain Kennedy,Neil Young,Hitchhiker,171720,2017-09-08,24,0.593,0.183,3,-18.537,1,0.0317,0.487,6.49e-05,0.129,0.729,79.982,4
Hawaii,Neil Young,Hitchhiker,158320,2017-09-08,23,0.475,0.153,7,-19.834,1,0.081,0.768,0.000717,0.258,0.522,150.035,4
Give Me Strength,Neil Young,Hitchhiker,220333,2017-09-08,23,0.48,0.223,7,-17.365,1,0.0313,0.443,0.177,0.102,0.367,128.537,4
Ride My Llama,Neil Young,Hitchhiker,110146,2017-09-08,22,0.554,0.194,7,-17.287,1,0.0458,0.417,0.00215,0.332,0.652,143.92,4
Hitchhiker,Neil Young,Hitchhiker,277386,2017-09-08,27,0.51,0.27,4,-15.678,0,0.0311,0.477,0.000716,0.0863,0.453,133.943,4
Campaigner,Neil Young,Hitchhiker,259400,2017-09-08,23,0.577,0.279,5,-15.675,1,0.0337,0.202,0.00447,0.115,0.281,117.374,4
Human Highway,Neil Young,Hitchhiker,196933,2017-09-08,24,0.473,0.139,7,-15.442,1,0.033,0.771,0.00132,0.117,0.376,140.365,4
The Old Country Waltz,Neil Young,Hitchhiker,217306,2017-09-08,21,0.577,0.0814,7,-17.372,1,0.041,0.948,0.000159,0.111,0.184,97.054,3
Peace Trail,Neil Young,Peace Trail,332573,2016-12-02,27,0.612,0.603,0,-13.349,1,0.0374,0.124,0.00044,0.248,0.583,128.998,4
Can't Stop Workin',Neil Young,Peace Trail,165426,2016-12-02,18,0.699,0.365,11,-15.863,0,0.0363,0.0375,0.00663,0.0839,0.644,133.043,4
Indian Givers,Neil Young,Peace Trail,341080,2016-12-02,15,0.561,0.389,9,-17.271,0,0.0451,0.411,0.000337,0.0951,0.638,147.951,4
Show Me,Neil Young,Peace Trail,242280,2016-12-02,21,0.703,0.18,10,-19.904,1,0.0426,0.57,0.00577,0.137,0.582,101.61,4
Texas Rangers,Neil Young,Peace Trail,149613,2016-12-02,13,0.74,0.289,0,-17.776,1,0.0612,0.428,5.94e-05,0.0603,0.566,145.913,4
Terrorist Suicide Hang Gliders,Neil Young,Peace Trail,197626,2016-12-02,17,0.697,0.24,9,-15.078,0,0.0304,0.522,0.000523,0.125,0.493,147.129,4
John Oaks,Neil Young,Peace Trail,312080,2016-12-02,14,0.668,0.315,0,-16.707,1,0.065,0.517,1.23e-05,0.102,0.588,142.826,4
My Pledge,Neil Young,Peace Trail,234480,2016-12-02,18,0.583,0.282,0,-17.39,1,0.0604,0.616,1.35e-06,0.096,0.55,141.078,4
Glass Accident,Neil Young,Peace Trail,173213,2016-12-02,13,0.535,0.249,4,-18.34,1,0.0371,0.719,0.00124,0.199,0.75,145.686,4
My New Robot,Neil Young,Peace Trail,153960,2016-12-02,13,0.554,0.285,2,-17.889,1,0.0432,0.678,0.000407,0.169,0.634,142.012,4
Mother Earth,Neil Young,Earth,340506,2016-06-24,20,0.13,0.2,9,-20.486,1,0.0478,0.854,0.061,0.247,0.147,83.858,3
Seed Justice,Neil Young,Earth,238053,2016-06-24,12,0.374,0.82,9,-10.754,0,0.293,0.412,0.000976,0.351,0.339,124.582,4
My Country Home,Neil Young,Earth,362586,2016-06-24,13,0.459,0.65,7,-12.748,1,0.0401,0.217,0.0131,0.888,0.688,122.13,4
The Monsanto Years,Neil Young,Earth,500546,2016-06-24,11,0.334,0.299,5,-13.916,1,0.0311,0.63,0.00129,0.643,0.368,142.371,4
Western Hero,Neil Young,Earth,243946,2016-06-24,11,0.611,0.394,0,-13.668,1,0.0332,0.719,7.18e-05,0.937,0.483,94.572,4
Vampire Blues,Neil Young,Earth,355986,2016-06-24,11,0.418,0.488,11,-12.394,0,0.0517,0.705,0.00681,0.422,0.48,146.471,4
Hippie Dream,Neil Young,Earth,354933,2016-06-24,10,0.49,0.695,9,-12.438,0,0.052,0.328,0.0172,0.648,0.528,124.179,4
After the Gold Rush,Neil Young,Earth,249626,2016-06-24,13,0.472,0.131,0,-15.075,1,0.0316,0.986,0.000131,0.458,0.102,94.946,4
Human Highway,Neil Young,Earth,251880,2016-06-24,12,0.476,0.338,7,-14.369,1,0.0282,0.772,3.36e-05,0.355,0.555,141.011,4
Big Box,Neil Young,Earth,560746,2016-06-24,9,0.326,0.7,0,-12.137,1,0.0778,0.456,0.103,0.34,0.204,125.895,4
People Want to Hear About Love,Neil Young,Earth,320280,2016-06-24,8,0.373,0.544,0,-12.93,1,0.0679,0.617,8.74e-05,0.697,0.346,127.133,4
Wolf Moon,Neil Young,Earth,390933,2016-06-24,9,0.401,0.263,2,-18.02,1,0.0492,0.721,0.00488,0.341,0.125,114.116,4
Love and Only Love,Neil Young,Earth,1684080,2016-06-24,11,0.303,0.597,2,-15.018,1,0.0729,0.726,0.642,0.35,0.196,127.963,4
Welcome to the Big Room,Neil Young,Bluenote Café,450853,2015-11-13,15,0.336,0.872,9,-6.259,1,0.13,0.219,0.0703,0.977,0.377,97.742,4
Don't Take Your Love Away from Me,Neil Young,Bluenote Café,570693,2015-11-13,15,0.467,0.529,9,-6.843,0,0.0268,0.204,0.133,0.979,0.446,86.458,4
This Note's for You,Neil Young,Bluenote Café,324426,2015-11-13,19,0.572,0.876,4,-6.678,0,0.0494,0.0869,0.0294,0.965,0.502,110.339,4
Ten Men Workin',Neil Young,Bluenote Café,511786,2015-11-13,12,0.509,0.876,9,-7.732,1,0.0526,0.00208,0.0428,0.964,0.482,124.052,4
Life in the City,Neil Young,Bluenote Café,231626,2015-11-13,11,0.385,0.955,9,-5.591,1,0.0802,0.00139,0.000838,0.717,0.273,148.926,4
Hello Lonely Woman,Neil Young,Bluenote Café,290866,2015-11-13,10,0.397,0.829,9,-6.678,1,0.046,0.285,0.0224,0.853,0.658,172.634,4
Soul of a Woman,Neil Young,Bluenote Café,353906,2015-11-13,11,0.574,0.687,2,-8.493,1,0.0465,0.0626,0.000393,0.797,0.526,113.998,4
Married Man,Neil Young,Bluenote Café,185040,2015-11-13,9,0.515,0.844,6,-7.904,0,0.0623,0.0479,0.00566,0.972,0.528,124.147,4
Bad News Comes to Town,Neil Young,Bluenote Café,480026,2015-11-13,10,0.447,0.528,9,-8.873,1,0.0372,0.109,0.00397,0.986,0.248,115.82,4
Ain't It the Truth,Neil Young,Bluenote Café,450546,2015-11-13,12,0.455,0.699,2,-6.962,1,0.0308,0.232,0.00789,0.955,0.771,169.852,4
One Thing,Neil Young,Bluenote Café,401533,2015-11-13,11,0.331,0.387,9,-10.332,0,0.0414,0.757,0.0178,0.965,0.19,95.036,4
Twilight,Neil Young,Bluenote Café,469626,2015-11-13,10,0.555,0.456,4,-13.024,0,0.0288,0.331,0.087,0.977,0.233,104.672,4
I'm Goin',Neil Young,Bluenote Café,334106,2015-11-13,9,0.51,0.879,9,-6.759,1,0.0565,0.0582,0.476,0.991,0.394,117.95,4
Ordinary People,Neil Young,Bluenote Café,770773,2015-11-13,13,0.465,0.682,7,-7.479,1,0.0351,0.0725,9.17e-05,0.977,0.336,130.289,4
Crime in the City,Neil Young,Bluenote Café,440840,2015-11-13,15,0.433,0.945,11,-7.097,0,0.0397,0.0018,0.0185,0.704,0.534,136.361,4
Crime of the Heart,Neil Young,Bluenote Café,336973,2015-11-13,9,0.387,0.503,4,-11.256,1,0.0418,0.459,0.0953,0.879,0.256,197.721,3
Welcome Rap,Neil Young,Bluenote Café,34706,2015-11-13,7,0.362,0.739,10,-18.57,0,0.495,0.333,0.000738,0.946,0.065,128.705,5
Doghouse,Neil Young,Bluenote Café,250226,2015-11-13,8,0.609,0.849,7,-8.122,1,0.0374,0.0107,0.0544,0.878,0.642,119.671,4
Fool for Your Love,Neil Young,Bluenote Café,252520,2015-11-13,9,0.582,0.624,9,-10.153,1,0.0381,0.177,0.104,0.756,0.309,126.363,4
Encore Rap,Neil Young,Bluenote Café,67453,2015-11-13,7,0.163,0.746,4,-21.853,0,0.0814,0.679,0.665,0.965,0.0247,42.022,3
On the Way Home,Neil Young,Bluenote Café,175880,2015-11-13,10,0.587,0.827,5,-6.32,1,0.035,0.0416,0.0209,0.947,0.574,117.293,4
Sunny Inside,Neil Young,Bluenote Café,233320,2015-11-13,7,0.496,0.878,9,-8.767,1,0.0436,0.00495,0.000309,0.432,0.519,119.927,4
Tonight's the Night,Neil Young,Bluenote Café,1166533,2015-11-13,10,0.386,0.596,9,-9.626,1,0.0481,0.0285,0.00201,0.967,0.231,104.776,4
A New Day for Love,Neil Young,The Monsanto Years,352760,2015-06-26,18,0.396,0.57,7,-8.177,1,0.0268,0.187,0.000776,0.228,0.503,81.471,4
Wolf Moon,Neil Young,The Monsanto Years,232573,2015-06-26,13,0.533,0.243,7,-13.529,1,0.0383,0.472,0.000148,0.104,0.259,107.847,4
People Want to Hear About Love,Neil Young,The Monsanto Years,380360,2015-06-26,12,0.352,0.688,0,-8.466,1,0.0274,0.226,8.62e-06,0.151,0.582,130.279,4
Big Box,Neil Young,The Monsanto Years,497720,2015-06-26,13,0.425,0.698,0,-7.992,1,0.0347,0.0566,0.00222,0.103,0.515,123.962,4
A Rock Star Bucks a Coffee Shop,Neil Young,The Monsanto Years,300120,2015-06-26,13,0.565,0.536,2,-8.566,1,0.0303,0.338,0.000812,0.0873,0.775,114.151,4
Workin' Man,Neil Young,The Monsanto Years,283253,2015-06-26,12,0.298,0.849,7,-5.772,1,0.0382,0.106,8.48e-06,0.203,0.63,174.374,4
Rules of Change,Neil Young,The Monsanto Years,279693,2015-06-26,10,0.443,0.622,2,-10.998,1,0.0277,0.576,0.499,0.151,0.44,98.462,4
Monsanto Years,Neil Young,The Monsanto Years,466933,2015-06-26,13,0.533,0.481,5,-9.845,1,0.0268,0.622,0.00101,0.103,0.446,144.172,4
If I Don't Know,Neil Young,The Monsanto Years,264506,2015-06-26,10,0.412,0.483,7,-8.961,1,0.0297,0.437,0.155,0.156,0.349,115.267,4
Plastic Flowers - Orchestral,Neil Young,Storytone,246373,2014-10-31,11,0.374,0.178,0,-13.563,1,0.0335,0.973,0.00196,0.162,0.314,91.55,4
Who's Gonna Stand Up? - Orchestral,Neil Young,Storytone,263773,2014-10-31,9,0.432,0.24,4,-12.57,0,0.0272,0.857,0.00631,0.11,0.113,81.901,4
I Want to Drive My Car - Band,Neil Young,Storytone,188373,2014-10-31,9,0.437,0.36,2,-10.024,1,0.0292,0.191,0.00401,0.272,0.71,108.027,4
Glimmer - Orchestral,Neil Young,Storytone,299466,2014-10-31,7,0.197,0.114,7,-15.54,1,0.0405,0.956,0.00189,0.148,0.115,80.231,4
Say Hello to Chicago - Big Band,Neil Young,Storytone,297453,2014-10-31,6,0.349,0.395,0,-8.233,1,0.0357,0.428,2.47e-05,0.209,0.742,171.37,4
Tumbleweed - Orchestral,Neil Young,Storytone,217026,2014-10-31,6,0.286,0.0941,0,-18.303,1,0.0361,0.969,0.0296,0.105,0.237,139.858,4
Like You Used to Do - Band,Neil Young,Storytone,159760,2014-10-31,6,0.589,0.464,11,-9.868,0,0.0382,0.156,1.33e-06,0.22,0.677,105.162,4
I'm Glad I Found You - Orchestral,Neil Young,Storytone,219560,2014-10-31,8,0.227,0.186,7,-13.237,1,0.0351,0.971,0.00805,0.17,0.236,175.661,3
When I Watch You Sleeping - Orchestral,Neil Young,Storytone,330653,2014-10-31,9,0.51,0.328,7,-11.465,1,0.0273,0.226,0.00164,0.133,0.372,85.008,4
All Those Dreams - Orchestral,Neil Young,Storytone,265413,2014-10-31,9,0.643,0.187,2,-16.623,1,0.0286,0.883,0.0613,0.113,0.281,107.227,4
A Letter Home Intro,Neil Young,A Letter Home,137213,2014-05-19,12,0.755,0.251,4,-14.697,0,0.587,0.804,0.000106,0.13,0.537,80.165,4
Changes,Neil Young,A Letter Home,236306,2014-05-19,15,0.445,0.257,4,-21.839,0,0.0504,0.937,0.285,0.113,0.632,142.318,4
Girl from the North Country,Neil Young,A Letter Home,211493,2014-05-19,21,0.487,0.45,7,-13.317,1,0.0257,0.945,0.000309,0.262,0.372,94.665,4
Needle of Death,Neil Young,A Letter Home,297266,2014-05-19,14,0.44,0.346,3,-13.856,1,0.0327,0.921,0.647,0.115,0.482,137.441,4
Early Morning Rain,Neil Young,A Letter Home,264320,2014-05-19,12,0.33,0.424,5,-13.186,1,0.0349,0.952,0.00434,0.364,0.623,176.991,4
Crazy,Neil Young,A Letter Home,135973,2014-05-19,18,0.546,0.261,4,-16.051,0,0.0401,0.914,0.00551,0.123,0.273,91.65,4
Reason to Believe,Neil Young,A Letter Home,166893,2014-05-19,12,0.7,0.235,0,-15.056,1,0.0677,0.968,0.0313,0.11,0.573,104.735,4
On the Road Again,Neil Young,A Letter Home,142586,2014-05-19,11,0.5,0.517,0,-9.94,1,0.032,0.9,3.85e-05,0.175,0.388,101.387,4
If You Could Read My Mind,Neil Young,A Letter Home,244040,2014-05-19,14,0.59,0.296,2,-14.57,1,0.0415,0.933,0.00412,0.207,0.34,123.128,4
Since I Met You Baby,Neil Young,A Letter Home,133453,2014-05-19,10,0.559,0.2,6,-17.376,1,0.0703,0.983,0.462,0.116,0.536,101.782,4
My Hometown,Neil Young,A Letter Home,248080,2014-05-19,12,0.558,0.276,9,-13.908,1,0.0513,0.899,0.00246,0.134,0.445,120.689,4
