track,album,album_type,artist,album_duration,release_date,recording_period,recording_location,album_genre,album_styles,album_moods,album_themes,genres,styles,moods,themes,composers,user_rating
Charlie,Crosby & Nash,studio,Crosby & Nash,1:14:17,,10-Aug-04,"Center Staging, Burbank, CA",Pop/Rock,"Contemporary Pop/Rock, Contemporary Singer/Songwriter","Earnest, Intimate, Wistful, Laid-Back/Mellow, Organic, Plaintive, Reflective, Sentimental, Amiable/Good-Natured, Bittersweet, Gentle",,Pop/Rock,"Folk-Rock, Psychedelic/Garage",Laid-Back/Mellow,,"David Crosby, Dean Parks",8
Don't Dig Here,Crosby & Nash,studio,Crosby & Nash,1:14:17,,10-Aug-04,"Center Staging, Burbank, CA",Pop/Rock,"Contemporary Pop/Rock, Contemporary Singer/Songwriter","Earnest, Intimate, Wistful, Laid-Back/Mellow, Organic, Plaintive, Reflective, Sentimental, Amiable/Good-Natured, Bittersweet, Gentle",,,,,,"Russ Kunkel, Graham Nash, James Raymond",8
Grace,Crosby & Nash,studio,Crosby & Nash,1:14:17,,10-Aug-04,"Center Staging, Burbank, CA",Pop/Rock,"Contemporary Pop/Rock, Contemporary Singer/Songwriter","Earnest, Intimate, Wistful, Laid-Back/Mellow, Organic, Plaintive, Reflective, Sentimental, Amiable/Good-Natured, Bittersweet, Gentle",,Pop/Rock,Singer/Songwriter,"Calm/Peaceful, Dreamy, Sentimental",,James Raymond,8
Half Your Angels,Crosby & Nash,studio,Crosby & Nash,1:14:17,,10-Aug-04,"Center Staging, Burbank, CA",Pop/Rock,"Contemporary Pop/Rock, Contemporary Singer/Songwriter","Earnest, Intimate, Wistful, Laid-Back/Mellow, Organic, Plaintive, Reflective, Sentimental, Amiable/Good-Natured, Bittersweet, Gentle",,Pop/Rock,"Adult Contemporary, Singer/Songwriter","Calm/Peaceful, Dreamy, Sentimental, Yearning",,Graham Nash,8
How Does It Shine,Crosby & Nash,studio,Crosby & Nash,1:14:17,,10-Aug-04,"Center Staging, Burbank, CA",Pop/Rock,"Contemporary Pop/Rock, Contemporary Singer/Songwriter","Earnest, Intimate, Wistful, Laid-Back/Mellow, Organic, Plaintive, Reflective, Sentimental, Amiable/Good-Natured, Bittersweet, Gentle",,,,,,David Crosby,8
I Surrender,Crosby & Nash,studio,Crosby & Nash,1:14:17,,10-Aug-04,"Center Staging, Burbank, CA",Pop/Rock,"Contemporary Pop/Rock, Contemporary Singer/Songwriter","Earnest, Intimate, Wistful, Laid-Back/Mellow, Organic, Plaintive, Reflective, Sentimental, Amiable/Good-Natured, Bittersweet, Gentle",,,,,,Marc Cohn,8
Jesus Of Rio,Crosby & Nash,studio,Crosby & Nash,1:14:17,,10-Aug-04,"Center Staging, Burbank, CA",Pop/Rock,"Contemporary Pop/Rock, Contemporary Singer/Songwriter","Earnest, Intimate, Wistful, Laid-Back/Mellow, Organic, Plaintive, Reflective, Sentimental, Amiable/Good-Natured, Bittersweet, Gentle",,"Folk, Pop/Rock","Adult Contemporary, Folk-Pop, Singer/Songwriter","Calm/Peaceful, Dreamy, Relaxed, Sentimental",,"Graham Nash, Jeff Pevar",8
Lay Me Down,Crosby & Nash,studio,Crosby & Nash,1:14:17,,10-Aug-04,"Center Staging, Burbank, CA",Pop/Rock,"Contemporary Pop/Rock, Contemporary Singer/Songwriter","Earnest, Intimate, Wistful, Laid-Back/Mellow, Organic, Plaintive, Reflective, Sentimental, Amiable/Good-Natured, Bittersweet, Gentle",,Pop/Rock,"Folk-Rock, Psychedelic/Garage","Calm/Peaceful, Dreamy, Nostalgic, Sentimental",,James Raymond,8
Live On (The Wall),Crosby & Nash,studio,Crosby & Nash,1:14:17,,10-Aug-04,"Center Staging, Burbank, CA",Pop/Rock,"Contemporary Pop/Rock, Contemporary Singer/Songwriter","Earnest, Intimate, Wistful, Laid-Back/Mellow, Organic, Plaintive, Reflective, Sentimental, Amiable/Good-Natured, Bittersweet, Gentle",,,,,,"Patrick Flannery, Graham Nash, Steve Plunkett, Spencer Proffer",8
Luck Dragon,Crosby & Nash,studio,Crosby & Nash,1:14:17,,10-Aug-04,"Center Staging, Burbank, CA",Pop/Rock,"Contemporary Pop/Rock, Contemporary Singer/Songwriter","Earnest, Intimate, Wistful, Laid-Back/Mellow, Organic, Plaintive, Reflective, Sentimental, Amiable/Good-Natured, Bittersweet, Gentle",,Pop/Rock,"Adult Contemporary, Singer/Songwriter",Dreamy,,"David Crosby, James Raymond",8
Michael (Hedges Here),Crosby & Nash,studio,Crosby & Nash,1:14:17,,10-Aug-04,"Center Staging, Burbank, CA",Pop/Rock,"Contemporary Pop/Rock, Contemporary Singer/Songwriter","Earnest, Intimate, Wistful, Laid-Back/Mellow, Organic, Plaintive, Reflective, Sentimental, Amiable/Good-Natured, Bittersweet, Gentle",,,,,,Graham Nash,8
Milky Way Tonight,Crosby & Nash,studio,Crosby & Nash,1:14:17,,10-Aug-04,"Center Staging, Burbank, CA",Pop/Rock,"Contemporary Pop/Rock, Contemporary Singer/Songwriter","Earnest, Intimate, Wistful, Laid-Back/Mellow, Organic, Plaintive, Reflective, Sentimental, Amiable/Good-Natured, Bittersweet, Gentle",,"Country, Folk, Pop/Rock","Adult Contemporary, Folk-Pop, Singer/Songwriter","Dreamy, Nostalgic, Sentimental",,Graham Nash,8
My Country Tis Of Thee,Crosby & Nash,studio,Crosby & Nash,1:14:17,,10-Aug-04,"Center Staging, Burbank, CA",Pop/Rock,"Contemporary Pop/Rock, Contemporary Singer/Songwriter","Earnest, Intimate, Wistful, Laid-Back/Mellow, Organic, Plaintive, Reflective, Sentimental, Amiable/Good-Natured, Bittersweet, Gentle",,,,,,Traditional,8
On The Other Side Of Town,Crosby & Nash,studio,Crosby & Nash,1:14:17,,10-Aug-04,"Center Staging, Burbank, CA",Pop/Rock,"Contemporary Pop/Rock, Contemporary Singer/Songwriter","Earnest, Intimate, Wistful, Laid-Back/Mellow, Organic, Plaintive, Reflective, Sentimental, Amiable/Good-Natured, Bittersweet, Gentle",,Pop/Rock,"Adult Contemporary, Singer/Songwriter","Dreamy, Nostalgic, Sentimental",,Graham Nash,8
Penguin In A Palm Tree,Crosby & Nash,studio,Crosby & Nash,1:14:17,,10-Aug-04,"Center Staging, Burbank, CA",Pop/Rock,"Contemporary Pop/Rock, Contemporary Singer/Songwriter","Earnest, Intimate, Wistful, Laid-Back/Mellow, Organic, Plaintive, Reflective, Sentimental, Amiable/Good-Natured, Bittersweet, Gentle",,Pop/Rock,"Adult Contemporary, Singer/Songwriter","Dreamy, Nostalgic, Sentimental",,Graham Nash,8
Puppeteer,Crosby & Nash,studio,Crosby & Nash,1:14:17,,10-Aug-04,"Center Staging, Burbank, CA",Pop/Rock,"Contemporary Pop/Rock, Contemporary Singer/Songwriter","Earnest, Intimate, Wistful, Laid-Back/Mellow, Organic, Plaintive, Reflective, Sentimental, Amiable/Good-Natured, Bittersweet, Gentle",,,,,,James Raymond,8
Samurai,Crosby & Nash,studio,Crosby & Nash,1:14:17,,10-Aug-04,"Center Staging, Burbank, CA",Pop/Rock,"Contemporary Pop/Rock, Contemporary Singer/Songwriter","Earnest, Intimate, Wistful, Laid-Back/Mellow, Organic, Plaintive, Reflective, Sentimental, Amiable/Good-Natured, Bittersweet, Gentle",,"Folk, International, Pop/Rock","Folk-Pop, Singer/Songwriter","Dreamy, Nostalgic, Sentimental",,David Crosby,8
Shining On Your Dreams,Crosby & Nash,studio,Crosby & Nash,1:14:17,,10-Aug-04,"Center Staging, Burbank, CA",Pop/Rock,"Contemporary Pop/Rock, Contemporary Singer/Songwriter","Earnest, Intimate, Wistful, Laid-Back/Mellow, Organic, Plaintive, Reflective, Sentimental, Amiable/Good-Natured, Bittersweet, Gentle",,,,,,"Russ Kunkel, Graham Nash",8
They Want It All,Crosby & Nash,studio,Crosby & Nash,1:14:17,,10-Aug-04,"Center Staging, Burbank, CA",Pop/Rock,"Contemporary Pop/Rock, Contemporary Singer/Songwriter","Earnest, Intimate, Wistful, Laid-Back/Mellow, Organic, Plaintive, Reflective, Sentimental, Amiable/Good-Natured, Bittersweet, Gentle",,Pop/Rock,"Adult Contemporary, Contemporary Pop/Rock, Singer/Songwriter",Lively,,David Crosby,8
Through Here Quite Often,Crosby & Nash,studio,Crosby & Nash,1:14:17,,10-Aug-04,"Center Staging, Burbank, CA",Pop/Rock,"Contemporary Pop/Rock, Contemporary Singer/Songwriter","Earnest, Intimate, Wistful, Laid-Back/Mellow, Organic, Plaintive, Reflective, Sentimental, Amiable/Good-Natured, Bittersweet, Gentle",,,,,,"David Crosby, Dean Parks",8
Blacknotes,Graham Nash & David Crosby,studio,Crosby & Nash,35:40:00,,1972,"Wally Heider III, Los Angeles, CA",Pop/Rock,"Singer/Songwriter, Soft Rock","Pastoral, Soothing, Poignant, Smooth, Autumnal, Gentle, Intimate, Relaxed, Summery, Sweet, Warm, Amiable/Good-Natured, Earnest, Laid-Back/Mellow, Organic, Reflective, Sentimental, Wistful, Literate","Politics/Society, Introspection, Affection/Fondness, Heartbreak, Reflection, Relationships","International, Pop/Rock",Singer/Songwriter,"Calm/Peaceful, Dreamy, Sentimental",,Graham Nash,
Frozen Smiles,Graham Nash & David Crosby,studio,Crosby & Nash,35:40:00,,1972,"Wally Heider III, Los Angeles, CA",Pop/Rock,"Singer/Songwriter, Soft Rock","Pastoral, Soothing, Poignant, Smooth, Autumnal, Gentle, Intimate, Relaxed, Summery, Sweet, Warm, Amiable/Good-Natured, Earnest, Laid-Back/Mellow, Organic, Reflective, Sentimental, Wistful, Literate","Politics/Society, Introspection, Affection/Fondness, Heartbreak, Reflection, Relationships","International, Pop/Rock","Contemporary Pop/Rock, Folk-Rock, Psychedelic/Garage, Singer/Songwriter",Lively,,Graham Nash,
Games,Graham Nash & David Crosby,studio,Crosby & Nash,35:40:00,,1972,"Wally Heider III, Los Angeles, CA",Pop/Rock,"Singer/Songwriter, Soft Rock","Pastoral, Soothing, Poignant, Smooth, Autumnal, Gentle, Intimate, Relaxed, Summery, Sweet, Warm, Amiable/Good-Natured, Earnest, Laid-Back/Mellow, Organic, Reflective, Sentimental, Wistful, Literate","Politics/Society, Introspection, Affection/Fondness, Heartbreak, Reflection, Relationships","International, Pop/Rock","Contemporary Pop/Rock, Singer/Songwriter","Calm/Peaceful, Nostalgic, Sentimental",,Graham Nash,
Girl to Be on My Mind,Graham Nash & David Crosby,studio,Crosby & Nash,35:40:00,,1972,"Wally Heider III, Los Angeles, CA",Pop/Rock,"Singer/Songwriter, Soft Rock","Pastoral, Soothing, Poignant, Smooth, Autumnal, Gentle, Intimate, Relaxed, Summery, Sweet, Warm, Amiable/Good-Natured, Earnest, Laid-Back/Mellow, Organic, Reflective, Sentimental, Wistful, Literate","Politics/Society, Introspection, Affection/Fondness, Heartbreak, Reflection, Relationships","International, Pop/Rock","Contemporary Pop/Rock, Singer/Songwriter","Calm/Peaceful, Dreamy, Sentimental",,Graham Nash,
Immigration Man,Graham Nash & David Crosby,studio,Crosby & Nash,35:40:00,,1972,"Wally Heider III, Los Angeles, CA",Pop/Rock,"Singer/Songwriter, Soft Rock","Pastoral, Soothing, Poignant, Smooth, Autumnal, Gentle, Intimate, Relaxed, Summery, Sweet, Warm, Amiable/Good-Natured, Earnest, Laid-Back/Mellow, Organic, Reflective, Sentimental, Wistful, Literate","Politics/Society, Introspection, Affection/Fondness, Heartbreak, Reflection, Relationships",Pop/Rock,"Folk-Rock, Psychedelic/Garage",Lively,,Graham Nash,
Page 43,Graham Nash & David Crosby,studio,Crosby & Nash,35:40:00,,1972,"Wally Heider III, Los Angeles, CA",Pop/Rock,"Singer/Songwriter, Soft Rock","Pastoral, Soothing, Poignant, Smooth, Autumnal, Gentle, Intimate, Relaxed, Summery, Sweet, Warm, Amiable/Good-Natured, Earnest, Laid-Back/Mellow, Organic, Reflective, Sentimental, Wistful, Literate","Politics/Society, Introspection, Affection/Fondness, Heartbreak, Reflection, Relationships","International, Pop/Rock","Contemporary Pop/Rock, Singer/Songwriter","Calm/Peaceful, Dreamy, Sentimental",,David Crosby,
Southbound Train,Graham Nash & David Crosby,studio,Crosby & Nash,35:40:00,,1972,"Wally Heider III, Los Angeles, CA",Pop/Rock,"Singer/Songwriter, Soft Rock","Pastoral, Soothing, Poignant, Smooth, Autumnal, Gentle, Intimate, Relaxed, Summery, Sweet, Warm, Amiable/Good-Natured, Earnest, Laid-Back/Mellow, Organic, Reflective, Sentimental, Wistful, Literate","Politics/Society, Introspection, Affection/Fondness, Heartbreak, Reflection, Relationships","International, Pop/Rock","Contemporary Pop/Rock, Folk-Rock, Psychedelic/Garage, Singer/Songwriter","Nostalgic, Sentimental",,Graham Nash,
Strangers Room,Graham Nash & David Crosby,studio,Crosby & Nash,35:40:00,,1972,"Wally Heider III, Los Angeles, CA",Pop/Rock,"Singer/Songwriter, Soft Rock","Pastoral, Soothing, Poignant, Smooth, Autumnal, Gentle, Intimate, Relaxed, Summery, Sweet, Warm, Amiable/Good-Natured, Earnest, Laid-Back/Mellow, Organic, Reflective, Sentimental, Wistful, Literate","Politics/Society, Introspection, Affection/Fondness, Heartbreak, Reflection, Relationships","International, Pop/Rock","Contemporary Pop/Rock, Singer/Songwriter","Calm/Peaceful, Sentimental",,Graham Nash,
The Wall Song,Graham Nash & David Crosby,studio,Crosby & Nash,35:40:00,,1972,"Wally Heider III, Los Angeles, CA",Pop/Rock,"Singer/Songwriter, Soft Rock","Pastoral, Soothing, Poignant, Smooth, Autumnal, Gentle, Intimate, Relaxed, Summery, Sweet, Warm, Amiable/Good-Natured, Earnest, Laid-Back/Mellow, Organic, Reflective, Sentimental, Wistful, Literate","Politics/Society, Introspection, Affection/Fondness, Heartbreak, Reflection, Relationships","International, Pop/Rock","Contemporary Pop/Rock, Singer/Songwriter","Lively, Sentimental",,David Crosby,
Where Will I Be?,Graham Nash & David Crosby,studio,Crosby & Nash,35:40:00,,1972,"Wally Heider III, Los Angeles, CA",Pop/Rock,"Singer/Songwriter, Soft Rock","Pastoral, Soothing, Poignant, Smooth, Autumnal, Gentle, Intimate, Relaxed, Summery, Sweet, Warm, Amiable/Good-Natured, Earnest, Laid-Back/Mellow, Organic, Reflective, Sentimental, Wistful, Literate","Politics/Society, Introspection, Affection/Fondness, Heartbreak, Reflection, Relationships","International, Pop/Rock","Contemporary Pop/Rock, Folk-Rock, Psychedelic/Garage, Singer/Songwriter","Calm/Peaceful, Nostalgic, Sentimental",,David Crosby,
Whole Cloth,Graham Nash & David Crosby,studio,Crosby & Nash,35:40:00,,1972,"Wally Heider III, Los Angeles, CA",Pop/Rock,"Singer/Songwriter, Soft Rock","Pastoral, Soothing, Poignant, Smooth, Autumnal, Gentle, Intimate, Relaxed, Summery, Sweet, Warm, Amiable/Good-Natured, Earnest, Laid-Back/Mellow, Organic, Reflective, Sentimental, Wistful, Literate","Politics/Society, Introspection, Affection/Fondness, Heartbreak, Reflection, Relationships","International, Pop/Rock","Contemporary Pop/Rock, Singer/Songwriter","Calm/Peaceful, Dreamy, Nostalgic, Sentimental",,David Crosby,
Deja Vu,Live,live,Crosby & Nash,51:36:00,1977-11,"September 7, 1975 - September 11, 1976"," Anaheim, CA Blossom Music Festival, Akron O Garden State Art Center, Homdel ",Pop/Rock,"Singer/Songwriter, Album Rock, Soft Rock","Amiable/Good-Natured, Earnest, Gentle, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Sentimental, Wistful","Daydreaming, Dinner Ambiance, Homecoming",Pop/Rock,"Singer/Songwriter, Soft Rock, Contemporary Pop/Rock, Folk-Rock, Psychedelic/Garage, Album Rock","Laid-Back/Mellow, Organic, Reflective, Searching, Soothing, Sweet, Warm, Wistful, Light, Bright, Yearning","Comfort, Day Driving, Hanging Out, Introspection, Reflection, Relaxation, Reminiscing, Celebration",David Crosby,8
I Used to Be a King,Live,live,Crosby & Nash,51:36:00,1977-11,"September 7, 1975 - September 11, 1976"," Anaheim, CA Blossom Music Festival, Akron O Garden State Art Center, Homdel ",Pop/Rock,"Singer/Songwriter, Album Rock, Soft Rock","Amiable/Good-Natured, Earnest, Gentle, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Sentimental, Wistful","Daydreaming, Dinner Ambiance, Homecoming",Pop/Rock,"Folk-Rock, Psychedelic/Garage",Sentimental,,Graham Nash,8
King of the Mountain,Live,live,Crosby & Nash,51:36:00,1977-11,"September 7, 1975 - September 11, 1976"," Anaheim, CA Blossom Music Festival, Akron O Garden State Art Center, Homdel ",Pop/Rock,"Singer/Songwriter, Album Rock, Soft Rock","Amiable/Good-Natured, Earnest, Gentle, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Sentimental, Wistful","Daydreaming, Dinner Ambiance, Homecoming",,,,,David Crosby,8
Lee Shore,Live,live,Crosby & Nash,51:36:00,1977-11,"September 7, 1975 - September 11, 1976"," Anaheim, CA Blossom Music Festival, Akron O Garden State Art Center, Homdel ",Pop/Rock,"Singer/Songwriter, Album Rock, Soft Rock","Amiable/Good-Natured, Earnest, Gentle, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Sentimental, Wistful","Daydreaming, Dinner Ambiance, Homecoming",Pop/Rock,"Folk-Rock, Psychedelic/Garage",Yearning,,David Crosby,8
Simple Man,Live,live,Crosby & Nash,51:36:00,1977-11,"September 7, 1975 - September 11, 1976"," Anaheim, CA Blossom Music Festival, Akron O Garden State Art Center, Homdel ",Pop/Rock,"Singer/Songwriter, Album Rock, Soft Rock","Amiable/Good-Natured, Earnest, Gentle, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Sentimental, Wistful","Daydreaming, Dinner Ambiance, Homecoming",Pop/Rock,"Folk-Rock, Psychedelic/Garage","Laid-Back/Mellow, Yearning",In Love,"M. Black, P. Carpenter, Joe Hicks, J. More, Graham Nash, Bobby Womack",8
Broken Bird,Whistling Down the Wire,studio,Crosby & Nash,36:36:00,1976-06,,"Sound Labs, LA, CA & Rudy Recor",Pop/Rock,"Singer/Songwriter, Album Rock, Soft Rock","Amiable/Good-Natured, Earnest, Gentle, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Sentimental, Wistful","Daydreaming, Dinner Ambiance, Homecoming",,,,,"David Crosby, Graham Nash",7
Dancer,Whistling Down the Wire,studio,Crosby & Nash,36:36:00,1976-06,,"Sound Labs, LA, CA & Rudy Recor",Pop/Rock,"Singer/Songwriter, Album Rock, Soft Rock","Amiable/Good-Natured, Earnest, Gentle, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Sentimental, Wistful","Daydreaming, Dinner Ambiance, Homecoming",,,,,David Crosby,7
Foolish Man,Whistling Down the Wire,studio,Crosby & Nash,36:36:00,1976-06,,"Sound Labs, LA, CA & Rudy Recor",Pop/Rock,"Singer/Songwriter, Album Rock, Soft Rock","Amiable/Good-Natured, Earnest, Gentle, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Sentimental, Wistful","Daydreaming, Dinner Ambiance, Homecoming",,,,,David Crosby,7
J.B.'s Blues,Whistling Down the Wire,studio,Crosby & Nash,36:36:00,1976-06,,"Sound Labs, LA, CA & Rudy Recor",Pop/Rock,"Singer/Songwriter, Album Rock, Soft Rock","Amiable/Good-Natured, Earnest, Gentle, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Sentimental, Wistful","Daydreaming, Dinner Ambiance, Homecoming",,,,,Graham Nash,7
Marguerita,Whistling Down the Wire,studio,Crosby & Nash,36:36:00,1976-06,,"Sound Labs, LA, CA & Rudy Recor",Pop/Rock,"Singer/Songwriter, Album Rock, Soft Rock","Amiable/Good-Natured, Earnest, Gentle, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Sentimental, Wistful","Daydreaming, Dinner Ambiance, Homecoming",,,,,Graham Nash,7
Mutiny,Whistling Down the Wire,studio,Crosby & Nash,36:36:00,1976-06,,"Sound Labs, LA, CA & Rudy Recor",Pop/Rock,"Singer/Songwriter, Album Rock, Soft Rock","Amiable/Good-Natured, Earnest, Gentle, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Sentimental, Wistful","Daydreaming, Dinner Ambiance, Homecoming",R&B,Funk,,,Graham Nash,7
Out of the Darkness,Whistling Down the Wire,studio,Crosby & Nash,36:36:00,1976-06,,"Sound Labs, LA, CA & Rudy Recor",Pop/Rock,"Singer/Songwriter, Album Rock, Soft Rock","Amiable/Good-Natured, Earnest, Gentle, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Sentimental, Wistful","Daydreaming, Dinner Ambiance, Homecoming",,,,,"David Crosby, Craig Doerge, Graham Nash",7
Spotlight,Whistling Down the Wire,studio,Crosby & Nash,36:36:00,1976-06,,"Sound Labs, LA, CA & Rudy Recor",Pop/Rock,"Singer/Songwriter, Album Rock, Soft Rock","Amiable/Good-Natured, Earnest, Gentle, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Sentimental, Wistful","Daydreaming, Dinner Ambiance, Homecoming",,,,,"Danny Kortchmar, Graham Nash",7
Taken at All,Whistling Down the Wire,studio,Crosby & Nash,36:36:00,1976-06,,"Sound Labs, LA, CA & Rudy Recor",Pop/Rock,"Singer/Songwriter, Album Rock, Soft Rock","Amiable/Good-Natured, Earnest, Gentle, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Sentimental, Wistful","Daydreaming, Dinner Ambiance, Homecoming",,,,,"David Crosby, Graham Nash",7
Time After Time,Whistling Down the Wire,studio,Crosby & Nash,36:36:00,1976-06,,"Sound Labs, LA, CA & Rudy Recor",Pop/Rock,"Singer/Songwriter, Album Rock, Soft Rock","Amiable/Good-Natured, Earnest, Gentle, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Sentimental, Wistful","Daydreaming, Dinner Ambiance, Homecoming",,,,,David Crosby,7
Bittersweet,Wind on the Water,studio,Crosby & Nash,40:57:00,,,,Pop/Rock,"Singer/Songwriter, Soft Rock, Contemporary Pop/Rock","Amiable/Good-Natured, Earnest, Gentle, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Sentimental, Wistful","Daydreaming, Dinner Ambiance, Homecoming",Pop/Rock,"Album Rock, Singer/Songwriter, Soft Rock, Folk-Rock, Psychedelic/Garage",Organic,,David Crosby,8
Carry Me,Wind on the Water,studio,Crosby & Nash,40:57:00,,,,Pop/Rock,"Singer/Songwriter, Soft Rock, Contemporary Pop/Rock","Amiable/Good-Natured, Earnest, Gentle, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Sentimental, Wistful","Daydreaming, Dinner Ambiance, Homecoming",Pop/Rock,"Album Rock, Singer/Songwriter, Soft Rock, Folk-Rock, Psychedelic/Garage",Organic,"Feeling Blue, Loss/Grief",David Crosby,8
