track,album,album_type,artist,album_duration,release_date,recording_period,recording_location,album_genre,album_styles,album_moods,album_themes,genres,styles,moods,themes,composers,user_rating
After the Gold Rush,After the Gold Rush,studio,Neil Young,33:41:00,,"August, 1969 - January, 1970",,Pop/Rock,"Album Rock, Country-Rock, Singer/Songwriter, Contemporary Pop/Rock","Intimate, Wistful, Calm/Peaceful, Laid-Back/Mellow, Organic, Plaintive, Poignant, Reflective, Relaxed, Soothing, Yearning, Autumnal, Bittersweet, Gentle","Autumn, Introspection, Reflection",Pop/Rock,"Folk-Rock, Singer/Songwriter, Album Rock, Psychedelic/Garage, Adult Contemporary","Autumnal, Bittersweet, Eerie, Intimate, Melancholy, Plaintive, Poignant, Reflective, Relaxed, Sad, Searching, Wistful, Yearning, Dreamy","Feeling Blue, Heartache, Introspection, Late Night, Long Walk, Loss/Grief, Rainy Day, Reflection, Regret, Reminiscing, Solitude, Stay in Bed",Neil Young,10
Birds,After the Gold Rush,studio,Neil Young,33:41:00,,"August, 1969 - January, 1970",,Pop/Rock,"Album Rock, Country-Rock, Singer/Songwriter, Contemporary Pop/Rock","Intimate, Wistful, Calm/Peaceful, Laid-Back/Mellow, Organic, Plaintive, Poignant, Reflective, Relaxed, Soothing, Yearning, Autumnal, Bittersweet, Gentle","Autumn, Introspection, Reflection",Pop/Rock,"Singer/Songwriter, Album Rock, Country-Rock, Folk-Rock","Bittersweet, Calm/Peaceful, Delicate, Earnest, Intimate, Laid-Back/Mellow, Melancholy, Plaintive, Poignant, Precious, Reflective, Relaxed, Soothing, Wistful, Yearning, Dreamy, Sad","Comfort, Feeling Blue, Heartache, Introspection, Late Night, Reflection, Solitude, Loss/Grief",Neil Young,10
Cripple Creek Ferry,After the Gold Rush,studio,Neil Young,33:41:00,,"August, 1969 - January, 1970",,Pop/Rock,"Album Rock, Country-Rock, Singer/Songwriter, Contemporary Pop/Rock","Intimate, Wistful, Calm/Peaceful, Laid-Back/Mellow, Organic, Plaintive, Poignant, Reflective, Relaxed, Soothing, Yearning, Autumnal, Bittersweet, Gentle","Autumn, Introspection, Reflection","Pop/Rock, Folk","Country-Rock, Singer/Songwriter, Album Rock, Adult Contemporary, Sea Shanties, Folk-Rock","Calm/Peaceful, Gentle, Laid-Back/Mellow, Light, Reflective, Relaxed, Smooth, Soft/Quiet, Soothing, Sweet, Warm, Carefree, Cheerful, Dreamy","Comfort, Introspection, Late Night, Rainy Day, Reflection, Sunday Afternoon, The Great Outdoors",Neil Young,10
Don't Let It Bring You Down,After the Gold Rush,studio,Neil Young,33:41:00,,"August, 1969 - January, 1970",,Pop/Rock,"Album Rock, Country-Rock, Singer/Songwriter, Contemporary Pop/Rock","Intimate, Wistful, Calm/Peaceful, Laid-Back/Mellow, Organic, Plaintive, Poignant, Reflective, Relaxed, Soothing, Yearning, Autumnal, Bittersweet, Gentle","Autumn, Introspection, Reflection",Pop/Rock,"Country-Rock, Singer/Songwriter, Album Rock, Folk-Rock, Psychedelic/Garage","Bittersweet, Earnest, Laid-Back/Mellow, Poignant, Relaxed, Searching, Soothing, Wistful, Yearning, Warm, Intimate, Literate, Reflective, Rustic, Sentimental, Weary, Earthy, Melancholy, Plaintive, Autumnal","Comfort, Day Driving, Feeling Blue, Heartache, Introspection, Late Night, Reflection, Reminiscing, Solitude, Sunday Afternoon, The Great Outdoors",Neil Young,10
I Believe in You,After the Gold Rush,studio,Neil Young,33:41:00,,"August, 1969 - January, 1970",,Pop/Rock,"Album Rock, Country-Rock, Singer/Songwriter, Contemporary Pop/Rock","Intimate, Wistful, Calm/Peaceful, Laid-Back/Mellow, Organic, Plaintive, Poignant, Reflective, Relaxed, Soothing, Yearning, Autumnal, Bittersweet, Gentle","Autumn, Introspection, Reflection",Pop/Rock,"Album Rock, Contemporary Pop/Rock, Psychedelic/Garage, Singer/Songwriter, Folk-Rock, Soft Rock, Adult Contemporary","Bittersweet, Gentle, Intimate, Laid-Back/Mellow, Poignant, Relaxed, Searching, Sweet, Warm, Wistful, Dreamy, Yearning","Affection/Fondness, Comfort, In Love, Rainy Day, Slow Dance",Neil Young,10
Oh Lonesome Me,After the Gold Rush,studio,Neil Young,33:41:00,,"August, 1969 - January, 1970",,Pop/Rock,"Album Rock, Country-Rock, Singer/Songwriter, Contemporary Pop/Rock","Intimate, Wistful, Calm/Peaceful, Laid-Back/Mellow, Organic, Plaintive, Poignant, Reflective, Relaxed, Soothing, Yearning, Autumnal, Bittersweet, Gentle","Autumn, Introspection, Reflection","Pop/Rock, Country, International","Country-Rock, Album Rock, Singer/Songwriter, Adult Contemporary, Folk-Rock","Bittersweet, Calm/Peaceful, Earnest, Laid-Back/Mellow, Melancholy, Poignant, Reflective, Relaxed, Searching, Wistful, Yearning, Dreamy, Intimate","Comfort, Feeling Blue, Heartache, Introspection, Late Night, Rainy Day, Reflection, Regret, Solitude, In Love, Jealousy",Don Gibson,10
Only Love Can Break Your Heart,After the Gold Rush,studio,Neil Young,33:41:00,,"August, 1969 - January, 1970",,Pop/Rock,"Album Rock, Country-Rock, Singer/Songwriter, Contemporary Pop/Rock","Intimate, Wistful, Calm/Peaceful, Laid-Back/Mellow, Organic, Plaintive, Poignant, Reflective, Relaxed, Soothing, Yearning, Autumnal, Bittersweet, Gentle","Autumn, Introspection, Reflection",Pop/Rock,"Album Rock, Singer/Songwriter, Country-Rock, Soft Rock, Folk-Rock, Heartland Rock, Psychedelic/Garage","Intimate, Bittersweet, Delicate, Melancholy, Poignant, Wistful, Calm/Peaceful, Gentle, Reflective, Carefree, Dreamy, Laid-Back/Mellow, Optimistic, Soothing","Heartache, Introspection, Comfort, Feeling Blue, Rainy Day, Reflection, Solitude, Breakup, In Love, Motivation, Sunday Afternoon",Neil Young,10
Southern Man,After the Gold Rush,studio,Neil Young,33:41:00,,"August, 1969 - January, 1970",,Pop/Rock,"Album Rock, Country-Rock, Singer/Songwriter, Contemporary Pop/Rock","Intimate, Wistful, Calm/Peaceful, Laid-Back/Mellow, Organic, Plaintive, Poignant, Reflective, Relaxed, Soothing, Yearning, Autumnal, Bittersweet, Gentle","Autumn, Introspection, Reflection",Pop/Rock,"Singer/Songwriter, Album Rock, Hard Rock, Contemporary Pop/Rock, Folk-Rock","Angry, Confrontational, Cynical/Sarcastic, Fiery, Freewheeling, Hostile, Outraged, Provocative, Rebellious, Rousing, Searching, Urgent, Visceral, Lively, Yearning","Late Night, Night Driving, Road Trip, Politics/Society",Neil Young,10
Tell Me Why,After the Gold Rush,studio,Neil Young,33:41:00,,"August, 1969 - January, 1970",,Pop/Rock,"Album Rock, Country-Rock, Singer/Songwriter, Contemporary Pop/Rock","Intimate, Wistful, Calm/Peaceful, Laid-Back/Mellow, Organic, Plaintive, Poignant, Reflective, Relaxed, Soothing, Yearning, Autumnal, Bittersweet, Gentle","Autumn, Introspection, Reflection",Pop/Rock,"Folk-Rock, Singer/Songwriter, Album Rock, Psychedelic/Garage, Adult Contemporary","Bittersweet, Calm/Peaceful, Earnest, Gentle, Intimate, Laid-Back/Mellow, Poignant, Reflective, Relaxed, Searching, Soothing, Warm, Wistful, Yearning, Literate, Melancholy, Sentimental, Weary, Plaintive, Dreamy","Comfort, Feeling Blue, Heartache, Introspection, Late Night, Reflection, Reminiscing, Solitude, In Love, Motivation",Neil Young,10
Till the Morning Comes,After the Gold Rush,studio,Neil Young,33:41:00,,"August, 1969 - January, 1970",,Pop/Rock,"Album Rock, Country-Rock, Singer/Songwriter, Contemporary Pop/Rock","Intimate, Wistful, Calm/Peaceful, Laid-Back/Mellow, Organic, Plaintive, Poignant, Reflective, Relaxed, Soothing, Yearning, Autumnal, Bittersweet, Gentle","Autumn, Introspection, Reflection",Pop/Rock,"Folk-Rock, Singer/Songwriter, Album Rock, Contemporary Pop/Rock, Psychedelic/Garage, Soft Rock, Adult Contemporary","Calm/Peaceful, Laid-Back/Mellow, Light, Reflective, Relaxed, Smooth, Soft/Quiet, Soothing, Carefree, Cheerful, Yearning","Comfort, Feeling Blue, Heartache, Introspection, Late Night, Reflection, Solitude, Motivation",Neil Young,10
When You Dance I Can Really Love,After the Gold Rush,studio,Neil Young,33:41:00,,"August, 1969 - January, 1970",,Pop/Rock,"Album Rock, Country-Rock, Singer/Songwriter, Contemporary Pop/Rock","Intimate, Wistful, Calm/Peaceful, Laid-Back/Mellow, Organic, Plaintive, Poignant, Reflective, Relaxed, Soothing, Yearning, Autumnal, Bittersweet, Gentle","Autumn, Introspection, Reflection",,American Trad Rock,,,Neil Young,10
A Dream That Can Last,Before and After,live,Neil Young,47:49:00,,,,Pop/Rock,Contemporary Singer/Songwriter,"Earnest, Gentle, Intimate, Melancholy, Poignant, Reflective, Soft/Quiet, Warm, Delicate, Laid-Back/Mellow, Literate, Organic, Wistful","Comfort, Heartache, Reflection, Feeling Blue, Introspection, Rainy Day, Healing/Comfort, Stay in Bed, Relaxation, Yearning",,,,,Neil Young,6
Burned,Before and After,live,Neil Young,47:49:00,,,,Pop/Rock,Contemporary Singer/Songwriter,"Earnest, Gentle, Intimate, Melancholy, Poignant, Reflective, Soft/Quiet, Warm, Delicate, Laid-Back/Mellow, Literate, Organic, Wistful","Comfort, Heartache, Reflection, Feeling Blue, Introspection, Rainy Day, Healing/Comfort, Stay in Bed, Relaxation, Yearning",Pop/Rock,"Contemporary Pop/Rock, Folk-Rock, Rock & Roll, Singer/Songwriter, Psychedelic/Garage","Bitter, Bittersweet, Freewheeling, Lively, Melancholy, Reflective, Rollicking, Rousing, Searching, Summery, Trippy, Wistful, Yearning","Breakup, Feeling Blue, Reflection, Regret, Summer",Neil Young,6
Don't Forget Love,Before and After,live,Neil Young,47:49:00,,,,Pop/Rock,Contemporary Singer/Songwriter,"Earnest, Gentle, Intimate, Melancholy, Poignant, Reflective, Soft/Quiet, Warm, Delicate, Laid-Back/Mellow, Literate, Organic, Wistful","Comfort, Heartache, Reflection, Feeling Blue, Introspection, Rainy Day, Healing/Comfort, Stay in Bed, Relaxation, Yearning",,,,,Neil Young,6
Homefires,Before and After,live,Neil Young,47:49:00,,,,Pop/Rock,Contemporary Singer/Songwriter,"Earnest, Gentle, Intimate, Melancholy, Poignant, Reflective, Soft/Quiet, Warm, Delicate, Laid-Back/Mellow, Literate, Organic, Wistful","Comfort, Heartache, Reflection, Feeling Blue, Introspection, Rainy Day, Healing/Comfort, Stay in Bed, Relaxation, Yearning",,,,,Neil Young,6
If You Got Love,Before and After,live,Neil Young,47:49:00,,,,Pop/Rock,Contemporary Singer/Songwriter,"Earnest, Gentle, Intimate, Melancholy, Poignant, Reflective, Soft/Quiet, Warm, Delicate, Laid-Back/Mellow, Literate, Organic, Wistful","Comfort, Heartache, Reflection, Feeling Blue, Introspection, Rainy Day, Healing/Comfort, Stay in Bed, Relaxation, Yearning",,,,,Neil Young,6
Mother Earth,Before and After,live,Neil Young,47:49:00,,,,Pop/Rock,Contemporary Singer/Songwriter,"Earnest, Gentle, Intimate, Melancholy, Poignant, Reflective, Soft/Quiet, Warm, Delicate, Laid-Back/Mellow, Literate, Organic, Wistful","Comfort, Heartache, Reflection, Feeling Blue, Introspection, Rainy Day, Healing/Comfort, Stay in Bed, Relaxation, Yearning",,,,,Neil Young,6
Mr. Soul,Before and After,live,Neil Young,47:49:00,,,,Pop/Rock,Contemporary Singer/Songwriter,"Earnest, Gentle, Intimate, Melancholy, Poignant, Reflective, Soft/Quiet, Warm, Delicate, Laid-Back/Mellow, Literate, Organic, Wistful","Comfort, Heartache, Reflection, Feeling Blue, Introspection, Rainy Day, Healing/Comfort, Stay in Bed, Relaxation, Yearning","Pop/Rock, International","Folk-Rock, Psychedelic/Garage, Singer/Songwriter, Contemporary Pop/Rock, Adult Contemporary","Dramatic, Druggy, Eccentric, Eerie, Ethereal, Freewheeling, Hypnotic, Intense, Melancholy, Menacing, Nocturnal, Ominous, Quirky, Rollicking, Rousing, Searching, Trippy, Gloomy, Lively, Sad, Yearning","Feeling Blue, Introspection, Late Night, Night Driving, Scary Music",Neil Young,6
My Heart,Before and After,live,Neil Young,47:49:00,,,,Pop/Rock,Contemporary Singer/Songwriter,"Earnest, Gentle, Intimate, Melancholy, Poignant, Reflective, Soft/Quiet, Warm, Delicate, Laid-Back/Mellow, Literate, Organic, Wistful","Comfort, Heartache, Reflection, Feeling Blue, Introspection, Rainy Day, Healing/Comfort, Stay in Bed, Relaxation, Yearning",,,,,Neil Young,6
On the Way Home,Before and After,live,Neil Young,47:49:00,,,,Pop/Rock,Contemporary Singer/Songwriter,"Earnest, Gentle, Intimate, Melancholy, Poignant, Reflective, Soft/Quiet, Warm, Delicate, Laid-Back/Mellow, Literate, Organic, Wistful","Comfort, Heartache, Reflection, Feeling Blue, Introspection, Rainy Day, Healing/Comfort, Stay in Bed, Relaxation, Yearning",Pop/Rock,"Album Rock, Singer/Songwriter, Folk-Rock, Psychedelic/Garage","Bittersweet, Reflective, Searching, Warm, Earnest, Wistful, Intimate, Literate, Melancholy, Sentimental, Weary, Plaintive, Sweet, Yearning, Poignant, Autumnal","Introspection, Reflection, Regret, Reminiscing",Neil Young,6
When I Hold You in My Arms,Before and After,live,Neil Young,47:49:00,,,,Pop/Rock,Contemporary Singer/Songwriter,"Earnest, Gentle, Intimate, Melancholy, Poignant, Reflective, Soft/Quiet, Warm, Delicate, Laid-Back/Mellow, Literate, Organic, Wistful","Comfort, Heartache, Reflection, Feeling Blue, Introspection, Rainy Day, Healing/Comfort, Stay in Bed, Relaxation, Yearning",,,,,"Frank Sampedro, Neil Young",6
Bad News Comes to Town,Bluenote Cafe,live,Neil Young,2:26:11,2015-13-11,,,"Pop/Rock, Blues","Album Rock, Contemporary Blues, Rock & Roll, Roots Rock, Heartland Rock","Rollicking, Rousing, Earnest, Organic, Provocative, Brash, Complex, Fun, Poignant, Ramshackle, Rustic, Searching, Ambitious, Autumnal, Bittersweet, Earthy, Literate, Messy, Confrontational, Meandering, Pastoral","Reflection, Awareness, Guys Night Out, Introspection, Passion",Pop/Rock,,,,Neil Young,8
Crime of the Heart,Bluenote Cafe,live,Neil Young,2:26:11,2015-13-11,,,"Pop/Rock, Blues","Album Rock, Contemporary Blues, Rock & Roll, Roots Rock, Heartland Rock","Rollicking, Rousing, Earnest, Organic, Provocative, Brash, Complex, Fun, Poignant, Ramshackle, Rustic, Searching, Ambitious, Autumnal, Bittersweet, Earthy, Literate, Messy, Confrontational, Meandering, Pastoral","Reflection, Awareness, Guys Night Out, Introspection, Passion",Pop/Rock,,,,Neil Young,8
Doghouse,Bluenote Cafe,live,Neil Young,2:26:11,2015-13-11,,,"Pop/Rock, Blues","Album Rock, Contemporary Blues, Rock & Roll, Roots Rock, Heartland Rock","Rollicking, Rousing, Earnest, Organic, Provocative, Brash, Complex, Fun, Poignant, Ramshackle, Rustic, Searching, Ambitious, Autumnal, Bittersweet, Earthy, Literate, Messy, Confrontational, Meandering, Pastoral","Reflection, Awareness, Guys Night Out, Introspection, Passion",Pop/Rock,,,,Neil Young,8
Don't Take Your Love Away From Me,Bluenote Cafe,live,Neil Young,2:26:11,2015-13-11,,,"Pop/Rock, Blues","Album Rock, Contemporary Blues, Rock & Roll, Roots Rock, Heartland Rock","Rollicking, Rousing, Earnest, Organic, Provocative, Brash, Complex, Fun, Poignant, Ramshackle, Rustic, Searching, Ambitious, Autumnal, Bittersweet, Earthy, Literate, Messy, Confrontational, Meandering, Pastoral","Reflection, Awareness, Guys Night Out, Introspection, Passion",Pop/Rock,,,,Neil Young,8
Encore Rap,Bluenote Cafe,live,Neil Young,2:26:11,2015-13-11,,,"Pop/Rock, Blues","Album Rock, Contemporary Blues, Rock & Roll, Roots Rock, Heartland Rock","Rollicking, Rousing, Earnest, Organic, Provocative, Brash, Complex, Fun, Poignant, Ramshackle, Rustic, Searching, Ambitious, Autumnal, Bittersweet, Earthy, Literate, Messy, Confrontational, Meandering, Pastoral","Reflection, Awareness, Guys Night Out, Introspection, Passion","Blues-Rock, Heartland Rock, Modern Electric Blues",,,,Neil Young,8
Hello Lonely Woman,Bluenote Cafe,live,Neil Young,2:26:11,2015-13-11,,,"Pop/Rock, Blues","Album Rock, Contemporary Blues, Rock & Roll, Roots Rock, Heartland Rock","Rollicking, Rousing, Earnest, Organic, Provocative, Brash, Complex, Fun, Poignant, Ramshackle, Rustic, Searching, Ambitious, Autumnal, Bittersweet, Earthy, Literate, Messy, Confrontational, Meandering, Pastoral","Reflection, Awareness, Guys Night Out, Introspection, Passion",Pop/Rock,,,,Neil Young,8
I'm Goin',Bluenote Cafe,live,Neil Young,2:26:11,2015-13-11,,,"Pop/Rock, Blues","Album Rock, Contemporary Blues, Rock & Roll, Roots Rock, Heartland Rock","Rollicking, Rousing, Earnest, Organic, Provocative, Brash, Complex, Fun, Poignant, Ramshackle, Rustic, Searching, Ambitious, Autumnal, Bittersweet, Earthy, Literate, Messy, Confrontational, Meandering, Pastoral","Reflection, Awareness, Guys Night Out, Introspection, Passion",Pop/Rock,,,,Neil Young,8
Soul of a Woman,Bluenote Cafe,live,Neil Young,2:26:11,2015-13-11,,,"Pop/Rock, Blues","Album Rock, Contemporary Blues, Rock & Roll, Roots Rock, Heartland Rock","Rollicking, Rousing, Earnest, Organic, Provocative, Brash, Complex, Fun, Poignant, Ramshackle, Rustic, Searching, Ambitious, Autumnal, Bittersweet, Earthy, Literate, Messy, Confrontational, Meandering, Pastoral","Reflection, Awareness, Guys Night Out, Introspection, Passion",Pop/Rock,,,,Neil Young,8
Welcome Rap,Bluenote Cafe,live,Neil Young,2:26:11,2015-13-11,,,"Pop/Rock, Blues","Album Rock, Contemporary Blues, Rock & Roll, Roots Rock, Heartland Rock","Rollicking, Rousing, Earnest, Organic, Provocative, Brash, Complex, Fun, Poignant, Ramshackle, Rustic, Searching, Ambitious, Autumnal, Bittersweet, Earthy, Literate, Messy, Confrontational, Meandering, Pastoral","Reflection, Awareness, Guys Night Out, Introspection, Passion",Pop/Rock,,,,Neil Young,8
Welcome to the Big Room,Bluenote Cafe,live,Neil Young,2:26:11,2015-13-11,,,"Pop/Rock, Blues","Album Rock, Contemporary Blues, Rock & Roll, Roots Rock, Heartland Rock","Rollicking, Rousing, Earnest, Organic, Provocative, Brash, Complex, Fun, Poignant, Ramshackle, Rustic, Searching, Ambitious, Autumnal, Bittersweet, Earthy, Literate, Messy, Confrontational, Meandering, Pastoral","Reflection, Awareness, Guys Night Out, Introspection, Passion",Pop/Rock,,,,Neil Young,8
Beautiful Bluebird,Chrome Dreams II,studio,Neil Young,1:06:13,,,Feelgood's Garage,Pop/Rock,"Album Rock, Country-Rock, Hard Rock","Autumnal, Bittersweet, Freewheeling, Messy, Poignant, Reflective, Rousing, Urgent, Warm, Wistful, Yearning","Autumn, Rainy Day, Reflection",Pop/Rock,"Singer/Songwriter, Country-Rock, Album Rock","Bittersweet, Reflective, Whimsical, Wistful, Calm/Peaceful, Intimate, Relaxed, Delicate, Literate, Nostalgic, Refined, Warm, Gentle, Organic, Searching, Laid-Back/Mellow, Soft/Quiet, Melancholy, Soothing","Comfort, Introspection, Reflection, The Great Outdoors",Neil Young,8
Boxcar,Chrome Dreams II,studio,Neil Young,1:06:13,,,Feelgood's Garage,Pop/Rock,"Album Rock, Country-Rock, Hard Rock","Autumnal, Bittersweet, Freewheeling, Messy, Poignant, Reflective, Rousing, Urgent, Warm, Wistful, Yearning","Autumn, Rainy Day, Reflection",Pop/Rock,"Singer/Songwriter, Country-Rock, Album Rock","Gritty, Reflective, Self-Conscious, Sentimental, Insular, Literate, Stately, Theatrical, Wistful, Intimate, Organic, Searching, Earnest, Laid-Back/Mellow, Plaintive, Earthy, Rustic","Freedom, Reflection, Reminiscing",Neil Young,8
