track,album,album_type,artist,album_duration,release_date,recording_period,recording_location,album_genre,album_styles,album_moods,album_themes,genres,styles,moods,themes,composers,user_rating
Lady of the Island,"Crosby, Stills & Nash",studio,"Crosby, Stills & Nash",40:52:00,,"June 26, 1968 - April 3, 1969"," Record Plant, New York, NY United Studio B, Hollywood, CA Wall ",Pop/Rock,"Contemporary Pop/Rock, Folk-Rock, Psychedelic/Garage, Singer/Songwriter, Soft Rock","Autumnal, Gentle, Amiable/Good-Natured, Intimate, Relaxed, Searching, Sentimental, Smooth, Soothing, Summery, Sweet, Warm, Yearning, Earnest, Laid-Back/Mellow, Literate, Organic, Poignant, Reflective, Wistful","Rainy Day, Relaxation, Reminiscing, Reunion, Sunday Afternoon, Imagination, Reflection, Feeling Blue, Hanging Out, Introspection, Late Night, Autumn",Pop/Rock,"Contemporary Pop/Rock, Folk-Rock, Psychedelic/Garage, Singer/Songwriter, Soft Rock","Amiable/Good-Natured, Earnest, Gentle, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Relaxed, Sentimental, Smooth, Soothing, Sweet, Warm, Wistful, Calm/Peaceful","Affection/Fondness, Comfort, In Love, Relaxation, Reminiscing, The Great Outdoors",Graham Nash,9
Long Time Gone,"Crosby, Stills & Nash",studio,"Crosby, Stills & Nash",40:52:00,,"June 26, 1968 - April 3, 1969"," Record Plant, New York, NY United Studio B, Hollywood, CA Wall ",Pop/Rock,"Contemporary Pop/Rock, Folk-Rock, Psychedelic/Garage, Singer/Songwriter, Soft Rock","Autumnal, Gentle, Amiable/Good-Natured, Intimate, Relaxed, Searching, Sentimental, Smooth, Soothing, Summery, Sweet, Warm, Yearning, Earnest, Laid-Back/Mellow, Literate, Organic, Poignant, Reflective, Wistful","Rainy Day, Relaxation, Reminiscing, Reunion, Sunday Afternoon, Imagination, Reflection, Feeling Blue, Hanging Out, Introspection, Late Night, Autumn",Pop/Rock,"Contemporary Pop/Rock, Folk-Rock, Psychedelic/Garage, Singer/Songwriter, Soft Rock","Amiable/Good-Natured, Earnest, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Relaxed, Searching, Sentimental, Smooth, Soothing, Sweet, Warm, Wistful, Yearning","Affection/Fondness, Comfort, In Love, Relaxation, Reminiscing, The Great Outdoors",David Crosby,9
Marrakesh Express,"Crosby, Stills & Nash",studio,"Crosby, Stills & Nash",40:52:00,,"June 26, 1968 - April 3, 1969"," Record Plant, New York, NY United Studio B, Hollywood, CA Wall ",Pop/Rock,"Contemporary Pop/Rock, Folk-Rock, Psychedelic/Garage, Singer/Songwriter, Soft Rock","Autumnal, Gentle, Amiable/Good-Natured, Intimate, Relaxed, Searching, Sentimental, Smooth, Soothing, Summery, Sweet, Warm, Yearning, Earnest, Laid-Back/Mellow, Literate, Organic, Poignant, Reflective, Wistful","Rainy Day, Relaxation, Reminiscing, Reunion, Sunday Afternoon, Imagination, Reflection, Feeling Blue, Hanging Out, Introspection, Late Night, Autumn",Pop/Rock,"Album Rock, Contemporary Pop/Rock, Singer/Songwriter, Soft Rock, Folk-Rock, Psychedelic/Garage","Amiable/Good-Natured, Organic, Earnest, Pastoral, Bright, Cheerful, Laid-Back/Mellow, Lively, Reflective, Relaxed, Spiritual","Relaxation, Summer, Road Trip",Graham Nash,9
Pre-Road Downs,"Crosby, Stills & Nash",studio,"Crosby, Stills & Nash",40:52:00,,"June 26, 1968 - April 3, 1969"," Record Plant, New York, NY United Studio B, Hollywood, CA Wall ",Pop/Rock,"Contemporary Pop/Rock, Folk-Rock, Psychedelic/Garage, Singer/Songwriter, Soft Rock","Autumnal, Gentle, Amiable/Good-Natured, Intimate, Relaxed, Searching, Sentimental, Smooth, Soothing, Summery, Sweet, Warm, Yearning, Earnest, Laid-Back/Mellow, Literate, Organic, Poignant, Reflective, Wistful","Rainy Day, Relaxation, Reminiscing, Reunion, Sunday Afternoon, Imagination, Reflection, Feeling Blue, Hanging Out, Introspection, Late Night, Autumn",Pop/Rock,"Contemporary Pop/Rock, Folk-Rock, Psychedelic/Garage, Singer/Songwriter, Soft Rock","Amiable/Good-Natured, Carefree, Cheerful, Earnest, Happy, Laid-Back/Mellow, Organic, Playful, Rollicking, Sentimental, Smooth, Summery, Sweet, Warm","Comfort, Relaxation, Reminiscing, The Great Outdoors",Graham Nash,9
Suite: Judy Blue Eyes,"Crosby, Stills & Nash",studio,"Crosby, Stills & Nash",40:52:00,,"June 26, 1968 - April 3, 1969"," Record Plant, New York, NY United Studio B, Hollywood, CA Wall ",Pop/Rock,"Contemporary Pop/Rock, Folk-Rock, Psychedelic/Garage, Singer/Songwriter, Soft Rock","Autumnal, Gentle, Amiable/Good-Natured, Intimate, Relaxed, Searching, Sentimental, Smooth, Soothing, Summery, Sweet, Warm, Yearning, Earnest, Laid-Back/Mellow, Literate, Organic, Poignant, Reflective, Wistful","Rainy Day, Relaxation, Reminiscing, Reunion, Sunday Afternoon, Imagination, Reflection, Feeling Blue, Hanging Out, Introspection, Late Night, Autumn",Pop/Rock,"Contemporary Pop/Rock, Folk-Rock, Psychedelic/Garage, Singer/Songwriter, Soft Rock","Amiable/Good-Natured, Earnest, Freewheeling, Gentle, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Relaxed, Sentimental, Smooth, Soothing, Summery, Sweet, Warm, Happy, Passionate, Rousing, Yearning, Romantic","Affection/Fondness, Comfort, In Love, Relaxation, Reminiscing, The Great Outdoors, Celebration",Stephen Stills,9
Wooden Ships,"Crosby, Stills & Nash",studio,"Crosby, Stills & Nash",40:52:00,,"June 26, 1968 - April 3, 1969"," Record Plant, New York, NY United Studio B, Hollywood, CA Wall ",Pop/Rock,"Contemporary Pop/Rock, Folk-Rock, Psychedelic/Garage, Singer/Songwriter, Soft Rock","Autumnal, Gentle, Amiable/Good-Natured, Intimate, Relaxed, Searching, Sentimental, Smooth, Soothing, Summery, Sweet, Warm, Yearning, Earnest, Laid-Back/Mellow, Literate, Organic, Poignant, Reflective, Wistful","Rainy Day, Relaxation, Reminiscing, Reunion, Sunday Afternoon, Imagination, Reflection, Feeling Blue, Hanging Out, Introspection, Late Night, Autumn",Pop/Rock,"Album Rock, Contemporary Pop/Rock, Singer/Songwriter, Folk-Rock, Psychedelic/Garage","Dreamy, Ominous, Dramatic, Detached, Atmospheric, Laid-Back/Mellow, Nostalgic, Passionate, Restrained, Sentimental, Tense/Anxious","Introspection, Late Night","David Crosby, Paul Kantner, Stephen Stills",9
You Don't Have to Cry,"Crosby, Stills & Nash",studio,"Crosby, Stills & Nash",40:52:00,,"June 26, 1968 - April 3, 1969"," Record Plant, New York, NY United Studio B, Hollywood, CA Wall ",Pop/Rock,"Contemporary Pop/Rock, Folk-Rock, Psychedelic/Garage, Singer/Songwriter, Soft Rock","Autumnal, Gentle, Amiable/Good-Natured, Intimate, Relaxed, Searching, Sentimental, Smooth, Soothing, Summery, Sweet, Warm, Yearning, Earnest, Laid-Back/Mellow, Literate, Organic, Poignant, Reflective, Wistful","Rainy Day, Relaxation, Reminiscing, Reunion, Sunday Afternoon, Imagination, Reflection, Feeling Blue, Hanging Out, Introspection, Late Night, Autumn",Pop/Rock,"Contemporary Pop/Rock, Folk-Rock, Psychedelic/Garage, Singer/Songwriter, Soft Rock","Amiable/Good-Natured, Earnest, Gentle, Intimate, Laid-Back/Mellow, Organic, Poignant, Reflective, Relaxed, Sentimental, Smooth, Soothing, Summery, Sweet, Warm","Affection/Fondness, Comfort, In Love, Relaxation, The Great Outdoors",Stephen Stills,9
Anything at All,CSN,studio,"Crosby, Stills & Nash",43:50:00,,,,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Soft Rock, Album Rock","Pastoral, Laid-Back/Mellow, Amiable/Good-Natured, Gentle, Organic, Poignant, Relaxed, Sentimental, Smooth, Soothing, Summery, Sweet, Warm, Autumnal, Earnest, Intimate, Reflective, Wistful","Politics/Society, Introspection, Affection/Fondness, Heartbreak, Reflection, Relationships",Pop/Rock,"Folk-Rock, Psychedelic/Garage",Laid-Back/Mellow,,David Crosby,8
Carried Away,CSN,studio,"Crosby, Stills & Nash",43:50:00,,,,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Soft Rock, Album Rock","Pastoral, Laid-Back/Mellow, Amiable/Good-Natured, Gentle, Organic, Poignant, Relaxed, Sentimental, Smooth, Soothing, Summery, Sweet, Warm, Autumnal, Earnest, Intimate, Reflective, Wistful","Politics/Society, Introspection, Affection/Fondness, Heartbreak, Reflection, Relationships",Pop/Rock,Singer/Songwriter,"Calm/Peaceful, Dreamy, Intimate, Nostalgic, Sentimental, Yearning",,Graham Nash,8
Cathedral,CSN,studio,"Crosby, Stills & Nash",43:50:00,,,,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Soft Rock, Album Rock","Pastoral, Laid-Back/Mellow, Amiable/Good-Natured, Gentle, Organic, Poignant, Relaxed, Sentimental, Smooth, Soothing, Summery, Sweet, Warm, Autumnal, Earnest, Intimate, Reflective, Wistful","Politics/Society, Introspection, Affection/Fondness, Heartbreak, Reflection, Relationships",Pop/Rock,"Folk-Rock, Psychedelic/Garage","Sentimental, Spiritual",,Graham Nash,8
Cold Rain,CSN,studio,"Crosby, Stills & Nash",43:50:00,,,,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Soft Rock, Album Rock","Pastoral, Laid-Back/Mellow, Amiable/Good-Natured, Gentle, Organic, Poignant, Relaxed, Sentimental, Smooth, Soothing, Summery, Sweet, Warm, Autumnal, Earnest, Intimate, Reflective, Wistful","Politics/Society, Introspection, Affection/Fondness, Heartbreak, Reflection, Relationships",Pop/Rock,Singer/Songwriter,"Calm/Peaceful, Dreamy, Intimate, Nostalgic, Sentimental, Yearning",,Graham Nash,8
Dark Star,CSN,studio,"Crosby, Stills & Nash",43:50:00,,,,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Soft Rock, Album Rock","Pastoral, Laid-Back/Mellow, Amiable/Good-Natured, Gentle, Organic, Poignant, Relaxed, Sentimental, Smooth, Soothing, Summery, Sweet, Warm, Autumnal, Earnest, Intimate, Reflective, Wistful","Politics/Society, Introspection, Affection/Fondness, Heartbreak, Reflection, Relationships",Pop/Rock,Singer/Songwriter,"Lively, Sentimental",In Love,Stephen Stills,8
Fair Game,CSN,studio,"Crosby, Stills & Nash",43:50:00,,,,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Soft Rock, Album Rock","Pastoral, Laid-Back/Mellow, Amiable/Good-Natured, Gentle, Organic, Poignant, Relaxed, Sentimental, Smooth, Soothing, Summery, Sweet, Warm, Autumnal, Earnest, Intimate, Reflective, Wistful","Politics/Society, Introspection, Affection/Fondness, Heartbreak, Reflection, Relationships",Pop/Rock,Singer/Songwriter,Sentimental,,Stephen Stills,8
I Give You Give Blind,CSN,studio,"Crosby, Stills & Nash",43:50:00,,,,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Soft Rock, Album Rock","Pastoral, Laid-Back/Mellow, Amiable/Good-Natured, Gentle, Organic, Poignant, Relaxed, Sentimental, Smooth, Soothing, Summery, Sweet, Warm, Autumnal, Earnest, Intimate, Reflective, Wistful","Politics/Society, Introspection, Affection/Fondness, Heartbreak, Reflection, Relationships",Pop/Rock,"Folk-Rock, Psychedelic/Garage","Lively, Sentimental",,Stephen Stills,8
In My Dreams,CSN,studio,"Crosby, Stills & Nash",43:50:00,,,,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Soft Rock, Album Rock","Pastoral, Laid-Back/Mellow, Amiable/Good-Natured, Gentle, Organic, Poignant, Relaxed, Sentimental, Smooth, Soothing, Summery, Sweet, Warm, Autumnal, Earnest, Intimate, Reflective, Wistful","Politics/Society, Introspection, Affection/Fondness, Heartbreak, Reflection, Relationships",Pop/Rock,Singer/Songwriter,"Dreamy, Relaxed, Romantic, Sentimental",,David Crosby,8
Just a Song Before I Go,CSN,studio,"Crosby, Stills & Nash",43:50:00,,,,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Soft Rock, Album Rock","Pastoral, Laid-Back/Mellow, Amiable/Good-Natured, Gentle, Organic, Poignant, Relaxed, Sentimental, Smooth, Soothing, Summery, Sweet, Warm, Autumnal, Earnest, Intimate, Reflective, Wistful","Politics/Society, Introspection, Affection/Fondness, Heartbreak, Reflection, Relationships",Pop/Rock,"Folk-Rock, Psychedelic/Garage",Laid-Back/Mellow,,Graham Nash,8
Run From Tears,CSN,studio,"Crosby, Stills & Nash",43:50:00,,,,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Soft Rock, Album Rock","Pastoral, Laid-Back/Mellow, Amiable/Good-Natured, Gentle, Organic, Poignant, Relaxed, Sentimental, Smooth, Soothing, Summery, Sweet, Warm, Autumnal, Earnest, Intimate, Reflective, Wistful","Politics/Society, Introspection, Affection/Fondness, Heartbreak, Reflection, Relationships",Pop/Rock,Singer/Songwriter,"Nostalgic, Sentimental",,Stephen Stills,8
See the Changes,CSN,studio,"Crosby, Stills & Nash",43:50:00,,,,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Soft Rock, Album Rock","Pastoral, Laid-Back/Mellow, Amiable/Good-Natured, Gentle, Organic, Poignant, Relaxed, Sentimental, Smooth, Soothing, Summery, Sweet, Warm, Autumnal, Earnest, Intimate, Reflective, Wistful","Politics/Society, Introspection, Affection/Fondness, Heartbreak, Reflection, Relationships","Folk, Pop/Rock","Folk-Pop, Singer/Songwriter","Rousing, Yearning",,Stephen Stills,8
Shadow Captain,CSN,studio,"Crosby, Stills & Nash",43:50:00,,,,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Soft Rock, Album Rock","Pastoral, Laid-Back/Mellow, Amiable/Good-Natured, Gentle, Organic, Poignant, Relaxed, Sentimental, Smooth, Soothing, Summery, Sweet, Warm, Autumnal, Earnest, Intimate, Reflective, Wistful","Politics/Society, Introspection, Affection/Fondness, Heartbreak, Reflection, Relationships",Pop/Rock,Singer/Songwriter,"Nostalgic, Sentimental",,"David Crosby, Craig Doerge",8
"A Conversation with David Crosby, Stephen Stills & Graham Nash",CSN 2012,live,"Crosby, Stills & Nash",2:31:33,,22-Apr-12,"The Performing Arts Center, San Luis Obispo, CA",Pop/Rock,"Contemporary Pop/Rock, Soft Rock, Album Rock","Amiable/Good-Natured, Laid-Back/Mellow, Pastoral, Soothing, Organic, Poignant, Sentimental, Smooth, Autumnal, Earnest, Gentle, Intimate, Reflective, Relaxed, Summery, Sweet, Warm, Wistful, Literate",Politics/Society,,,,,,7
Almost Gone,CSN 2012,live,"Crosby, Stills & Nash",2:31:33,,22-Apr-12,"The Performing Arts Center, San Luis Obispo, CA",Pop/Rock,"Contemporary Pop/Rock, Soft Rock, Album Rock","Amiable/Good-Natured, Laid-Back/Mellow, Pastoral, Soothing, Organic, Poignant, Sentimental, Smooth, Autumnal, Earnest, Gentle, Intimate, Reflective, Relaxed, Summery, Sweet, Warm, Wistful, Literate",Politics/Society,,,,,"Graham Nash, James Raymond",7
As I Come of Age,CSN 2012,live,"Crosby, Stills & Nash",2:31:33,,22-Apr-12,"The Performing Arts Center, San Luis Obispo, CA",Pop/Rock,"Contemporary Pop/Rock, Soft Rock, Album Rock","Amiable/Good-Natured, Laid-Back/Mellow, Pastoral, Soothing, Organic, Poignant, Sentimental, Smooth, Autumnal, Earnest, Gentle, Intimate, Reflective, Relaxed, Summery, Sweet, Warm, Wistful, Literate",Politics/Society,Pop/Rock,"Folk-Rock, Psychedelic/Garage","Laid-Back/Mellow, Sentimental",,Stephen Stills,7
Bluebird,CSN 2012,live,"Crosby, Stills & Nash",2:31:33,,22-Apr-12,"The Performing Arts Center, San Luis Obispo, CA",Pop/Rock,"Contemporary Pop/Rock, Soft Rock, Album Rock","Amiable/Good-Natured, Laid-Back/Mellow, Pastoral, Soothing, Organic, Poignant, Sentimental, Smooth, Autumnal, Earnest, Gentle, Intimate, Reflective, Relaxed, Summery, Sweet, Warm, Wistful, Literate",Politics/Society,,,,,Stephen Stills,7
Carry On/Questions,CSN 2012,live,"Crosby, Stills & Nash",2:31:33,,22-Apr-12,"The Performing Arts Center, San Luis Obispo, CA",Pop/Rock,"Contemporary Pop/Rock, Soft Rock, Album Rock","Amiable/Good-Natured, Laid-Back/Mellow, Pastoral, Soothing, Organic, Poignant, Sentimental, Smooth, Autumnal, Earnest, Gentle, Intimate, Reflective, Relaxed, Summery, Sweet, Warm, Wistful, Literate",Politics/Society,Pop/Rock,"Folk-Rock, Psychedelic/Garage",Rousing,,Stephen Stills,7
Deja Vu,CSN 2012,live,"Crosby, Stills & Nash",2:31:33,,22-Apr-12,"The Performing Arts Center, San Luis Obispo, CA",Pop/Rock,"Contemporary Pop/Rock, Soft Rock, Album Rock","Amiable/Good-Natured, Laid-Back/Mellow, Pastoral, Soothing, Organic, Poignant, Sentimental, Smooth, Autumnal, Earnest, Gentle, Intimate, Reflective, Relaxed, Summery, Sweet, Warm, Wistful, Literate",Politics/Society,"Pop/Rock, International","Folk-Rock, Psychedelic/Garage, Singer/Songwriter, Soft Rock, Contemporary Pop/Rock, Album Rock","Laid-Back/Mellow, Organic, Reflective, Searching, Soothing, Sweet, Warm, Wistful, Light, Bright, Calm/Peaceful, Nostalgic, Sentimental","Comfort, Day Driving, Hanging Out, Introspection, Reflection, Relaxation, Reminiscing",David Crosby,7
For What It's Worth,CSN 2012,live,"Crosby, Stills & Nash",2:31:33,,22-Apr-12,"The Performing Arts Center, San Luis Obispo, CA",Pop/Rock,"Contemporary Pop/Rock, Soft Rock, Album Rock","Amiable/Good-Natured, Laid-Back/Mellow, Pastoral, Soothing, Organic, Poignant, Sentimental, Smooth, Autumnal, Earnest, Gentle, Intimate, Reflective, Relaxed, Summery, Sweet, Warm, Wistful, Literate",Politics/Society,,,,,Stephen Stills,7
Girl from the North Country,CSN 2012,live,"Crosby, Stills & Nash",2:31:33,,22-Apr-12,"The Performing Arts Center, San Luis Obispo, CA",Pop/Rock,"Contemporary Pop/Rock, Soft Rock, Album Rock","Amiable/Good-Natured, Laid-Back/Mellow, Pastoral, Soothing, Organic, Poignant, Sentimental, Smooth, Autumnal, Earnest, Gentle, Intimate, Reflective, Relaxed, Summery, Sweet, Warm, Wistful, Literate",Politics/Society,,,,,Bob Dylan,7
Guinevere,CSN 2012,live,"Crosby, Stills & Nash",2:31:33,,22-Apr-12,"The Performing Arts Center, San Luis Obispo, CA",Pop/Rock,"Contemporary Pop/Rock, Soft Rock, Album Rock","Amiable/Good-Natured, Laid-Back/Mellow, Pastoral, Soothing, Organic, Poignant, Sentimental, Smooth, Autumnal, Earnest, Gentle, Intimate, Reflective, Relaxed, Summery, Sweet, Warm, Wistful, Literate",Politics/Society,,,,,David Crosby,7
In Your Name,CSN 2012,live,"Crosby, Stills & Nash",2:31:33,,22-Apr-12,"The Performing Arts Center, San Luis Obispo, CA",Pop/Rock,"Contemporary Pop/Rock, Soft Rock, Album Rock","Amiable/Good-Natured, Laid-Back/Mellow, Pastoral, Soothing, Organic, Poignant, Sentimental, Smooth, Autumnal, Earnest, Gentle, Intimate, Reflective, Relaxed, Summery, Sweet, Warm, Wistful, Literate",Politics/Society,,,,,Graham Nash,7
Johnny's Garden,CSN 2012,live,"Crosby, Stills & Nash",2:31:33,,22-Apr-12,"The Performing Arts Center, San Luis Obispo, CA",Pop/Rock,"Contemporary Pop/Rock, Soft Rock, Album Rock","Amiable/Good-Natured, Laid-Back/Mellow, Pastoral, Soothing, Organic, Poignant, Sentimental, Smooth, Autumnal, Earnest, Gentle, Intimate, Reflective, Relaxed, Summery, Sweet, Warm, Wistful, Literate",Politics/Society,,,,,Stephen Stills,7
